tranId,trandate,subsidiary,currency,exchangerate,postingperiod,internal ID,journalItemLine_memo,journalItemLine_account,journalItemLine_debitAmount,journalItemLine_creditAmount
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,652,26500,EMPLOYEE BENEFIT LIABILITIES,0,1081779000
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,653,29010,RENT LIABILITIES - LONGTERM,0,1433107040
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,654,29011,LEASED LIABILITIES - LONGTERM VEHICLE,0,98699700
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,630,29020,RENT LIABILITIES - SHORT TERM,0,364964348
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,631,29021,LEASED LIABILITIES - SHORT TERM VEHICLE,0,143003425
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,410,32100,CAPITAL : Retained Earnings,0,23713393999
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,411,33100,CAPITAL : Dividends,8788507423,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,412,34100,CAPITAL : Share Capital,0,1000000000
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,413,35100,CAPITAL : Accumulated Others Comprehensive Income,151276000,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,509,40011,SALES : Sales -,0,10086832682
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,520,40014,SALES : SaleS Return,193610000,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,1721,71340,Interest Earned,0,5714457
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,636,71122,OTHERS REVENUE : Fixed Deposit Interest,0,7268493
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,1507,71314,INTEREST INCOME : Loan Interest From PT. Jagad Kreatif Indonesia,0,21666668
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,1508,71315,INTEREST INCOME : Loan Interest From PT. Paksya Kreatif Indonesia,0,11220000
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,803,71298,INTEREST INCOME : Loan Interest From PT. Roda Cepat Indonesia,0,22867186
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,951,71310,INTEREST INCOME : Loan Interest From Angkasa,0,242139069
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,1512,71319,INTEREST INCOME : Loan Interest From PT. Segara  Kreatif Indonesia,0,366667
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,1722,71341,Gain Exchange Rate,0,6498972
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,378,51210,COST OF SALES : Cost Of Sales Sales,4301312545,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,752,51510,COST OF SALES : Cost Of Sales Sales : Cost Of Sales Sales - Salaries,2823881931,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,423,61211,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : SALARY : Salaries,796735714,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,424,61222,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : SALARY : Salaries Intern,8825000,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,449,61622,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : OTHER ALLOWANCE : Freelance Expenses,80184614,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,433,61422,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : COMMISION : THR,304104476,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,434,61433,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : COMMISION : Bonus,319911190,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,435,61444,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : COMMISION : Bonus - Uang Pisah,107808200,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,421,61144,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : EMPLOYEE SOCIAL TAXES : Employee Payroll Tax Allowance (PPh 21),532950030,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,980,61110,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : EMPLOYEE SOCIAL TAXES : Employee Social Taxes JHT & JP,245100453,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,418,61111,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : EMPLOYEE SOCIAL TAXES : Employee Social Taxes JKK & JKM,31035287,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,979,61310,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : ALLOWANCE : BPJS Kesehatan (Component PPh 21),113151005,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,437,61511,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : ALLOWANCE : Meals,3600000,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,441,61555,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : ALLOWANCE : Medical,54685583,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,450,61633,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : OTHER ALLOWANCE : Insurance,114877666,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,1780,61655,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : OTHER ALLOWANCE : Parking Office,13731002,0
