cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6533372,SNI20220520-706,20/5/2022,Print,SNI20220520-706,179149,SNI-033,,,IDR,"Rp364.360,12",364360.12,,36105,,,364360.12
6533373,SNI20220520-707,20/5/2022,Print,SNI20220520-707,17030,SNI-277,,,IDR,"Rp1.381.998,47",1381998.47,,136958,,,1381998.47
6533374,SNI20220520-708,20/5/2022,Print,SNI20220520-708,SNI-222,SNI-222,,,IDR,"Rp131.755,84",131755.84,,13055,,,131755.84
6533375,SNI20220520-709,20/5/2022,Print,SNI20220520-709,SNI-223,SNI-223,,,IDR,"Rp176.657,72",176657.72,,17504,,,176657.72
6533376,SNI20220520-710,20/5/2022,Print,SNI20220520-710,SNI-499,SNI-499,,,IDR,"Rp1.300.899,34",1300899.34,,128924,,,1300899.34
6533377,SNI20220520-711,20/5/2022,Print,SNI20220520-711,GRK-020,SNI-497,,,IDR,"Rp451.374,45",451374.45,,44729,,,451374.45
6533378,SNI20220520-712,20/5/2022,Print,SNI20220520-712,SNI-212,SNI-212,,,IDR,"Rp103.651,24",103651.24,,10269,,,103651.24
6533379,SNI20220520-713,20/5/2022,Print,SNI20220520-713,7188,SNI-031,,,IDR,"Rp1.126.806,01",1126806.01,,111669,,,1126806.01
6533380,SNI20220520-714,20/5/2022,Print,SNI20220520-714,160472,SNI-124,,,IDR,"Rp150.338,02",150338.02,,14898,,,150338.02
6533381,SNI20220520-715,20/5/2022,Print,SNI20220520-715,SNI-966,SNI-966,,,IDR,"Rp116.325,89",116325.89,,11528,,,116325.89
6533382,SNI20220520-716,20/5/2022,Print,SNI20220520-716,SNI-953,SNI-953,,,IDR,"Rp35.216,80",35216.8,,3489,,,35216.8
6533383,SNI20220520-717,20/5/2022,Print,SNI20220520-717,139896,SNI-261,,,IDR,"Rp70.433,61",70433.61,,6979,,,70433.61
6533384,SNI20220520-718,20/5/2022,Print,SNI20220520-718,SNI-969,SNI-969,,,IDR,"Rp5.599.283,24",5599283.24,,554885,,,5599283.24
6533385,SNI20220521-866,21/5/2022,Print,SNI20220521-866,12787,SNI-794,,,IDR,"Rp4.715.250,56",4715250.56,,467279,,,4715250.56
6533386,SNI20220521-867,21/5/2022,Print,SNI20220521-867,SNI-642,SNI-642,,,IDR,"Rp59.349,82",59349.82,,5882,,,59349.82
6533387,SNI20220521-868,21/5/2022,Print,SNI20220521-868,SNI-083,SNI-083,,,IDR,"Rp246.493,02",246493.02,,24426,,,246493.02
6533388,SNI20220521-869,21/5/2022,Print,SNI20220521-869,SNI-103,SNI-103,,,IDR,"Rp170.029,88",170029.88,,16850,,,170029.88
6533389,SNI20220521-870,21/5/2022,Print,SNI20220521-870,51672,SNI-089,,,IDR,"Rp42.384,72",42384.72,,4200,,,42384.72
6533390,SNI20220521-871,21/5/2022,Print,SNI20220521-871,SNI-098,SNI-098,,,IDR,"Rp252.765,72",252765.72,,25049,,,252765.72
6533391,SNI20220521-872,21/5/2022,Print,SNI20220521-872,5475,SNI-556,,,IDR,"Rp421.176,63",421176.63,,41737,,,421176.63
6533392,SNI20220521-873,21/5/2022,Print,SNI20220521-873,SNI-364,SNI-364,,,IDR,"Rp4.804.513,34",4804513.34,,476124,,,4804513.34
6533393,SNI20220521-874,21/5/2022,Print,SNI20220521-874,SNI-088,SNI-088,,,IDR,"Rp1.608.854,05",1608854.05,,159439,,,1608854.05
