cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6533440,SNI20220524-1016,24/5/2022,Print,SNI20220524-1016,SNI-225,SNI-225,,,IDR,"Rp338.843,14",338843.14,,33580,,,338843.14
6533441,SNI20220524-1017,24/5/2022,Print,SNI20220524-1017,7172,SNI-226,,,IDR,"Rp699.762,32",699762.32,,69344,,,699762.32
6533442,SNI20220524-1018,24/5/2022,Print,SNI20220524-1018,SNI-475,SNI-475,,,IDR,"Rp226.824,60",226824.6,,22475,,,226824.6
6533443,SNI20220524-1019,24/5/2022,Print,SNI20220524-1019,SNI-918,SNI-918,,,IDR,"Rp28.087.707,93",28087707.93,,2783467,,,28087707.93
6533444,SNI20220524-1020,24/5/2022,Print,SNI20220524-1020,SNI-380,SNI-380,,,IDR,"Rp39.199.682,28",39199682.28,,3884653,,,39199682.28
6533445,SNI20220524-1021,24/5/2022,Print,SNI20220524-1021,SNI-985,SNI-985,,,IDR,"Rp29.111.553,90",29111553.9,,2884928,,,29111553.9
6533446,SNI20220524-1022,24/5/2022,Print,SNI20220524-1022,138116,SNI-356,,,IDR,"Rp774.471,94",774471.94,,76749,,,774471.94
6533447,SNI20220524-1023,24/5/2022,Print,SNI20220524-1023,SNI-348,SNI-348,,,IDR,"Rp17.567.115,62",17567115.62,,1740885,,,17567115.62
6533448,SNI20220524-1024,24/5/2022,Print,SNI20220524-1024,SNI-122,SNI-122,,,IDR,"Rp17.422.081,84",17422081.84,,1726514,,,17422081.84
6533449,SNI20220524-1025,24/5/2022,Print,SNI20220524-1025,SNI-426,SNI-426,,,IDR,"Rp14.155.438,10",14155438.1,,1402790,,,14155438.1
6533423,SNI20220524-998,24/5/2022,Print,SNI20220524-998,SNI-453,SNI-453,,,IDR,"Rp1.916.429,98",1916429.98,,189918,,,1916429.98
6533424,SNI20220524-999,24/5/2022,Print,SNI20220524-999,SNI-400,SNI-400,,,IDR,"Rp226.825,64",226825.64,,22478,,,226825.64
6533450,SNI20220525-1026,25/5/2022,Print,SNI20220525-1026,SNI-112,SNI-112,,,IDR,"Rp272.189,52",272189.52,,26970,,,272189.52
6533451,SNI20220525-1027,25/5/2022,Print,SNI20220525-1027,SNI-009,SNI-061,,,IDR,"Rp136.109,27",136109.27,,13487,,,136109.27
6533452,SNI20220525-1028,25/5/2022,Print,SNI20220525-1028,SNI-893,SNI-893,,,IDR,"Rp71.144,56",71144.56,,7048,,,71144.56
6533453,SNI20220525-1029,25/5/2022,Print,SNI20220525-1029,SNI-026,SNI-026,,,IDR,"Rp413.815,70",413815.7,,41009,,,413815.7
6533454,SNI20220525-1030,25/5/2022,Print,SNI20220525-1030,5481,SNI-293,,,IDR,"Rp272.191,56",272191.56,,26974,,,272191.56
6533455,SNI20220525-1031,25/5/2022,Print,SNI20220525-1031,18796,SNI-298,,,IDR,"Rp637.965,58",637965.58,,63219,,,637965.58
6533456,SNI20220525-1032,25/5/2022,Print,SNI20220525-1032,SNI-029,SNI-029,,,IDR,"Rp272.191,56",272191.56,,26974,,,272191.56
6533457,SNI20220525-1033,25/5/2022,Print,SNI20220525-1033,93966,SNI-486,,,IDR,"Rp190.160,68",190160.68,,18841,,,190160.68
6533458,SNI20220525-1034,25/5/2022,Print,SNI20220525-1034,20221,SNI-004,,,IDR,"Rp411.553,22",411553.22,,40781,,,411553.22
6533459,SNI20220525-1035,25/5/2022,Print,SNI20220525-1035,35602,SNI-924,,,IDR,"Rp317.555,48",317555.48,,31468,,,317555.48
