cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6533414,SNI20220523-971,23/5/2022,Print,SNI20220523-971,41194,SNI-588,,,IDR,"Rp1.042.736,15",1042736.15,,103335,,,1042736.15
6533415,SNI20220523-972,23/5/2022,Print,SNI20220523-972,SNI-968,SNI-968,,,IDR,"Rp22.866.479,49",22866479.49,,2266047,,,22866479.49
6533416,SNI20220523-973,23/5/2022,Print,SNI20220523-973,SNI-972,SNI-972,,,IDR,"Rp37.114,26",37114.26,,3678,,,37114.26
6533417,SNI20220523-974,23/5/2022,Print,SNI20220523-974,7097,SNI-167,,,IDR,"Rp19.728.201,19",19728201.19,,1955049,,,19728201.19
6533418,SNI20220523-975,23/5/2022,Print,SNI20220523-975,8597,SNI-073,,,IDR,"Rp6.938.881,57",6938881.57,,687637,,,6938881.57
6533421,SNI20220523-977,23/5/2022,Print,SNI20220523-977,SNI-968,SNI-968,,,IDR,"Rp13.348.144,93",13348144.93,,1322789,,,13348144.93
6533425,SNI20220524-1000,24/5/2022,Print,SNI20220524-1000,5162,SNI-902,,,IDR,"Rp589.806,25",589806.25,,58447,,,589806.25
6533422,SNI20220524-1001,24/5/2022,Print,SNI20220524-1001,3389,SNI-804,,,IDR,"Rp265.995,06",265995.06,,26361,,,265995.06
6533426,SNI20220524-1002,24/5/2022,Print,SNI20220524-1002,131746,SNI-228,,,IDR,"Rp351.485,66",351485.66,,34831,,,351485.66
6533427,SNI20220524-1003,24/5/2022,Print,SNI20220524-1003,98,SNI-224,,,IDR,"Rp196.274,76",196274.76,,19451,,,196274.76
6533428,SNI20220524-1004,24/5/2022,Print,SNI20220524-1004,139896,SNI-261,,,IDR,"Rp226.848,47",226848.47,,22479,,,226848.47
6533429,SNI20220524-1005,24/5/2022,Print,SNI20220524-1005,SNI-680,SNI-680,,,IDR,"Rp138.036,39",138036.39,,13679,,,138036.39
6533430,SNI20220524-1006,24/5/2022,Print,SNI20220524-1006,SNI-522,SNI-522,,,IDR,"Rp138.524,14",138524.14,,13728,,,138524.14
6533431,SNI20220524-1007,24/5/2022,Print,SNI20220524-1007,SNI-013,SNI-961,,,IDR,"Rp179.608,55",179608.55,,17798,,,179608.55
6533432,SNI20220524-1008,24/5/2022,Print,SNI20220524-1008,SNI-772,SNI-772,,,IDR,"Rp4.973.397,81",4973397.81,,492864,,,4973397.81
6533433,SNI20220524-1009,24/5/2022,Print,SNI20220524-1009,SNI-966,SNI-966,,,IDR,"Rp666.869,02",666869.02,,66086,,,666869.02
6533434,SNI20220524-1010,24/5/2022,Print,SNI20220524-1010,8987,SNI-166,,,IDR,"Rp2.177.760,86",2177760.86,,215815,,,2177760.86
6533435,SNI20220524-1011,24/5/2022,Print,SNI20220524-1011,100146,SNI-379,,,IDR,"Rp6.533.280,59",6533280.59,,647443,,,6533280.59
6533436,SNI20220524-1012,24/5/2022,Print,SNI20220524-1012,SNI-488,SNI-488,,,IDR,"Rp33.358.375,69",33358375.69,,3305786,,,33358375.69
6533437,SNI20220524-1013,24/5/2022,Print,SNI20220524-1013,SNI-476,SNI-476,,,IDR,"Rp250.441,88",250441.88,,24816,,,250441.88
6533438,SNI20220524-1014,24/5/2022,Print,SNI20220524-1014,SNI-919,SNI-919,,,IDR,"Rp36.843.099,76",36843099.76,,3651121,,,36843099.76
6533439,SNI20220524-1015,24/5/2022,Print,SNI20220524-1015,1108,SNI-229,,,IDR,"Rp700.710,88",700710.88,,69438,,,700710.88
