cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6533305,SNI20220517-553,17/5/2022,Print,SNI20220517-553,25703,SNI-714,,,IDR,"Rp325.996,85",325996.85,,32304,,,325996.85
6533306,SNI20220517-554,17/5/2022,Print,SNI20220517-554,SNI-323,SNI-323,,,IDR,"Rp172.834,28",172834.28,,17126,,,172834.28
6533307,SNI20220517-555,17/5/2022,Print,SNI20220517-555,6192,SNI-311,,,IDR,"Rp119.983,00",119983,,11889,,,119983
6533308,SNI20220517-556,17/5/2022,Print,SNI20220517-556,SNI-255,SNI-255,,,IDR,"Rp3.086.860,15",3086860.15,,305906,,,3086860.15
6533309,SNI20220517-557,17/5/2022,Print,SNI20220517-557,SNI-339,SNI-339,,,IDR,"Rp424.571,67",424571.67,,42070,,,424571.67
6533310,SNI20220517-558,17/5/2022,Print,SNI20220517-558,6821,SNI-155,,,IDR,"Rp1.532.818,59",1532818.59,,151902,,,1532818.59
6533311,SNI20220517-559,17/5/2022,Print,SNI20220517-559,5440,SNI-324,,,IDR,"Rp8.275.488,28",8275488.28,,820094,,,8275488.28
6533312,SNI20220517-560,17/5/2022,Print,SNI20220517-560,SNI-927,SNI-927,,,IDR,"Rp16.144.755,61",16144755.61,,1599932,,,16144755.61
6533315,SNI20220517-561,17/5/2022,Print,SNI20220517-561,SNI-720,SNI-720,,,IDR,"Rp531.987,11",531987.11,,52719,,,531987.11
6533313,SNI20220517-562,17/5/2022,Print,SNI20220517-562,SNI-919,SNI-919,,,IDR,"Rp50.538.828,55",50538828.55,,5008352,,,50538828.55
6533344,SNI20220518-538,18/5/2022,Print,SNI20220518-538,SNI-320,SNI-320,,,IDR,"Rp5.879.953,83",5879953.83,,582700,,,5879953.83
6533316,SNI20220518-570,18/5/2022,Print,SNI20220518-570,JBR-606,SNI-092,,,IDR,"Rp288.275,84",288275.84,,28568,,,288275.84
6533317,SNI20220518-571,18/5/2022,Print,SNI20220518-571,SNI-029,SNI-029,,,IDR,"Rp401.635,58",401635.58,,39799,,,401635.58
6533318,SNI20220518-572,18/5/2022,Print,SNI20220518-572,43849,SNI-759,,,IDR,"Rp21.299.106,34",21299106.34,,2110722,,,21299106.34
6533319,SNI20220518-573,18/5/2022,Print,SNI20220518-573,KDR-1013,SNI-093,,,IDR,"Rp70.427,16",70427.16,,6980,,,70427.16
6533320,SNI20220518-574,18/5/2022,Print,SNI20220518-574,SNI-520,SNI-520,,,IDR,"Rp5.865.526,23",5865526.23,,581270,,,5865526.23
6533321,SNI20220518-575,18/5/2022,Print,SNI20220518-575,SNI-519,SNI-519,,,IDR,"Rp624.066,10",624066.1,,61845,,,624066.1
6533322,SNI20220518-576,18/5/2022,Print,SNI20220518-576,SNI-013,SNI-961,,,IDR,"Rp224.509,40",224509.4,,22245,,,224509.4
6533323,SNI20220518-577,18/5/2022,Print,SNI20220518-577,124693,SNI-266,,,IDR,"Rp107.705,84",107705.84,,10673,,,107705.84
6533324,SNI20220518-578,18/5/2022,Print,SNI20220518-578,SNI-265,SNI-265,,,IDR,"Rp232.468,69",232468.69,,23037,,,232468.69
6533325,SNI20220518-579,18/5/2022,Print,SNI20220518-579,JBR-329,SNI-263,,,IDR,"Rp725.251,29",725251.29,,71871,,,725251.29
6533326,SNI20220518-580,18/5/2022,Print,SNI20220518-580,SNI-020,SNI-020,,,IDR,"Rp239.353,72",239353.72,,23718,,,239353.72
