cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6533214,SNI20220510-105,10/5/2022,Print,SNI20220510-105,SNI-522,SNI-522,,,IDR,"Rp326.520,66",326520.66,,32358,,,326520.66
6533215,SNI20220510-106,10/5/2022,Print,SNI20220510-106,SNI-347,SNI-535,,,IDR,"Rp2.177.760,86",2177760.86,,215815,,,2177760.86
6533216,SNI20220510-107,10/5/2022,Print,SNI20220510-107,SNI-136,SNI-136,,,IDR,"Rp26.888.849,47",26888849.47,,2664662,,,26888849.47
6533217,SNI20220510-108,10/5/2022,Print,SNI20220510-108,SNI-958,SNI-958,,,IDR,"Rp15.244.320,03",15244320.03,,1510699,,,15244320.03
6533191,SNI20220510-82,10/5/2022,Print,SNI20220510-82,SNI-802,SNI-802,,,IDR,"Rp71.755,02",71755.02,,7110,,,71755.02
6533192,SNI20220510-83,10/5/2022,Print,SNI20220510-83,53028,SNI-221,,,IDR,"Rp324.066,97",324066.97,,32113,,,324066.97
6533193,SNI20220510-84,10/5/2022,Print,SNI20220510-84,SNI-215,SNI-215,,,IDR,"Rp415.642,67",415642.67,,41192,,,415642.67
6533194,SNI20220510-85,10/5/2022,Print,SNI20220510-85,SNI-223,SNI-223,,,IDR,"Rp314.774,53",314774.53,,31192,,,314774.53
6533195,SNI20220510-86,10/5/2022,Print,SNI20220510-86,SNI-006,SNI-006,,,IDR,"Rp448.898,01",448898.01,,44484,,,448898.01
6533196,SNI20220510-87,10/5/2022,Print,SNI20220510-87,SNI-225,SNI-225,,,IDR,"Rp795.391,14",795391.14,,78822,,,795391.14
6533197,SNI20220510-88,10/5/2022,Print,SNI20220510-88,SNI-374,SNI-374,,,IDR,"Rp8.631.076,56",8631076.56,,855335,,,8631076.56
6533198,SNI20220510-89,10/5/2022,Print,SNI20220510-89,7172,SNI-226,,,IDR,"Rp349.185,92",349185.92,,34602,,,349185.92
6533199,SNI20220510-90,10/5/2022,Print,SNI20220510-90,5130,SNI-202,,,IDR,"Rp10.888.799,31",10888799.31,,1079070,,,10888799.31
6533200,SNI20220510-91,10/5/2022,Print,SNI20220510-91,165973,SNI-864,,,IDR,"Rp10.487.031,43",10487031.43,,1039256,,,10487031.43
6533201,SNI20220510-92,10/5/2022,Print,SNI20220510-92,109212,SNI-312,,,IDR,"Rp39.199.683,52",39199683.52,,3884658,,,39199683.52
6533202,SNI20220510-93,10/5/2022,Print,SNI20220510-93,110921,SNI-934,,,IDR,"Rp26.599.384,50",26599384.5,,2635975,,,26599384.5
6533203,SNI20220510-94,10/5/2022,Print,SNI20220510-94,SNI-534,SNI-534,,,IDR,"Rp2.172.595,12",2172595.12,,215298,,,2172595.12
6533204,SNI20220510-95,10/5/2022,Print,SNI20220510-95,SNI-285,SNI-285,,,IDR,"Rp1.200.366,56",1200366.56,,118960,,,1200366.56
6533205,SNI20220510-96,10/5/2022,Print,SNI20220510-96,129,SNI-817,,,IDR,"Rp12.761.284,10",12761284.1,,1264634,,,12761284.1
6533206,SNI20220510-97,10/5/2022,Print,SNI20220510-97,SNI-680,SNI-680,,,IDR,"Rp85.634,72",85634.72,,8486,,,85634.72
6533207,SNI20220510-98,10/5/2022,Print,SNI20220510-98,49023,SNI-865,,,IDR,"Rp400.120,77",400120.77,,39650,,,400120.77
6533208,SNI20220510-99,10/5/2022,Print,SNI20220510-99,164871,SNI-943,,,IDR,"Rp499.934,99",499934.99,,49541,,,499934.99
