cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6533240,SNI20220512-272,12/5/2022,Print,SNI20220512-272,6558,SNI-916,,,IDR,"Rp426.778,42",426778.42,,42289,,,426778.42
6533241,SNI20220512-273,12/5/2022,Print,SNI20220512-273,JBG-372,SNI-473,,,IDR,"Rp136.095,78",136095.78,,13487,,,136095.78
6533242,SNI20220512-274,12/5/2022,Print,SNI20220512-274,SNI-068,SNI-068,,,IDR,"Rp4.275.339,83",4275339.83,,423681,,,4275339.83
6533243,SNI20220512-275,12/5/2022,Print,SNI20220512-275,48478,SNI-557,,,IDR,"Rp2.511.893,94",2511893.94,,248925,,,2511893.94
6533244,SNI20220512-276,12/5/2022,Print,SNI20220512-276,SNI-519,SNI-519,,,IDR,"Rp21.777.599,62",21777599.62,,2158141,,,21777599.62
6533245,SNI20220512-277,12/5/2022,Print,SNI20220512-277,5162,SNI-902,,,IDR,"Rp362.957,74",362957.74,,35966,,,362957.74
6533246,SNI20220512-278,12/5/2022,Print,SNI20220512-278,SNI-401,SNI-401,,,IDR,"Rp136.094,76",136094.76,,13485,,,136094.76
6533247,SNI20220512-279,12/5/2022,Print,SNI20220512-279,SNI-400,SNI-400,,,IDR,"Rp84.770,44",84770.44,,8401,,,84770.44
6533248,SNI20220512-280,12/5/2022,Print,SNI20220512-280,SNI-414,SNI-414,,,IDR,"Rp100.003,95",100003.95,,9909,,,100003.95
6533249,SNI20220512-281,12/5/2022,Print,SNI20220512-281,4666,SNI-956,,,IDR,"Rp72.915,26",72915.26,,7227,,,72915.26
6533250,SNI20220512-282,12/5/2022,Print,SNI20220512-282,22559,SNI-417,,,IDR,"Rp847.425,97",847425.97,,83981,,,847425.97
6533251,SNI20220512-283,12/5/2022,Print,SNI20220512-283,111256,SNI-381,,,IDR,"Rp456.936,72",456936.72,,45281,,,456936.72
6533252,SNI20220512-284,12/5/2022,Print,SNI20220512-284,SNI-795,SNI-795,,,IDR,"Rp5.965.046,65",5965046.65,,591133,,,5965046.65
6533253,SNI20220512-285,12/5/2022,Print,SNI20220512-285,SNI-953,SNI-953,,,IDR,"Rp71.037,57",71037.57,,7039,,,71037.57
6533254,SNI20220512-286,12/5/2022,Print,SNI20220512-286,SNI-013,SNI-961,,,IDR,"Rp130.840,35",130840.35,,12966,,,130840.35
6533255,SNI20220512-287,12/5/2022,Print,SNI20220512-287,SNI-725,SNI-725,,,IDR,"Rp8.711.040,45",8711040.45,,863257,,,8711040.45
6533256,SNI20220512-288,12/5/2022,Print,SNI20220512-288,SNI-960,SNI-960,,,IDR,"Rp4.137.744,14",4137744.14,,410047,,,4137744.14
6533257,SNI20220512-289,12/5/2022,Print,SNI20220512-289,SNI-722,SNI-722,,,IDR,"Rp29.022.530,76",29022530.76,,2876110,,,29022530.76
6533258,SNI20220512-290,12/5/2022,Print,SNI20220512-290,SNI-962,SNI-962,,,IDR,"Rp19.235.459,98",19235459.98,,1906215,,,19235459.98
6533259,SNI20220512-291,12/5/2022,Print,SNI20220512-291,SNI-615,SNI-615,,,IDR,"Rp5.517.421,56",5517421.56,,546772,,,5517421.56
6533260,SNI20220513-363,13/5/2022,Print,SNI20220513-363,17030,SNI-439,,,IDR,"Rp24.893.224,92",24893224.92,,2466896,,,24893224.92
6533261,SNI20220513-364,13/5/2022,Print,SNI20220513-364,10920,SNI-963,,,IDR,"Rp449.022,92",449022.92,,44498,,,449022.92
