cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6533218,SNI20220511-181,11/5/2022,Print,SNI20220511-181,SNI-510,SNI-510,,,IDR,"Rp8.928.818,03",8928818.03,,884840,,,8928818.03
6533219,SNI20220511-182,11/5/2022,Print,SNI20220511-182,164175,SNI-365,,,IDR,"Rp27.875.326,97",27875326.97,,2762419,,,27875326.97
6533220,SNI20220511-183,11/5/2022,Print,SNI20220511-183,39908,SNI-367,,,IDR,"Rp28.746.431,26",28746431.26,,2848744,,,28746431.26
6533221,SNI20220511-184,11/5/2022,Print,SNI20220511-184,155461,SNI-150,,,IDR,"Rp17.337.146,14",17337146.14,,1718097,,,17337146.14
6533222,SNI20220511-185,11/5/2022,Print,SNI20220511-185,SNI-137,SNI-137,,,IDR,"Rp25.479.792,53",25479792.53,,2525025,,,25479792.53
6533223,SNI20220511-186,11/5/2022,Print,SNI20220511-186,112703,SNI-291,,,IDR,"Rp93.289,57",93289.57,,9246,,,93289.57
6533224,SNI20220511-187,11/5/2022,Print,SNI20220511-187,5481,SNI-293,,,IDR,"Rp408.287,34",408287.34,,40461,,,408287.34
6533225,SNI20220511-188,11/5/2022,Print,SNI20220511-188,SNI-343,SNI-343,,,IDR,"Rp3.181.848,97",3181848.97,,315321,,,3181848.97
6533226,SNI20220511-189,11/5/2022,Print,SNI20220511-189,SNI-199,SNI-199,,,IDR,"Rp436.272,74",436272.74,,43235,,,436272.74
6533227,SNI20220511-190,11/5/2022,Print,SNI20220511-190,SNI-029,SNI-029,,,IDR,"Rp623.930,50",623930.5,,61827,,,623930.5
6533228,SNI20220511-191,11/5/2022,Print,SNI20220511-191,130473,SNI-264,,,IDR,"Rp193.476,04",193476.04,,19174,,,193476.04
6533229,SNI20220511-192,11/5/2022,Print,SNI20220511-192,SNI-026,SNI-026,,,IDR,"Rp399.476,30",399476.3,,39586,,,399476.3
6533230,SNI20220511-193,11/5/2022,Print,SNI20220511-193,SNI-918,SNI-918,,,IDR,"Rp27.221.999,22",27221999.22,,2697675,,,27221999.22
6533231,SNI20220511-194,11/5/2022,Print,SNI20220511-194,4857,SNI-139,,,IDR,"Rp25.044.241,35",25044241.35,,2481863,,,25044241.35
6533233,SNI20220511-195,11/5/2022,Print,SNI20220511-195,SNI-959,SNI-959,,,IDR,"Rp5.298.157,25",5298157.25,,525044,,,5298157.25
6533232,SNI20220511-196,11/5/2022,Print,SNI20220511-196,SNI-389,SNI-389,,,IDR,"Rp34.626.384,15",34626384.15,,3431444,,,34626384.15
6533234,SNI20220512-266,12/5/2022,Print,SNI20220512-266,37345,SNI-135,,,IDR,"Rp4.507.659,57",4507659.57,,446706,,,4507659.57
6533235,SNI20220512-267,12/5/2022,Print,SNI20220512-267,5838,SNI-165,,,IDR,"Rp14.883.469,56",14883469.56,,1474937,,,14883469.56
6533236,SNI20220512-268,12/5/2022,Print,SNI20220512-268,52913,SNI-627,,,IDR,"Rp7.622.161,52",7622161.52,,755351,,,7622161.52
6533237,SNI20220512-269,12/5/2022,Print,SNI20220512-269,125011,SNI-915,,,IDR,"Rp134.371,07",134371.07,,13315,,,134371.07
6533238,SNI20220512-270,12/5/2022,Print,SNI20220512-270,44595,SNI-736,,,IDR,"Rp226.825,64",226825.64,,22478,,,226825.64
6533239,SNI20220512-271,12/5/2022,Print,SNI20220512-271,SNI-636,SNI-636,,,IDR,"Rp305.309,58",305309.58,,30252,,,305309.58
