cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6533284,SNI20220514-460,14/5/2022,Print,SNI20220514-460,SNI-112,SNI-112,,,IDR,"Rp118.750,68",118750.68,,11768,,,118750.68
6533285,SNI20220514-461,14/5/2022,Print,SNI20220514-461,163645,SNI-773,,,IDR,"Rp178.911,39",178911.39,,17731,,,178911.39
6533286,SNI20220514-462,14/5/2022,Print,SNI20220514-462,175484,SNI-580,,,IDR,"Rp174.909,59",174909.59,,17331,,,174909.59
6533287,SNI20220514-463,14/5/2022,Print,SNI20220514-463,131746,SNI-228,,,IDR,"Rp272.189,52",272189.52,,26970,,,272189.52
6533288,SNI20220514-464,14/5/2022,Print,SNI20220514-464,JBG-189,SNI-861,,,IDR,"Rp352.740,68",352740.68,,34952,,,352740.68
6533289,SNI20220514-465,14/5/2022,Print,SNI20220514-465,SNI-494,SNI-494,,,IDR,"Rp220.887,50",220887.5,,21888,,,220887.5
6533290,SNI20220514-466,14/5/2022,Print,SNI20220514-466,SNI-649,SNI-649,,,IDR,"Rp356.639,84",356639.84,,35339,,,356639.84
6533291,SNI20220514-467,14/5/2022,Print,SNI20220514-467,SNI-475,SNI-475,,,IDR,"Rp635.108,88",635108.88,,62930,,,635108.88
6533292,SNI20220517-539,17/5/2022,Print,SNI20220517-539,SNI-399,SNI-399,,,IDR,"Rp93.292,05",93292.05,,9246,,,93292.05
6533293,SNI20220517-540,17/5/2022,Print,SNI20220517-540,SNI-199,SNI-199,,,IDR,"Rp890.014,97",890014.97,,88203,,,890014.97
6533314,SNI20220517-541,17/5/2022,Print,SNI20220517-541,SNI-968,SNI-968,,,IDR,"Rp8.711.040,39",8711040.39,,863256,,,8711040.39
6533294,SNI20220517-542,17/5/2022,Print,SNI20220517-542,SNI-325,SNI-325,,,IDR,"Rp193.050,97",193050.97,,19129,,,193050.97
6533295,SNI20220517-543,17/5/2022,Print,SNI20220517-543,SNI-947,SNI-947,,,IDR,"Rp1.134.135,24",1134135.24,,112399,,,1134135.24
6533296,SNI20220517-544,17/5/2022,Print,SNI20220517-544,8929,SNI-346,,,IDR,"Rp214.461,39",214461.39,,21250,,,214461.39
6533297,SNI20220517-545,17/5/2022,Print,SNI20220517-545,SNI-345,SNI-345,,,IDR,"Rp583.724,44",583724.44,,57837,,,583724.44
6533298,SNI20220517-546,17/5/2022,Print,SNI20220517-546,SNI-344,SNI-344,,,IDR,"Rp239.649,57",239649.57,,23746,,,239649.57
6533299,SNI20220517-547,17/5/2022,Print,SNI20220517-547,SNI-326,SNI-326,,,IDR,"Rp205.414,51",205414.51,,20355,,,205414.51
6533300,SNI20220517-548,17/5/2022,Print,SNI20220517-548,4569,SNI-949,,,IDR,"Rp1.723.625,02",1723625.02,,170809,,,1723625.02
6533301,SNI20220517-549,17/5/2022,Print,SNI20220517-549,SNI-587,SNI-587,,,IDR,"Rp89.803,76",89803.76,,8898,,,89803.76
6533302,SNI20220517-550,17/5/2022,Print,SNI20220517-550,SNI-487,SNI-487,,,IDR,"Rp134.705,64",134705.64,,13347,,,134705.64
6533303,SNI20220517-551,17/5/2022,Print,SNI20220517-551,JBG-824,SNI-340,,,IDR,"Rp1.019.023,64",1019023.64,,100984,,,1019023.64
6533304,SNI20220517-552,17/5/2022,Print,SNI20220517-552,SNI-577,SNI-577,,,IDR,"Rp217.928,65",217928.65,,21596,,,217928.65
