date,transactionNumber,idInvoice,memo,locationId,Product Code,description,unit,unitPrice,discountLine,taxrateId,qty,discountAmounr,grossAmount,isDiscount
20/05/2022,10204,6632443,,10,POP-0053,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
20/05/2022,10204,6632443,,10,POP-0056,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
20/05/2022,10205,6632548,,10,NJL-0043,,Karton,186936.9369,0.00%,6,1,0,207500.00,2
20/05/2022,10207,6632526,,10,POP-0069,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
21/05/2022,10208,6632588,,10,POP-0062,,Karton,8108.108108,0.00%,6,6,0,54000.00,2
21/05/2022,10208,6632588,,10,POP-0071,,Karton,8108.108108,0.00%,6,6,0,54000.00,2
22/05/2022,10209,6632853,,10,PST-0002,,Karton,140540.5405,0.00%,6,1,0,156000.00,2
24/05/2022,10210,6632900,,10,POP-0051,,Karton,200630.6306,0.00%,6,1,0,222700.00,2
24/05/2022,10210,6632900,,10,POP-0071,,Karton,8108.108108,0.00%,6,10,0,90000.00,2
24/05/2022,10211,6632858,,10,POP-0051,,Karton,200450.4505,0.00%,6,15,0,3337500.00,2
