date,transactionNumber,idInvoice,memo,locationId,Product Code,description,unit,unitPrice,discountLine,taxrateId,qty,discountAmounr,grossAmount,isDiscount
8/1/2022,SNI20220107,6667080,,14,NJL-0014,,Karton,6964.545455,0.01,5,6,2122.16,45966.00,1
8/1/2022,SNI20220107,6667080,,14,Promotion Discount,,,-1.00%,0.01,5,,,0.00,1
8/1/2022,SNI20220107,6667080,,14,NJL-0019,,Karton,6439.090909,0.01,5,3,2122.16,21249.00,1
8/1/2022,SNI20220107,6667080,,14,Promotion Discount,,,-1.00%,0.01,5,,,0.00,1
8/1/2022,SNI20220107,6667080,,14,NJL-0018,,Karton,6439.090909,0.01,5,3,2122.16,21249.00,1
8/1/2022,SNI20220107,6667080,,14,Promotion Discount,,,-1.00%,0.01,5,,,0.00,1
8/1/2022,SNI20220107,6667080,,14,NJL-0008,,Karton,51710.90909,0.01,5,1,2122.16,56882.00,1
8/1/2022,SNI20220107,6667080,,14,Promotion Discount,,,-1.00%,0.01,5,,,0.00,1
8/1/2022,SNI20220107,6667080,,14,NJL-0027,,Karton,42448.18182,0.01,5,1,2122.16,46693.00,1
8/1/2022,SNI20220107,6667080,,14,Promotion Discount,,,-1.00%,0.01,5,,,0.00,1
8/1/2022,SNI20220107,6667080,,14,NJL-0007,,Karton,23593.63636,0.01,5,1,2122.16,25953.00,1
8/1/2022,SNI20220107,6667080,,14,Promotion Discount,,,-1.00%,0.01,5,,,0.00,1
8/1/2022,SNI20220107,6667080,,14,NJL-0039,,Karton,16185.45455,0.01,5,1,2122.16,17804.00,1
8/1/2022,SNI20220107,6667080,,14,Promotion Discount,,,-1.00%,0.01,5,,,0.00,1
11/1/2022,SNI20220110-109,6667369,,14,POP-0061,,Karton,208518.1818,0.02,5,1,0,229370.00,1
11/1/2022,SNI20220110-109,6667369,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
11/1/2022,SNI20220110-109,6667369,,14,POP-0073,,Karton,208518.1818,0.02,5,1,0,229370.00,1
11/1/2022,SNI20220110-109,6667369,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
11/1/2022,SNI20220110-109,6667369,,14,ASR-0002,,Karton,187150,0.02,5,1,0,205865.00,1
11/1/2022,SNI20220110-109,6667369,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
11/1/2022,SNI20220110-118,6667370,,14,NJL-0028,,Karton,42448.18182,0.02,5,2,5201.82,93386.00,1
11/1/2022,SNI20220110-118,6667370,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
11/1/2022,SNI20220110-118,6667370,,14,NJL-0027,,Karton,42448.18182,0.02,5,2,5201.82,93386.00,1
11/1/2022,SNI20220110-118,6667370,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
11/1/2022,SNI20220110-118,6667370,,14,NJL-0009,,Karton,42448.18182,0.02,5,3,5201.82,140079.00,1
11/1/2022,SNI20220110-118,6667370,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
11/1/2022,SNI20220110-118,6667370,,14,NJL-0026,,Karton,42448.18182,0.02,5,2,5201.82,93386.00,1
11/1/2022,SNI20220110-118,6667370,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
11/1/2022,SNI20220110-118,6667370,,14,NJL-0018,,Karton,6439.090909,0.02,5,12,5201.82,84996.00,1
11/1/2022,SNI20220110-118,6667370,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
11/1/2022,SNI20220110-118,6667370,,14,SPD-0003,,Karton,10213.63636,0.02,5,2,5201.82,22470.00,1
11/1/2022,SNI20220110-118,6667370,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
11/1/2022,SNI20220110-118,6667370,,14,SPD-0001,,Karton,10213.63636,0.02,5,2,5201.82,22470.00,1
11/1/2022,SNI20220110-118,6667370,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
11/1/2022,SNI20220110-118,6667370,,14,SPD-0004,,Karton,10213.63636,0.02,5,3,5201.82,33705.00,1
11/1/2022,SNI20220110-118,6667370,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
15/01/2022,SNI20220114-393,6667419,,14,POP-0058,,Karton,41703.63636,0.02,5,2,8173.91,91748.00,1
15/01/2022,SNI20220114-393,6667419,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
15/01/2022,SNI20220114-393,6667419,,14,POP-0064,,Karton,41703.63636,0.02,5,2,8173.91,91748.00,1
15/01/2022,SNI20220114-393,6667419,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
15/01/2022,SNI20220114-393,6667419,,14,POP-0072,,Karton,41703.63636,0.02,5,2,8173.91,91748.00,1
15/01/2022,SNI20220114-393,6667419,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
15/01/2022,SNI20220114-393,6667419,,14,POP-0063,,Karton,41703.63636,0.02,5,2,8173.91,91748.00,1
15/01/2022,SNI20220114-393,6667419,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
15/01/2022,SNI20220114-393,6667419,,14,POP-0061,,Karton,41703.63636,0.02,5,2,8173.91,91748.00,1
15/01/2022,SNI20220114-393,6667419,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
15/01/2022,SNI20220114-394,6667319,,14,NJL-0036,,Karton,16185.45455,0.02,5,2,634.47,35608.00,1
15/01/2022,SNI20220114-394,6667319,,14,Promotion Discount,,,-2.00%,0.02,5,,,0.00,1
