date,transactionNumber,idInvoice,memo,locationId,Product Code,description,unit,unitPrice,discountLine,taxrateId,qty,discountAmounr,grossAmount,isDiscount
12/3/2022,SNI20220311-280,6668097,,14,POP-0051,,Karton,41703.63636,0.02,5,2,0,91748,1
12/3/2022,SNI20220311-280,6668097,,14,Promotion Discount,,,-2.00%,0.02,5,,,0,1
12/3/2022,SNI20220311-280,6668097,,14,POP-0061,,Karton,41703.63636,0.02,5,1,0,45874,1
12/3/2022,SNI20220311-280,6668097,,14,Promotion Discount,,,-2.00%,0.02,5,,,0,1
12/3/2022,SNI20220311-280,6668097,,14,POP-0076,,Karton,41703.63636,0.02,5,1,0,45874,1
12/3/2022,SNI20220311-280,6668097,,14,Promotion Discount,,,-2.00%,0.02,5,,,0,1
12/3/2022,SNI20220311-280,6668097,,14,NJL-0032,,Karton,16185.45455,0.02,5,1,0,17804,1
12/3/2022,SNI20220311-280,6668097,,14,Promotion Discount,,,-2.00%,0.02,5,,,0,1
12/3/2022,SNI20220311-280,6668097,,14,ASR-0002,,Karton,15595.45455,0.02,5,2,0,34310,1
12/3/2022,SNI20220311-280,6668097,,14,Promotion Discount,,,-2.00%,0.02,5,,,0,1
