date,transactionNumber,idInvoice,memo,locationId,Product Code,description,unit,unitPrice,discountLine,taxrateId,qty,discountAmounr,grossAmount,isDiscount
31/01/2022,SNI20220131-1247,6667891,,14,POP-0077,,Karton,41703.63636,0.01,5,1,412.87,45874,1
31/01/2022,SNI20220131-1247,6667891,,14,Promotion Discount,,,-1.00%,0.01,5,,,0,1
31/01/2022,SNI20220131-1244,6667896,,14,POP-0059,,Karton,208518.1818,0.03,5,4,20226.26,917480,1
31/01/2022,SNI20220131-1244,6667896,,14,Promotion Discount,,,-3.00%,0.03,5,,,0,1
31/01/2022,SNI20220131-1237,6667899,,14,POP-0059,,Karton,41703.63636,0.02,5,1,0,45874,1
31/01/2022,SNI20220131-1237,6667899,,14,Promotion Discount,,,-2.00%,0.02,5,,,0,1
3/2/2022,SNI20220202-11,6697093,,14,POP-0059,,Karton,41703.63636,0.02,5,2,0,91748,1
3/2/2022,SNI20220202-11,6697093,,14,Promotion Discount,,,-2.00%,0.02,5,,,0,1
3/2/2022,SNI20220202-13,6694994,,14,POP-0059,,Karton,208518.1818,0.03,5,2,12135.76,458740,1
3/2/2022,SNI20220202-13,6694994,,14,Promotion Discount,,,-3.00%,0.03,5,,,0,1
3/2/2022,SNI20220202-12,6694993,,14,POP-0059,,Karton,208518.1818,0.03,5,1,8090.51,229370,1
3/2/2022,SNI20220202-12,6694993,,14,Promotion Discount,,,-3.00%,0.03,5,,,0,1
3/2/2022,SNI20220202-12,6694993,,14,POP-0067,,Karton,208518.1818,0.03,5,1,8090.51,229370,1
3/2/2022,SNI20220202-12,6694993,,14,Promotion Discount,,,-3.00%,0.03,5,,,0,1
8/2/2022, SNI20220207-81,6697067,,14,POP-0077,,Karton,41703.63636,0.02,5,2,0,91748,1
8/2/2022, SNI20220207-81,6697067,,14,Promotion Discount,,,-2.00%,0.02,5,,,0,1
11/2/2022,SNI20220210-177,6694941,,14,AGR-0001,,Karton,207979.0909,0.02,5,1,1019.1,228777,1
11/2/2022,SNI20220210-177,6694941,,14,Promotion Discount,,,-2.00%,0.02,5,,,0,1
