date,transactionNumber,idInvoice,memo,locationId,Product Code,description,unit,unitPrice,discountLine,taxrateId,qty,discountAmounr,grossAmount,isDiscount
12/5/2022,10186,6631073,,10,POP-0058,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
12/5/2022,10189,6631139,,10,POP-0066,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
13/05/2022,10187,6631448,,10,PST-0002,,Karton,142342.3423,0.00%,6,1,0,158000.00,2
13/05/2022,10188,6631301,,10,NJL-0043,,Karton,186936.9369,0.00%,6,1,0,207500.00,2
13/05/2022,10188,6631301,,10,POP-0061,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
13/05/2022,10188,6631301,,10,ASR-0002,,Karton,175675.6757,0.00%,6,3,0,585000.00,2
13/05/2022,10188,6631301,,10,NJL-0035,,Karton,186036.036,0.00%,6,1,0,206500.00,2
13/05/2022,10188,6631301,,10,POP-0066,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
13/05/2022,10188,6631301,,10,POP-0058,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
13/05/2022,10188,6631301,,10,POP-0056,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
13/05/2022,10188,6631301,,10,POP-0053,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
13/05/2022,10188,6631301,,10,POP-0078,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
13/05/2022,10190,6631292,,10,POP-0059,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
15/05/2022,10191,6631900,,10,NJL-0007,,Karton,23333.33333,0.00%,6,2,0,51800.00,2
15/05/2022,10191,6631900,,10,NJL-0032,,Karton,16126.12613,0.00%,6,2,0,35800.00,2
