date,transactionNumber,idInvoice,memo,locationId,Product Code,description,unit,unitPrice,discountLine,taxrateId,qty,discountAmounr,grossAmount,isDiscount
25/05/2022,10212,6633052,,10,SUN-0003,,Karton,84684.68469,0.00%,6,1,0,94000.00,2
25/05/2022,10213,6633021,,10,POP-0059,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
25/05/2022,10214,6633286,,10,SUN-0003,,Karton,84684.68469,0.00%,6,1,0,94000.00,2
25/05/2022,10215,6633196,,10,POP-0063,,Karton,8288.288288,0.00%,6,5,0,46000.00,2
25/05/2022,10216,6633158,,10,POP-0078,,Karton,8918.918919,0.00%,6,3,0,29700.00,2
25/05/2022,10216,6633158,,10,POP-0063,,Karton,8288.288288,0.00%,6,1,0,9200.00,2
25/05/2022,10217,6633072,,10,POP-0074,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
25/05/2022,10218,6633156,,10,ASR-0001,,Karton,189639.6396,0.00%,6,1,0,210500.00,2
25/05/2022,10220,6633116,,10,POP-0056,,Karton,8288.288288,0.00%,6,10,0,92000.00,2
26/05/2022,10221,6633480,,10,POP-0059,,Karton,200900.9009,0.00%,6,1,0,223000.00,2
