invid,pyid,debit,credit
6675525,6700694,272191.08,0
6675523,6700695,644475.72,0
6675425,6700696,272191.08,0
6675531,6700697,190162.14,0
6675431,6700699,317556.26,0
6675529,6700701,1980190.11,0
6675532,6700712,792076.04,0
6675424,6700700,64432.17,0
6675516,6700735,30488641.33,0
6675417,6700733,28498802.49,0
6675422,6700731,763495.98,0
6675423,6700706,2420232.35,0
6675514,6700734,2200211.23,0
6675414,6700742,660063.37,0
6675515,6700738,25262017.1,0
6675420,6700737,19613651.39,0
6675415,6700740,1628869.5,0
6675522,6700739,479470.88,0
6675411,6700751,24826465.08,0
6675513,6700750,17837507.87,0
6675413,6700746,2084149.28,0
6675507,6700747,130962.3,0
6675512,6700749,453651.8,0
6675412,6700752,378783.06,0
6675510,6700753,272191.08,0
6675409,6700754,5709038.79,0
6675508,6700755,2913354.5,0
6675410,6700760,120266.58,0
