invid,pyid,debit,credit
123967,,501843,0
6668226,6724703,13848397.84,0
6668128,6724732,4606138.31,0
6668229,6724725,2402837.1,0
6668234,6724737,2180391.22,0
6668219,6724744,212211.45,0
6668125,6724743,411805.68,0
6668235,6724742,411805.68,0
6668135,6724740,136249.74,0
6668225,6724745,713576.28,0
6668223,6724738,88129.8,0
6668122,6724735,257297.81,0
6668134,6724734,402585.64,0
6668221,6724733,353012.42,0
6668133,6724731,543612.76,0
6668121,6724730,296296.17,0
6668220,6724728,134960.76,0
6668130,6724756,540520.73,0
6668129,6724755,196127.81,0
6668131,6724748,176411.14,0
6668132,6724750,828564.38,0
6668227,6724751,1112673.87,0
7186256,,20841828.85,0
6668214,6724752,6969557.75,0
6668206,6724759,829437.61,0
6668212,,76398.3,0
6668207,6724775,1292777.92,0
6668213,,76398.3,0
6668112,6724762,615561.82,0
6668211,6724769,75634.32,0
