invid,pyid,debit,credit
7187044,,36663739.8,0
6668091,6724818,1169003.92,0
6668088,6724816,388550.4,0
6668093,6724810,204661.24,0
6668191,6724811,269739.12,0
6668090,6724813,135564.55,0
6668193,6724814,130937.44,0
6668189,6724815,34259.82,0
6668089,6724817,304634.96,0
6668086,6724821,134869.56,0
6668804,6724820,108341.23,0
6668591,6724833,314695.64,0
6668805,6724805,2635978.4,0
6668186,6724826,224782.6,0
6668806,6724829,2103855.04,0
6668807,6724830,113648.48,0
6668592,6724827,400027.18,0
6655772,6735265,394000,0
6666554,6724839,38485284.57,0
6668801,6724835,2202640.11,0
6668575,6724840,1744312.98,0
6668586,6724844,1434351.44,0
6668589,6724851,1252077.4,0
6666555,6724854,1157948.4,0
6668588,6724848,147164.5,0
6668584,6724849,264925.26,0
6666560,6724853,109166.31,0
6666553,6724855,91017.5,0
6668581,6724865,98041.68,0
6666559,6724858,104698.2,0
6668585,6724859,84337.11,0
6666558,6724860,176685.3,0
6668579,6724861,277244.81,0
6655824,6734486,188000,0
6655847,6734586,96800,0
6655849,6734596,3372000,0
6655850,6734599,421000,0
7187191,,10846333.87,0
6666550,6724868,328553.82,0
6666546,6724863,969848.7,0
6666545,6724877,276083.39,0
6668569,6724878,354342.41,0
6668572,6724879,314695.64,0
6668562,6724881,35251.92,0
6668568,6724882,68570.37,0
6666540,6724883,141932.2,0
6668565,6724888,252706.04,0
6666543,6724890,521044.44,0
6668564,6724891,646322.23,0
6666542,6724892,726491.58,0
6668567,6724894,1027875.34,0
6668563,6724895,3464339.71,0
6666537,6724897,34899.4,0
6668570,6724898,127434.56,0
6666552,6724900,284013.38,0
6668573,6724901,489576.5,0
6655896,6734805,885400,0
6666531,,15978920.58,0
6668542,6724958,2991501.1,0
6668536,6724929,3862247.84,0
6666525,6724922,784057.43,0
6668541,6724923,222534.77,0
6668546,,832226.43,0
6666522,,128349.03,0
6668552,6724925,1047620.02,0
6666519,6724960,503401.9,0
6666532,6724924,203309.98,0
6666514,6724926,551356.9,0
6668538,6724928,341488.09,0
6666524,6724930,404608.68,0
6668558,6724931,294574.28,0
6668539,6724932,359652.16,0
6666536,6724933,259105.12,0
6668543,6724934,283626.24,0
6668557,6724935,35251.92,0
6666535,6724957,407058.07,0
6668528,6724942,2984859.41,0
6668531,6724937,1751991.04,0
6666500,6724953,1362044.06,0
6668534,6724952,214743.83,0
6666499,6724954,87689.15,0
6666502,6724955,344245.58,0
6666507,6724948,578573.63,0
6666505,6724945,445069.55,0
6668533,6724944,314695.64,0
6666503,6724939,538056.43,0
6668529,6724938,142256.07,0
6655959,6735610,255000,0
6668527,6724982,246664.04,0
6666495,6724983,109261.55,0
6666498,6724984,179826.08,0
6666497,6724985,359652.16,0
6668525,6724986,754814.21,0
6666494,6724990,76016.31,0
6668523,6724987,577725.96,0
6668517,6725008,24164287.17,0
6666485,6724956,15978920.58,0
6666487,6724999,8660542.06,0
