invid,pyid,debit,credit
6697501,6737526,1582864.81,0
6697010,6737513,1246795.29,0
6697627,6737505,269790.84,0
6697007,6737506,268160.16,0
6697505,6737507,327115.18,0
6697006,6737509,88129.8,0
6694912,6737510,454126.39,0
6697503,6737514,148021.49,0
6694916,,732220.95,0
6697626,6737515,531889.12,0
6697009,6737516,224782.6,0
6697624,6737517,168065.1,0
6694915,6737518,630739.63,0
6697500,6737525,680872.87,0
6697622,6737535,32372134.95,0
6697616,6737522,21692667.75,0
6697619,6737551,10790711.65,0
6697498,6737550,4957539.06,0
6697495,6737538,2385862.47,0
6697497,,1844978.3,0
6697499,6737539,1744312.98,0
6697618,6737536,1447046.3,0
6697611,6737534,1341952.12,0
6697486,6737529,205078.5,0
6697489,6737532,699379.94,0
6697496,6737533,475692.98,0
6697621,6737537,206959.5,0
6697617,6737540,355943.1,0
6697494,6737542,67262.58,0
6697492,6737543,45674.64,0
6697614,6737544,88129.8,0
6697491,6737570,263149.01,0
6697610,6737545,179844.43,0
6697613,6737546,84862.8,0
6697493,6737548,599187.08,0
6697609,6737549,70121.7,0
6697477,6737553,23800965.95,0
6696702,,10790711.65,0
6697608,6737565,12727695.43,0
6697606,6737607,14357171.46,0
6696700,6737564,5921946.13,0
6697476,6737566,2376086.49,0
6696703,6737569,248480.96,0
6697480,6737574,151696.94,0
6697484,6737554,194016.43,0
6697479,6737555,90702.42,0
6697481,6737556,542436.43,0
6696701,6737568,549103.8,0
6696704,6737557,179844.43,0
6697482,6737559,70503.84,0
7173206,,16983.45,0
6697483,6737560,281520.68,0
6697607,6737561,890139.1,0
6696699,6737562,318053.12,0
6697469,6737591,10790711.65,0
6697470,6737590,3609821.75,0
6697471,6737586,2180391.22,0
6696696,6737575,2768556.91,0
6696689,6737577,1711125.25,0
6697468,6737585,835912.34,0
6696692,6737606,625625.71,0
6696695,,1023659.96,0
6697474,6737578,500425.28,0
6696697,6737579,136245.78,0
6696691,6737580,201508.56,0
6697475,6737581,123143.68,0
6697472,6737582,422265,0
6696693,6737589,89922.21,0
6697463,6737592,262446.28,0
6697460,6737593,168493.36,0
6697462,6737595,224782.6,0
6697459,6737596,224782.6,0
6696684,6737597,81477.99,0
6697466,6737598,241761.1,0
6696682,6737600,768164.34,0
6696683,6737601,234172.98,0
6696686,6737602,1401129.11,0
6696687,6737603,174832.2,0
6696688,6737604,123549.45,0
6697464,6737605,128900.79,0
6803592,6836919,222534.77,0
6696679,6737611,1139588.15,0
6697457,,123551.01,0
6696676,6737612,52235.37,0
6697456,6737614,166435.68,0
6697453,6737620,110737.06,0
6697454,,13296395,0
6696674,6737628,53953558.25,0
6697447,6737610,3690369.75,0
6697449,6737621,184004.95,0
6697451,6737622,33623.8,0
6696671,6737623,275218.3,0
6697450,6737624,224782.6,0
6697448,6737625,326175.42,0
6696673,6737626,111336.42,0
6696672,6737629,312022.2,0
6696675,6737632,179844.43,0
6696661,6737642,10790711.65,0
6697444,6737647,3226979.01,0
6697436,6737641,1147788.32,0
6696665,6737648,1338058.86,0
6697438,6737644,626610.04,0
6696659,6737645,89913.04,0
6696667,,179844.43,0
6696666,6737649,172250.1,0
6697442,6737650,57241.8,0
6697443,6737651,238706.18,0
6697441,6737652,228795.7,0
6696658,6737643,224805.54,0
6696660,6737637,404608.68,0
6697437,6737639,361282.88,0
6697439,6737640,697450.58,0
6696663,6737653,37680704.04,0
6697429,6737662,75534981.55,0
6697422,6737660,41248091.58,0
6696651,,10790711.65,0
6696649,6737674,4279468.18,0
6696655,6737658,224782.6,0
6697430,6737659,107229.8,0
