invid,pyid,debit,credit
6668115,6724770,203806.35,0
6668111,6724771,300139.94,0
6668210,6724772,89443.53,0
6668110,6724774,234904.49,0
6668107,6724806,320313.98,0
6668209,6724807,285948.1,0
6668218,6724776,70503.84,0
6668109,6724777,478553.6,0
6668117,6724781,83200.59,0
6668113,6724783,331505.1,0
6668196,6724792,1056035.25,0
6668205,6724785,2673441.59,0
6668201,6724784,307278.02,0
6668105,6724787,449565.2,0
6668104,6724788,105226.98,0
6668101,6724789,346489.78,0
6668203,6724790,447317.37,0
6668097,6724808,290348.52,0
6668197,6724801,457801.77,0
6668099,6724802,512793.39,0
6668198,6724804,1644527.54,0
