invid,pyid,debit,credit
6804110,6836924,3083696.15,0
6804113,6836925,3275525.06,0
6666492,6725002,2745701.4,0
6666486,6725001,1334933.4,0
6804318,6836927,1070648.69,0
6666491,6724992,107360.96,0
6666488,6724994,179826.08,0
6666489,6724996,98112.91,0
6668516,6724997,934026.24,0
6668515,6725000,36205.29,0
6668518,6724975,17360480.98,0
6804315,6836926,674416.61,0
6668520,6724995,1176474.22,0
6668519,6724991,140112.53,0
6668507,6725028,3872469.68,0
6666477,6725013,35608,0
6666480,6725014,89020,0
6668509,6725020,70503.84,0
6666483,6725021,404608.68,0
6668499,6725022,224782.6,0
6668511,6725023,267065.68,0
6666481,6725024,912079.2,0
6666478,6725026,201768.29,0
6668506,6725027,259678.44,0
6656058,6736832,282000,0
6656095,6736921,460000,0
6668789,6725004,24365581.48,0
6668989,6725030,617159.32,0
6668792,6725031,344265.18,0
6668788,6725032,792977.65,0
6668988,6725033,2087140.81,0
6668985,6725054,5651313.56,0
6666468,6725044,833411.5,0
6668786,6725045,169782.72,0
6668986,6725046,789905.79,0
6668787,6725048,193041.48,0
6668993,6725049,932102.5,0
6668794,6725005,9513816.26,0
6656112,6737056,260000,0
6668495,6725006,31403945.09,0
6668983,6725064,28684421.36,0
6668779,6725068,10992060.49,0
