invid,pyid,debit,credit
232460,,47815940.53,0
232461,,46226275.86,0
232462,,14159679.37,0
232463,,12067979.64,0
6675501,6700757,10749441.84,0
232464,,11977680.52,0
6675504,6700756,9696545.63,0
232465,,8113945.24,0
232466,,1889265.61,0
232467,,2140672.63,0
123969,,2552245.03,0
232468,,6687213.83,0
232469,,880084.49,0
232470,,343098,0
232471,,453651.8,0
232472,,317556.26,0
232473,,105064.76,0
123871,,124559,0
232474,,15650323.72,0
123970,,853319.04,0
232475,,503178.9,0
232476,,85678.36,0
232477,,88042.38,0
232478,,544382.16,0
232479,,713651.68,0
232480,,224557.64,0
232481,,490926.1,0
232482,,635112.52,0
232483,,935655.82,0
123971,,22441203.61,0
232484,,12134868.22,0
232485,,4700487.91,0
232486,,17293965.93,0
232487,,3636194.24,0
232488,,5813984.82,0
232489,,5695488.08,0
232490,,8028163.39,0
232491,,5382330.01,0
232492,,11127300,0
