invid,pyid,debit,credit
6675562,6700643,4715250.72,0
6675545,6700673,351485.82,0
6675427,6700691,136109.43,0
6675574,6700635,35216.95,0
6669938,6700518,133128.94,0
6669993,6700405,136109.43,0
6669936,6700537,914257.3,0
6675485,6700596,1074944.18,0
6670077,6700758,19433764.11,0
6675514,6700734,2200211.23,0
6669925,6700539,890015.09,0
6675593,6700571,385654.5,0
6675464,6700646,170030,0
6670061,6700516,9799920.43,0
6675557,6700668,125689,0
6670056,6700520,8275488.36,0
6669921,6700556,8275488.36,0
6675433,6700693,413815.78,0
6669953,6700483,71037.65,0
6675549,6700674,196274.83,0
6669948,6700468,135049.37,0
6675532,6700712,792076.04,0
6669949,6700474,2550738.11,0
6675414,6700742,660063.37,0
6675480,6700591,290170.26,0
6670075,6700485,8755942.65,0
6670094,6700437,2194764.13,0
6669945,6700466,7661449.82,0
6675479,6700590,715855.64,0
6675529,6700701,1980190.11,0
6675586,6700595,826988.16,0
6675572,6700627,1403150.37,0
6669957,6700448,5307986.9,0
6669967,6700459,2200211.23,0
6675583,6700601,1970087.1,0
6675462,6700660,5251597.3,0
6675543,6700681,2188985.66,0
6675477,6700621,988053.62,0
6675447,6700680,673672.92,0
6669942,6700506,628761.39,0
6670068,6700536,4554128.78,0
6675413,6700746,2084149.28,0
6675444,6700679,5024667.22,0
6675422,6700731,763495.98,0
6669954,6700482,5995791.14,0
6669971,6700450,1212611.26,0
