invid,pyid,debit,credit
6667027,,469360.44,0
6669219,6716429,418330.84,0
6667030,6716494,173755.07,0
6669215,6716430,165312.38,0
6669208,6716411,8421139.68,0
6669603,6716433,2093764.94,0
6667015,6716432,1760168.98,0
6669803,6716407,1452657.39,0
6669207,6716434,2620502.86,0
6669205,,4355520.19,0
6667024,6716439,449115.28,0
6669204,6716440,165045.9,0
6669604,6716412,2240918.01,0
6667019,6716442,283950.65,0
6669798,6716443,798640.5,0
6667014,,181479.24,0
6669597,6716445,6375160.88,0
6669601,6716446,4376888.03,0
6669801,6716451,5974863.22,0
6667016,6716450,224999.6,0
6669602,6716497,1739298.88,0
6669797,6716454,314070.1,0
6669598,6716458,359292.23,0
6667017,6716459,71200.34,0
6667022,6716460,599532.18,0
6669199,6716462,538827.24,0
6669209,6716463,6950461.45,0
6669792,6716466,14373216.63,0
6669591,6716465,532379.79,0
6669790,6716464,181460.72,0
6669782,6716467,1032965.15,0
6669596,6716471,1826350.08,0
6669791,6716472,1142820.89,0
6669583,6716482,1488311.86,0
6669594,6716413,2200211.23,0
6669786,6716473,395831.12,0
6669788,6716478,213154.92,0
6669588,6716480,178305.93,0
6669784,6716481,141119.25,0
6669584,6716483,334239.14,0
6669794,6716496,69747.84,0
6669783,6716486,45369.81,0
6669586,6716468,676111.8,0
6669592,6716469,931268.78,0
6669590,6716470,241287.76,0
6669793,6716499,9598331.78,0
6669577,6716508,1901389.2,0
6669575,6716503,11382725.44,0
6669774,,90925.84,0
6669770,6716507,978575.74,0
6669574,6716509,548553.99,0
6669778,6716510,267396.82,0
6669576,6716511,67151.7,0
6669573,6716515,42849.68,0
6669571,6716516,66341.15,0
6669772,6716517,6463907.73,0
6669579,6716556,4457609.61,0
6669781,6716518,307435.81,0
6669572,6716519,3096440.71,0
6669766,6716529,7622160.33,0
6669769,6716525,226825.9,0
6669566,6716526,354327.71,0
6669567,6716532,682096.66,0
6669768,6716531,394604.92,0
6669765,6716530,127264.72,0
6669565,6716534,104583.68,0
6669568,6716535,478665.16,0
6669558,6716545,44644081.95,0
6669756,6716541,22866481,0
6669559,6716542,22213152.97,0
6669758,6716544,11542128.5,0
6669763,6716546,3484416.15,0
6669555,6716543,1100105.61,0
6669759,6716540,7291168.54,0
6669557,6716537,133538.3,0
6669563,6716547,295694.76,0
6669760,6716549,184499.37,0
6669562,6716557,525891.97,0
6669554,6716524,45066358.84,0
6669751,6716523,11667679.92,0
6669754,6716558,5342468.01,0
6669750,6716567,1760168.98,0
6669548,6716566,793328.62,0
6669551,6716559,875594.27,0
6669749,6716562,97505.1,0
6669747,6716564,137138.74,0
6669545,6716588,9147851.99,0
6669739,6716592,1793105.52,0
6669745,6716586,1747351.32,0
6669737,6716587,1268609.26,0
6669542,6716576,1083320.5,0
6669735,6716573,1076616.24,0
6669736,6716571,308213.92,0
6669547,6716574,119286.01,0
6669738,6716575,340777.83,0
6669741,6716577,341505.37,0
6669746,6716579,589323.74,0
6669541,6716580,78493.27,0
6669540,6716552,1471870.73,0
6669744,6716591,455247.5,0
6669742,6716593,1291728.68,0
6669727,6716622,2609878.55,0
6669528,6716601,1178018.31,0
6669526,6716598,893662.98,0
6669532,6716599,631936.96,0
6669729,6716600,746441,0
6669529,6716602,144448.12,0
6669730,6716603,122245.2,0
6669527,6716605,226849.05,0
