invid,pyid,debit,credit
6668780,,4727220.12,0
6668976,,616645.26,0
6668980,6725070,448955.39,0
6668978,6725072,1112673.87,0
6668984,6725073,160319.86,0
6668982,6725076,2091826.88,0
6668977,6725078,240088.24,0
6668782,6725071,168876.13,0
6668777,6725065,21581423.3,0
6668784,6725077,353428.18,0
6656169,6735946,133600,0
6668771,6725055,43088887.16,0
6668969,6725186,10790711.65,0
6668972,6725081,150730956.8,0
6668770,6725058,32372134.95,0
6668975,6725187,2309819.21,0
6668971,6725080,79321.77,0
6668776,6725185,402585.64,0
6668774,6725188,296052.01,0
6668967,6725191,497097.9,0
6668769,6725192,723492.69,0
6668970,6725195,237452.04,0
6668968,6725193,155775.13,0
6668768,6725190,210517.64,0
6668973,6725079,288987.3,0
6668974,6725059,10790711.65,0
6668772,6725194,10792403.39,0
6656190,6736005,240000,0
6656194,6736016,249000,0
6668766,6725197,191180.36,0
6668963,6725198,545389.6,0
6668763,6725199,42245.84,0
6668762,6725200,605120.6,0
6668960,6725202,340129.58,0
6668765,6725204,167707.85,0
6668965,6725205,302591.17,0
6656244,6736208,2379500,0
6656265,6736280,503000,0
6668956,,22544570.88,0
6668953,6725206,1034805.84,0
6668760,6716156,2681956.75,0
6668955,,296052.01,0
6668759,6716498,10231037.83,0
6668957,6725211,1849256.5,0
6668743,6716158,135564.55,0
6668948,6716157,115202.91,0
6668748,6716161,890139.1,0
6668947,6716162,173406.42,0
6668946,6716168,739899.05,0
6668751,6716169,657907.81,0
6668746,6716171,586951.51,0
6668945,6716252,930379.66,0
6668750,6716172,318569.58,0
6668951,6716251,1009040.99,0
6668944,6716173,134869.56,0
6668939,6716175,688188,0
6668739,6716177,178926.95,0
6668738,6716179,1800992.5,0
6668745,6716180,84579.88,0
6668949,6716174,134869.56,0
6668749,6725214,404608.68,0
6668950,6716176,356055.64,0
6668744,6716178,1042623.72,0
6668952,6725213,7760096.27,0
6668752,6725219,28104432.72,0
6656272,6736329,98100,0
6656289,6736426,2383000,0
6656292,6736457,2287500,0
6656300,6736477,3339000,0
6656313,6736513,1467400,0
6668928,6716197,223658.69,0
6668922,6716213,31631740.74,0
6668935,6716198,180969.45,0
6668728,6716214,17137207.52,0
6668736,6716186,33704511.45,0
6668735,6716200,222730.67,0
6668731,6716202,591189.9,0
