invid,pyid,debit,credit
6667978,6741076,224805.54,0
6667973,6741077,5577610.98,0
6667877,6741075,702064.16,0
6667272,6741098,3501936.57,0
6667874,6741072,89922.21,0
6667979,6741071,412438.81,0
6667868,6741080,90380.07,0
6667869,6741081,60947.37,0
6667965,6741086,1338702.33,0
6667967,6741084,359652.16,0
6667970,6741085,449611.07,0
6667872,6741097,247902.61,0
6667969,6741096,2611709.2,0
6667971,6741082,180752.73,0
6667867,6741088,5717141.3,0
6667964,6741090,997416.05,0
6667865,6741083,1308234.73,0
6667966,6741091,2449755.14,0
6667864,6741102,422265,0
6667960,6741103,314703.48,0
6667858,6741107,703641.43,0
6667859,,349924.68,0
6667860,6741105,224782.6,0
6667949,6741117,50950.35,0
6667852,6741118,46226.07,0
6667951,6741115,2577932.14,0
6667856,6741126,343386.86,0
6667952,6741122,81477.99,0
6667850,6741125,1335208.64,0
6667957,6741112,584642.52,0
6667854,6741114,549467.38,0
6667954,6741116,21365609.07,0
6667857,6741113,224782.6,0
6667853,6741110,445069.55,0
6667842,,226508.31,0
6667938,6741154,701794.66,0
6667848,6741130,179826.08,0
6667838,6741153,674347.8,0
6667937,6741135,2180391.22,0
6667844,6741145,171527.4,0
6667841,6741144,51386.94,0
6667941,6741146,76309.61,0
6667946,6741150,890139.1,0
6667935,6741133,210037.39,0
6667940,6741132,188212.86,0
6667945,6741143,2643168.13,0
6667846,6741134,979153.01,0
6667936,6741149,633946.14,0
6667839,6741151,272680.53,0
6667840,6741141,104687.52,0
6667947,6741140,181661.04,0
6667847,6741148,312032,0
6667942,6741137,3146963.2,0
6667939,6741131,449565.2,0
6667828,,1793229.39,0
6667933,6741174,213411.87,0
6667829,6741169,88214.18,0
6667934,6741160,134883.32,0
6667928,6741170,87348.32,0
6667832,6741164,1973575.02,0
6667931,6741171,823092.45,0
6667830,6741172,449565.2,0
6667826,6741165,6474426.99,0
6667927,6741173,690137.22,0
6667818,6741177,550492.77,0
6667921,,271129.1,0
6667821,6741179,856480.92,0
6667917,6741180,249643.23,0
6667817,6741178,893242.77,0
6667925,6741183,173020.97,0
6667923,6741185,264117.55,0
6667825,6741187,87248.5,0
6667919,6741188,801125.19,0
6667922,6741195,3723874.74,0
6667916,6741191,3924704.2,0
6667819,6741192,890139.1,0
6667918,6741193,84006.38,0
6667812,6741196,52877.88,0
6667910,6741197,37071.54,0
6667810,6741198,1512924.52,0
6667911,,614902,0
6667815,6741199,167707.85,0
6667811,6741200,122147.9,0
6667813,6741202,223253.7,0
6667814,6741203,179826.08,0
6667914,6741176,1023659.96,0
6667909,6741205,449565.2,0
6667809,6741207,5014899.81,0
6667806,6741209,98016.93,0
6667907,6741210,724763.55,0
6667807,6741212,399860.58,0
6667905,6741214,224805.54,0
6667802,6737317,556714.44,0
6667793,6737319,83304.58,0
6667790,6737321,3299563.97,0
6667800,6737322,224782.6,0
6667798,6737311,3270586.83,0
6667904,6737324,34895.84,0
6667899,6737326,646203.18,0
6667799,6737327,365563.52,0
6667803,,648056.34,0
6667804,6737328,224782.6,0
6667797,6737330,368682.26,0
6667896,6737341,8026287.07,0
6667891,6737334,480744.93,0
6667794,6737335,239635.52,0
6667897,6737338,1308234.73,0
6667898,6737339,59647.7,0
