invid,pyid,debit,credit
6696650,6737664,686094.39,0
6697427,6737682,134883.32,0
6696644,6737665,190940.14,0
6696647,6737666,219591.41,0
6697435,6737667,105755.76,0
6696646,6737669,333842.64,0
6697432,6737672,1757473.64,0
6696654,6737681,90830.52,0
6697431,6737675,86638.86,0
6697434,6737676,177966.36,0
6696648,6737679,1131284.25,0
6697433,6737680,1175956.22,0
6697412,6724569,2803938.15,0
6696642,6724565,1557743.42,0
6697420,6724564,586727.42,0
6697409,6724561,489576.5,0
6696643,6724562,450493.94,0
6696636,6724563,59698.98,0
6697419,6724567,225940.92,0
6697418,6724570,224805.54,0
6696640,6724572,52877.88,0
6697411,6724573,183055.24,0
6697417,6724574,78571.35,0
6697415,,367076.85,0
6696639,6724575,185756.39,0
6697416,6724577,734179.45,0
6696638,6724579,685755.79,0
6697410,6732873,629455.5,0
6696632,6724582,140279251.5,0
6697812,6724559,10790711.65,0
6803808,6836923,10484135.38,0
6803806,6836922,7907935.19,0
6697101,6724583,180989.34,0
6696631,6724584,876600.93,0
6697408,6724585,492049.11,0
6697406,6724586,359652.16,0
6697407,6724587,224805.54,0
6696628,6724588,293332.17,0
6696629,6724600,371947.95,0
6697099,6724589,404649.97,0
6697100,6724590,80667.18,0
6697813,6724592,258138.74,0
6803602,6836921,890139.1,0
6697806,6724596,21581423.3,0
6697095,,3237213.49,0
6697809,6724593,568376.48,0
6697808,6724594,359652.16,0
6697807,6724595,2202640.11,0
6697094,6724597,269739.12,0
6697810,6724598,347911.78,0
6697097,6724599,242230.52,0
