cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6593975,SNI20220317-418,17/3/2022,Print,SNI20220317-418,SNI-691,SNI-691,,,IDR,"Rp283.626,77",283626.77,,25785,,,283626.77
6593976,SNI20220317-419,17/3/2022,Print,SNI20220317-419,SNI-618,SNI-618,,,IDR,"Rp35.252,29",35252.29,,3205,,,35252.29
6593977,SNI20220317-420,17/3/2022,Print,SNI20220317-420,51672,SNI-089,,,IDR,"Rp719.374,47",719374.47,,65390,,,719374.47
6593985,SNI20220317-421,17/3/2022,Print,SNI20220317-421,41194,SNI-588,,,IDR,"Rp407.058,42",407058.42,,37005,,,407058.42
6593986,SNI20220317-422,17/3/2022,Print,SNI20220317-422,SNI-088,SNI-088,,,IDR,"Rp2.991.502,34",2991502.34,,271958,,,2991502.34
6593987,SNI20220317-423,17/3/2022,Print,SNI20220317-423,SNI-087,SNI-087,,,IDR,"Rp107.371,10",107371.1,,9760,,,107371.1
6593988,SNI20220317-424,17/3/2022,Print,SNI20220317-424,109863,SNI-425,,,IDR,"Rp2.902.204,53",2902204.53,,263838,,,2902204.53
6593989,SNI20220317-425,17/3/2022,Print,SNI20220317-425,SNI-173,SNI-173,,,IDR,"Rp3.908.911,64",3908911.64,,355354,,,3908911.64
6593990,SNI20220317-426,17/3/2022,Print,SNI20220317-426,SNI-757,SNI-757,,,IDR,"Rp10.790.709,72",10790709.72,,980971,,,10790709.72
6593991,SNI20220317-427,17/3/2022,Print,SNI20220317-427,SNI-117,SNI-117,,,IDR,"Rp4.086.291,63",4086291.63,,371482,,,4086291.63
6593992,SNI20220317-428,17/3/2022,Print,SNI20220317-428,21400,SNI-628,,,IDR,"Rp4.360.778,12",4360778.12,,396432,,,4360778.12
6593993,SNI20220317-429,17/3/2022,Print,SNI20220317-429,SNI-591,SNI-591,,,IDR,"Rp449.180,84",449180.84,,40831,,,449180.84
6593994,SNI20220318-461,18/3/2022,Print,SNI20220318-461,139896,SNI-261,,,IDR,"Rp214.745,24",214745.24,,19525,,,214745.24
6593995,SNI20220318-462,18/3/2022,Print,SNI20220318-462,17030,SNI-277,,,IDR,"Rp1.362.045,98",1362045.98,,123825,,,1362045.98
6593996,SNI20220318-463,18/3/2022,Print,SNI20220318-463,SNI-550,SNI-550,,,IDR,"Rp87.690,14",87690.14,,7973,,,87690.14
6593997,SNI20220318-464,18/3/2022,Print,SNI20220318-464,BLT-271,SNI-670,,,IDR,"Rp344.247,24",344247.24,,31296,,,344247.24
6593998,SNI20220318-465,18/3/2022,Print,SNI20220318-465,JBG-189,SNI-861,,,IDR,"Rp578.576,69",578576.69,,52598,,,578576.69
6593999,SNI20220318-466,18/3/2022,Print,SNI20220318-466,140681,SNI-153,,,IDR,"Rp2.710.510,03",2710510.03,,246410,,,2710510.03
6594000,SNI20220318-467,18/3/2022,Print,SNI20220318-467,SNI-199,SNI-199,,,IDR,"Rp284.815,78",284815.78,,25891,,,284815.78
6594001,SNI20220318-468,18/3/2022,Print,SNI20220318-468,SNI-285,SNI-285,,,IDR,"Rp445.069,33",445069.33,,40461,,,445069.33
6594002,SNI20220318-469,18/3/2022,Print,SNI20220318-469,131746,SNI-228,,,IDR,"Rp314.698,44",314698.44,,28609,,,314698.44
6594003,SNI20220318-470,18/3/2022,Print,SNI20220318-470,11146,SNI-058,,,IDR,"Rp16.186.065,08",16186065.08,,1471457,,,16186065.08
