cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6594208,SNI20220330-1008,30/3/2022,Print,SNI20220330-1008,SNI-117,SNI-117,,,IDR,"Rp5.200.817,97",5200817.97,,472803,,,5200817.97
6594209,SNI20220330-1009,30/3/2022,Print,SNI20220330-1009,SNI-068,SNI-068,,,IDR,"Rp9.711.639,91",9711639.91,,882876,,,9711639.91
6594210,SNI20220330-1010,30/3/2022,Print,SNI20220330-1010,SNI-068,SNI-068,,,IDR,"Rp7.553.496,10",7553496.1,,686679,,,7553496.1
6594211,SNI20220330-1011,30/3/2022,Print,SNI20220330-1011,110921,SNI-934,,,IDR,"Rp8.234.058,78",8234058.78,,748551,,,8234058.78
6594212,SNI20220330-1012,30/3/2022,Print,SNI20220330-1012,SNI-362,SNI-362,,,IDR,"Rp2.376.082,90",2376082.9,,216006,,,2376082.9
6594213,SNI20220330-1013,30/3/2022,Print,SNI20220330-1013,SNI-348,SNI-348,,,IDR,"Rp6.207.623,89",6207623.89,,564329,,,6207623.89
6594214,SNI20220330-1014,30/3/2022,Print,SNI20220330-1014,6197,SNI-307,,,IDR,"Rp480.137,52",480137.52,,43649,,,480137.52
6594215,SNI20220330-1015,30/3/2022,Print,SNI20220330-1015,15478,SNI-607,,,IDR,"Rp648.675,20",648675.2,,58970,,,648675.2
6594216,SNI20220330-1017,30/3/2022,Print,SNI20220330-1017,8929,SNI-346,,,IDR,"Rp224.804,45",224804.45,,20434,,,224804.45
6594217,SNI20220330-1018,30/3/2022,Print,SNI20220330-1018,SNI-354,SNI-354,,,IDR,"Rp6.906.055,40",6906055.4,,627823,,,6906055.4
6594218,SNI20220330-1019,30/3/2022,Print,SNI20220330-1019,JBR-707,SNI-894,,,IDR,"Rp224.805,49",224805.49,,20437,,,224805.49
6594219,SNI20220330-1020,30/3/2022,Print,SNI20220330-1020,10920,SNI-619,,,IDR,"Rp431.512,08",431512.08,,39230,,,431512.08
6594220,SNI20220330-1021,30/3/2022,Print,SNI20220330-1021,SNI-344,SNI-344,,,IDR,"Rp322.113,28",322113.28,,29279,,,322113.28
6594176,SNI20220330-980,30/3/2022,Print,SNI20220330-980,SNI-453,SNI-453,,,IDR,"Rp2.616.468,38",2616468.38,,237859,,,2616468.38
6594177,SNI20220330-981,30/3/2022,Print,SNI20220330-981,109212,SNI-312,,,IDR,"Rp1.459.426,42",1459426.42,,132674,,,1459426.42
6594178,SNI20220330-982,30/3/2022,Print,SNI20220330-982,JBG-372,SNI-473,,,IDR,"Rp1.057.603,50",1057603.5,,96151,,,1057603.5
6594179,SNI20220330-984,30/3/2022,Print,SNI20220330-984,JBR-256,SNI-138,,,IDR,"Rp2.398.428,27",2398428.27,,218038,,,2398428.27
6594180,SNI20220330-985,30/3/2022,Print,SNI20220330-985,KDR-500,SNI-075,,,IDR,"Rp2.400.330,46",2400330.46,,218211,,,2400330.46
6594181,SNI20220330-986,30/3/2022,Print,SNI20220330-986,SNI-199,SNI-199,,,IDR,"Rp516.929,41",516929.41,,46994,,,516929.41
6594182,SNI20220330-987,30/3/2022,Print,SNI20220330-987,SNI-107,SNI-107,,,IDR,"Rp4.677.198,09",4677198.09,,425200,,,4677198.09
6594183,SNI20220330-988,30/3/2022,Print,SNI20220330-988,165973,SNI-864,,,IDR,"Rp40.151.196,48",40151196.48,,3650111,,,40151196.48
6594184,SNI20220330-989,30/3/2022,Print,SNI20220330-989,SNI-326,SNI-326,,,IDR,"Rp129.958,63",129958.63,,11815,,,129958.63
