cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6594255,SNI20220308-109,8/3/2022,Print,SNI20220308-109,SNI-008,SNI-008,,,IDR,"Rp65.031,00",65031,,5912,,,65031
6593776,SNI20220308-110,8/3/2022,Print,SNI20220308-110,SNI-006,SNI-006,,,IDR,"Rp161.226,50",161226.5,,14657,,,161226.5
6594256,SNI20220308-111,8/3/2022,Print,SNI20220308-111,SNI-522,SNI-522,,,IDR,"Rp140.079,00",140079,,12734,,,140079
6593781,SNI20220308-112,8/3/2022,Print,SNI20220308-112,5440,SNI-324,,,IDR,"Rp3.975.845,44",3975845.44,,361438,,,3975845.44
6593777,SNI20220308-113,8/3/2022,Print,SNI20220308-113,50242,SNI-726,,,IDR,"Rp10.901.951,05",10901951.05,,991081,,,10901951.05
6593778,SNI20220308-114,8/3/2022,Print,SNI20220308-114,SNI-374,SNI-432,,,IDR,"Rp33.031,18",33031.18,,3003,,,33031.18
6593780,SNI20220308-115,8/3/2022,Print,SNI20220308-115,SNI-897,SNI-897,,,IDR,"Rp11.634.998,07",11634998.07,,1057727,,,11634998.07
6593779,SNI20220308-116,8/3/2022,Print,SNI20220308-116,5881,SNI-424,,,IDR,"Rp75.223.497,56",75223497.56,,6838499,,,75223497.56
6594259,SNI20220308-160.,8/3/2022,Print,SNI20220308-160.,SNI-954,SNI-954,,,IDR,"Rp132.944,00",132944,,12086,,,132944
6594260,SNI20220308-161.,8/3/2022,Print,SNI20220308-161.,SNI-954,SNI-954,,,IDR,"Rp250.518,00",250518,,22774,,,250518
6594261,SNI20220308-162.,8/3/2022,Print,SNI20220308-162.,SNI-954,SNI-954,,,IDR,"Rp501.843,00",501843,,45621,,,501843
6593660,SNI20220308-95,8/3/2022,Print,SNI20220308-95,SNI-925,SNI-925,,,IDR,"Rp342.049,09",342049.09,,31099,,,342049.09
6593661,SNI20220308-96,8/3/2022,Print,SNI20220308-96,6197,SNI-307,,,IDR,"Rp137.986,21",137986.21,,12546,,,137986.21
6593662,SNI20220308-97,8/3/2022,Print,SNI20220308-97,35602,SNI-924,,,IDR,"Rp209.376,54",209376.54,,19038,,,209376.54
6593663,SNI20220308-98,8/3/2022,Print,SNI20220308-98,JBR-256,SNI-138,,,IDR,"Rp1.744.311,69",1744311.69,,158574,,,1744311.69
6593664,SNI20220308-99,8/3/2022,Print,SNI20220308-99,26176,SNI-458,,,IDR,"Rp134.870,76",134870.76,,12261,,,134870.76
6593782,SNI20220309-163,9/3/2022,Print,SNI20220309-163,171942,SNI-574,,,IDR,"Rp713.580,77",713580.77,,64874,,,713580.77
6594262,SNI20220309-164,9/3/2022,Print,SNI20220309-164,SNI-730,SNI-730,,,IDR,"Rp77.170,00",77170,,7015,,,77170
6593783,SNI20220309-165,9/3/2022,Print,SNI20220309-165,SNI-600,SNI-600,,,IDR,"Rp212.211,32",212211.32,,19292,,,212211.32
6593784,SNI20220309-166,9/3/2022,Print,SNI20220309-166,SNI-027,SNI-848,,,IDR,"Rp411.805,80",411805.8,,37437,,,411805.8
6593785,SNI20220309-167,9/3/2022,Print,SNI20220309-167,41194,SNI-588,,,IDR,"Rp411.805,80",411805.8,,37437,,,411805.8
6593786,SNI20220309-168,9/3/2022,Print,SNI20220309-168,7400,SNI-217,,,IDR,"Rp210.037,08",210037.08,,19094,,,210037.08
