cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6593605,SNI20220302-38,2/3/2022,Print,SNI20220302-38,SNI-122,SNI-122,,,IDR,"Rp2.398.430,27",2398430.27,,218040,,,2398430.27
6593606,SNI20220302-39,2/3/2022,Print,SNI20220302-39,SNI-869,SNI-869,,,IDR,"Rp435.052,69",435052.69,,39550,,,435052.69
6593607,SNI20220302-40,2/3/2022,Print,SNI20220302-40,SNI-005,SNI-005,,,IDR,"Rp355.650,27",355650.27,,32329,,,355650.27
6593608,SNI20220302-41,2/3/2022,Print,SNI20220302-41,SNI-498,SNI-498,,,IDR,"Rp1.112.675,76",1112675.76,,101153,,,1112675.76
6593609,SNI20220302-42,2/3/2022,Print,SNI20220302-42,JBR-606,SNI-092,,,IDR,"Rp90.093,50",90093.5,,8190,,,90093.5
6593610,SNI20220304-43,4/3/2022,Print,SNI20220304-43,139896,SNI-261,,,IDR,"Rp310.547,46",310547.46,,28232,,,310547.46
6593611,SNI20220304-44,4/3/2022,Print,SNI20220304-44,160472,SNI-124,,,IDR,"Rp93.952,25",93952.25,,8540,,,93952.25
6593612,SNI20220304-45,4/3/2022,Print,SNI20220304-45,131746,SNI-228,,,IDR,"Rp224.784,60",224784.6,,20435,,,224784.6
6593613,SNI20220304-46,4/3/2022,Print,SNI20220304-46,BLT-271,SNI-670,,,IDR,"Rp414.678,52",414678.52,,37698,,,414678.52
6593614,SNI20220304-47,4/3/2022,Print,SNI20220304-47,SNI-550,SNI-550,,,IDR,"Rp105.227,16",105227.16,,9566,,,105227.16
6593615,SNI20220304-48,4/3/2022,Print,SNI20220304-48,SNI-494,SNI-494,,,IDR,"Rp77.786,23",77786.23,,7073,,,77786.23
6593616,SNI20220304-49,4/3/2022,Print,SNI20220304-49,JBG-189,SNI-861,,,IDR,"Rp705.702,59",705702.59,,64157,,,705702.59
6593617,SNI20220304-50,4/3/2022,Print,SNI20220304-50,109863,SNI-425,,,IDR,"Rp2.085.998,31",2085998.31,,189636,,,2085998.31
6593618,SNI20220304-51,4/3/2022,Print,SNI20220304-51,37345,SNI-135,,,IDR,"Rp10.790.706,72",10790706.72,,980968,,,10790706.72
6593619,SNI20220304-52,4/3/2022,Print,SNI20220304-52,119566,SNI-360,,,IDR,"Rp12.800.937,03",12800937.03,,1163724,,,12800937.03
6593620,SNI20220304-53,4/3/2022,Print,SNI20220304-53,SNI-734,SNI-734,,,IDR,"Rp182.472,41",182472.41,,16589,,,182472.41
6593621,SNI20220304-54,4/3/2022,Print,SNI20220304-54,SNI-377,SNI-733,,,IDR,"Rp449.613,00",449613,,40877,,,449613
6593622,SNI20220304-55,4/3/2022,Print,SNI20220304-55,SNI-597,SNI-597,,,IDR,"Rp1.616.159,04",1616159.04,,146926,,,1616159.04
6593623,SNI20220304-56,4/3/2022,Print,SNI20220304-56,41194,SNI-588,,,IDR,"Rp314.728,69",314728.69,,28613,,,314728.69
6593624,SNI20220304-57,4/3/2022,Print,SNI20220304-57,138116,SNI-356,,,IDR,"Rp756.795,99",756795.99,,68800,,,756795.99
6593625,SNI20220304-58,4/3/2022,Print,SNI20220304-58,11470,SNI-922,,,IDR,"Rp78.571,51",78571.51,,7144,,,78571.51
6593626,SNI20220304-59,4/3/2022,Print,SNI20220304-59,SNI-199,SNI-199,,,IDR,"Rp212.952,29",212952.29,,19360,,,212952.29
