cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6593576,SNI20220301-9,1/3/2022,Print,SNI20220301-9,SNI-170,SNI-170,,,IDR,"Rp228.773,58",228773.58,,20797,,,228773.58
6593584,SNI20220302-17,2/3/2022,Print,SNI20220302-17,166726,SNI-371,,,IDR,"Rp22.660.493,43",22660493.43,,2060044,,,22660493.43
6593585,SNI20220302-18,2/3/2022,Print,SNI20220302-18,SNI-009,SNI-009,,,IDR,"Rp179.843,36",179843.36,,16347,,,179843.36
6593586,SNI20220302-19,2/3/2022,Print,SNI20220302-19,SNI-029,SNI-029,,,IDR,"Rp285.490,34",285490.34,,25953,,,285490.34
6593587,SNI20220302-20,2/3/2022,Print,SNI20220302-20,130473,SNI-264,,,IDR,"Rp539.390,63",539390.63,,49037,,,539390.63
6593588,SNI20220302-21,2/3/2022,Print,SNI20220302-21,JBG-824,SNI-340,,,IDR,"Rp1.743.709,41",1743709.41,,158520,,,1743709.41
6593589,SNI20220302-22,2/3/2022,Print,SNI20220302-22,SNI-022,SNI-022,,,IDR,"Rp87.578,78",87578.78,,7961,,,87578.78
6593590,SNI20220302-23,2/3/2022,Print,SNI20220302-23,SNI-331,SNI-331,,,IDR,"Rp595.045,20",595045.2,,54095,,,595045.2
6593591,SNI20220302-24,2/3/2022,Print,SNI20220302-24,SNI-339,SNI-339,,,IDR,"Rp230.581,91",230581.91,,20964,,,230581.91
6593592,SNI20220302-25,2/3/2022,Print,SNI20220302-25,SNI-333,SNI-333,,,IDR,"Rp666.967,86",666967.86,,60635,,,666967.86
6593593,SNI20220302-26,2/3/2022,Print,SNI20220302-26,SNI-691,SNI-691,,,IDR,"Rp224.805,47",224805.47,,20436,,,224805.47
6593594,SNI20220302-27,2/3/2022,Print,SNI20220302-27,SNI-414,SNI-414,,,IDR,"Rp51.387,13",51387.13,,4672,,,51387.13
6593595,SNI20220302-28,2/3/2022,Print,SNI20220302-28,SNI-327,SNI-327,,,IDR,"Rp1.442.208,23",1442208.23,,131111,,,1442208.23
6593596,SNI20220302-29,2/3/2022,Print,SNI20220302-29,114511,SNI-156,,,IDR,"Rp346.778,24",346778.24,,31524,,,346778.24
6593597,SNI20220302-30,2/3/2022,Print,SNI20220302-30,SNI-919,SNI-919,,,IDR,"Rp21.581.421,44",21581421.44,,1961944,,,21581421.44
6593598,SNI20220302-31,2/3/2022,Print,SNI20220302-31,SNI-062,SNI-062,,,IDR,"Rp784.337,94",784337.94,,71304,,,784337.94
6593599,SNI20220302-32,2/3/2022,Print,SNI20220302-32,7188,SNI-031,,,IDR,"Rp10.790.711,01",10790711.01,,980977,,,10790711.01
6593600,SNI20220302-33,2/3/2022,Print,SNI20220302-33,7188,SNI-031,,,IDR,"Rp899.882,03",899882.03,,81809,,,899882.03
6593601,SNI20220302-34,2/3/2022,Print,SNI20220302-34,SNI-757,SNI-757,,,IDR,"Rp10.790.711,72",10790711.72,,980973,,,10790711.72
6593602,SNI20220302-35,2/3/2022,Print,SNI20220302-35,SNI-173,SNI-173,,,IDR,"Rp1.962.347,90",1962347.9,,178393,,,1962347.9
6593603,SNI20220302-36,2/3/2022,Print,SNI20220302-36,52913,SNI-091,,,IDR,"Rp3.763.377,18",3763377.18,,342125,,,3763377.18
6593604,SNI20220302-37,2/3/2022,Print,SNI20220302-37,117295,SNI-500,,,IDR,"Rp444.978,92",444978.92,,40454,,,444978.92
