cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6693125,,11/2/2022,Print,SNI20220211-197,SNI-447,SNI20220211-197,,,IDR,"Rp728.756,56",728756.56,,66252,,,728756.56
6693126,,11/2/2022,Print,SNI20220211-198,SNI-900,SNI20220211-198,,,IDR,"Rp218.895,72",218895.72,,19898,,,218895.72
6693127,,11/2/2022,Print,SNI20220211-199,SNI-261,SNI20220211-199,,,IDR,"Rp179.843,94",179843.94,,16349,,,179843.94
6693128,,11/2/2022,Print,SNI20220211-200,SNI-277,SNI20220211-200,,,IDR,"Rp924.406,60",924406.6,,84037,,,924406.6
6693129,,11/2/2022,Print,SNI20220211-201,SNI-223,SNI20220211-201,,,IDR,"Rp227.073,00",227073,,20640,,,227073
6693130,,11/2/2022,Print,SNI20220211-202,SNI-891,SNI20220211-202,,,IDR,"Rp121.812,60",121812.6,,11073,,,121812.6
6693131,,11/2/2022,Print,SNI20220211-203,SNI-213,SNI20220211-203,,,IDR,"Rp632.804,46",632804.46,,57527,,,632804.46
6693132,,11/2/2022,Print,SNI20220211-204,SNI-444,SNI20220211-204,,,IDR,"Rp620.133,52",620133.52,,56376,,,620133.52
6693133,,11/2/2022,Print,SNI20220211-205,SNI-212,SNI20220211-205,,,IDR,"Rp98.364,50",98364.5,,8945,,,98364.5
6693134,,11/2/2022,Print,SNI20220211-206,SNI-861,SNI20220211-206,,,IDR,"Rp480.235,59",480235.59,,43658,,,480235.59
6693135,,11/2/2022,Print,SNI20220211-207,SNI-493,SNI20220211-207,,,IDR,"Rp314.695,97",314695.97,,28609,,,314695.97
6693136,,11/2/2022,Print,SNI20220211-208,SNI-276,SNI20220211-208,,,IDR,"Rp262.920,83",262920.83,,23906,,,262920.83
6693137,,11/2/2022,Print,SNI20220211-209,SNI-033,SNI20220211-209,,,IDR,"Rp311.788,14",311788.14,,28347,,,311788.14
6693138,,11/2/2022,Print,SNI20220211-210,SNI-651,SNI20220211-210,,,IDR,"Rp626.245,08",626245.08,,56932,,,626245.08
6693139,,11/2/2022,Print,SNI20220211-211,SNI-208,SNI20220211-211,,,IDR,"Rp224.782,83",224782.83,,20435,,,224782.83
6693143,,11/2/2022,Print,SNI20220211-212,SNI-165,SNI20220211-212,,,IDR,"Rp10.790.709,87",10790709.87,,980972,,,10790709.87
6693140,,11/2/2022,Print,SNI20220211-213,SNI-165,SNI20220211-213,,,IDR,"Rp2.016.367,38",2016367.38,,183306,,,2016367.38
6693141,,11/2/2022,Print,SNI20220211-214,SNI-173,SNI20220211-214,,,IDR,"Rp1.308.233,28",1308233.28,,118929,,,1308233.28
6693142,,11/2/2022,Print,SNI20220211-215,SNI-171,SNI20220211-215,,,IDR,"Rp1.644.696,60",1644696.6,,149521,,,1644696.6
6693144,,12/2/2022,Print,SNI20220212-216,SNI-467,SNI20220212-216,,,IDR,"Rp1.486.466,42",1486466.42,,135134,,,1486466.42
6693145,,12/2/2022,Print,SNI20220212-217,SNI-537,SNI20220212-217,,,IDR,"Rp263.856,46",263856.46,,23985,,,263856.46
6693146,,12/2/2022,Print,SNI20220212-218,SNI-536,SNI20220212-218,,,IDR,"Rp134.883,20",134883.2,,12262,,,134883.2
