cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6592795,SNI20220427-1042,27/4/2022,Print,SNI20220427-1042,93966,SNI-486,,,IDR,"Rp314.913,04",314913.04,,31205,,,314913.04
6592796,SNI20220427-1043,27/4/2022,Print,SNI20220427-1043,5481,SNI-293,,,IDR,"Rp362.921,40",362921.4,,35964,,,362921.4
6592642,SNI20220427-1044,27/4/2022,Print,SNI20220427-1044,112703,SNI-291,,,IDR,"Rp76.322,92",76322.92,,7564,,,76322.92
6592643,SNI20220427-1045,27/4/2022,Print,SNI20220427-1045,SNI-343,SNI-343,,,IDR,"Rp580.783,37",580783.37,,57556,,,580783.37
6592797,SNI20220427-1046,27/4/2022,Print,SNI20220427-1046,SNI-025,SNI-025,,,IDR,"Rp214.027,92",214027.92,,21209,,,214027.92
6592644,SNI20220427-1047,27/4/2022,Print,SNI20220427-1047,SNI-215,SNI-215,,,IDR,"Rp2.427.765,54",2427765.54,,240593,,,2427765.54
6592645,SNI20220427-1048,27/4/2022,Print,SNI20220427-1048,SNI-359,SNI-359,,,IDR,"Rp9.241.130,80",9241130.8,,915789,,,9241130.8
6592646,SNI20220427-1049,27/4/2022,Print,SNI20220427-1049,130473,SNI-264,,,IDR,"Rp609.032,58",609032.58,,60353,,,609032.58
6592798,SNI20220427-1050,27/4/2022,Print,SNI20220427-1050,SNI-026,SNI-026,,,IDR,"Rp453.650,24",453650.24,,44953,,,453650.24
6592647,SNI20220427-1051,27/4/2022,Print,SNI20220427-1051,SNI-009,SNI-009,,,IDR,"Rp136.109,29",136109.29,,13488,,,136109.29
6592648,SNI20220427-1052,27/4/2022,Print,SNI20220427-1052,SNI-344,SNI-344,,,IDR,"Rp45.370,09",45370.09,,4496,,,45370.09
6592649,SNI20220427-1053,27/4/2022,Print,SNI20220427-1053,SNI-344,SNI-344,,,IDR,"Rp408.326,81",408326.81,,40460,,,408326.81
6592650,SNI20220427-1054,27/4/2022,Print,SNI20220427-1054,124693,SNI-266,,,IDR,"Rp277.748,41",277748.41,,27523,,,277748.41
6592799,SNI20220427-1055,27/4/2022,Print,SNI20220427-1055,49137,SNI-835,,,IDR,"Rp176.927,08",176927.08,,17534,,,176927.08
6592651,SNI20220427-1056,27/4/2022,Print,SNI20220427-1056,SNI-345,SNI-345,,,IDR,"Rp1.434.432,29",1434432.29,,142143,,,1434432.29
6592654,SNI20220427-1057,27/4/2022,Print,SNI20220427-1057,164859,SNI-882,,,IDR,"Rp1.137.413,56",1137413.56,,112710,,,1137413.56
6592652,SNI20220427-1058,27/4/2022,Print,SNI20220427-1058,6799,SNI-806,,,IDR,"Rp11.661.427,46",11661427.46,,1155639,,,11661427.46
6592653,SNI20220427-1059,27/4/2022,Print,SNI20220427-1059,BLT-602,SNI-015,,,IDR,"Rp33.101.954,04",33101954.04,,3280376,,,33101954.04
6592635,SNI20220427-980,27/4/2022,Print,SNI20220427-980,165973,SNI-864,,,IDR,"Rp13.647.956,32",13647956.32,,1352500,,,13647956.32
6592801,SNI20220428-1116,28/4/2022,Print,SNI20220428-1116,SNI-171,SNI-171,,,IDR,"Rp1.694.608,52",1694608.52,,167931,,,1694608.52
6592812,SNI20220428-1117,28/4/2022,Print,SNI20220428-1117,SNI-568,SNI-568,,,IDR,"Rp2.951.200,00",2951200,,292460,,,2951200
6592813,SNI20220428-1118,28/4/2022,Print,SNI20220428-1118,SNI-570,SNI-570,,,IDR,"Rp4.421.700,00",4421700,,438183,,,4421700
