cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6557267,SNI20220131-1242,31/1/2022,Print,SNI20220131-1242,51672,SNI-614,,,IDR,"Rp413.641,87",413641.87,,37602,,,413641.87
6589472,SNI20220131-1243,31/1/2022,Print,SNI20220131-1243,SNI-067,SNI-067,,,IDR,"Rp2.136.015,27",2136015.27,,194184,,,2136015.27
6589358,SNI20220131-1244,31/1/2022,Print,SNI20220131-1244,8597,SNI-073,,,IDR,"Rp9.327.846,20",9327846.2,,847985,,,9327846.2
6557270,SNI20220131-1245,31/1/2022,Print,SNI20220131-1245,111256,SNI-381,,,IDR,"Rp173.989,44",173989.44,,15816,,,173989.44
6589473,SNI20220131-1246,31/1/2022,Print,SNI20220131-1246,JBR-329,SNI-263,,,IDR,"Rp90.614,74",90614.74,,8237,,,90614.74
6557272,SNI20220131-1247,31/1/2022,Print,SNI20220131-1247,SNI-029,SNI-029,,,IDR,"Rp480.745,27",480745.27,,43703,,,480745.27
6589474,SNI20220131-1248,31/1/2022,Print,SNI20220131-1248,130473,SNI-264,,,IDR,"Rp239.635,65",239635.65,,21785,,,239635.65
6557429,SNI20220131-1249,31/1/2022,Print,SNI20220131-1249,SNI-265,SNI-265,,,IDR,"Rp50.950,14",50950.14,,4632,,,50950.14
6557274,SNI20220131-1250,31/1/2022,Print,SNI20220131-1250,SNI-009,SNI-061,,,IDR,"Rp89.921,18",89921.18,,8173,,,89921.18
6589353,SNI20220131-1251,31/1/2022,Print,SNI20220131-1251,SNI-173,SNI-173,,,IDR,"Rp1.744.311,64",1744311.64,,158573,,,1744311.64
6557430,SNI20220131-1252,31/1/2022,Print,SNI20220131-1252,10920,SNI-885,,,IDR,"Rp59.648,38",59648.38,,5424,,,59648.38
6557464,SNI20220131-1253,31/1/2022,Print,SNI20220131-1253,SNI-569,SNI-569,,,IDR,"Rp10.975.963,00",10975963,,997814,,,10975963
6557465,SNI20220131-1254,31/1/2022,Print,SNI20220131-1254,SNI-570,SNI-570,,,IDR,"Rp18.884.685,00",18884685,,1716789,,,18884685
6557466,SNI20220131-1255,31/1/2022,Print,SNI20220131-1255,SNI-571,SNI-571,,,IDR,"Rp5.197.500,00",5197500,,472497,,,5197500
6557467,SNI20220131-1256,31/1/2022,Print,SNI20220131-1256,SNI-572,SNI-572,,,IDR,"Rp5.433.750,00",5433750,,493977,,,5433750
6557468,SNI20220131-1257,31/1/2022,Print,SNI20220131-1257,SNI-568,SNI-568,,,IDR,"Rp10.155.515,00",10155515,,923227,,,10155515
6692894,,2/2/2022,Print,SNI20220202-1,SNI-536,SNI20220202-1,,,IDR,"Rp269.768,40",269768.4,,24526,,,269768.4
6693002,,2/2/2022,Print,SNI20220202-10,SNI-215,SNI20220202-10,,,IDR,"Rp270.284,72",270284.72,,24572,,,270284.72
6693003,,2/2/2022,Print,SNI20220202-11,SNI-574,SNI20220202-11,,,IDR,"Rp631.752,31",631752.31,,57434,,,631752.31
6693004,,2/2/2022,Print,SNI20220202-12,SNI-627,SNI20220202-12,,,IDR,"Rp3.052.547,33",3052547.33,,277504,,,3052547.33
6693005,,2/2/2022,Print,SNI20220202-13,SNI-488,SNI20220202-13,,,IDR,"Rp7.985.126,01",7985126.01,,725920,,,7985126.01
6693006,,2/2/2022,Print,SNI20220202-14,SNI-199,SNI20220202-14,,,IDR,"Rp246.080,40",246080.4,,22371,,,246080.4
