cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6594024,SNI20220321-571,21/3/2022,Print,SNI20220321-571,SNI-923,SNI-923,,,IDR,"Rp24.164.289,57",24164289.57,,2196762,,,24164289.57
6594035,SNI20220321-572,21/3/2022,Print,SNI20220321-572,SNI-577,SNI-577,,,IDR,"Rp140.112,86",140112.86,,12739,,,140112.86
6594025,SNI20220321-573,21/3/2022,Print,SNI20220321-573,SNI-108,SNI-108,,,IDR,"Rp107.362,14",107362.14,,9761,,,107362.14
6594026,SNI20220321-574,21/3/2022,Print,SNI20220321-574,SNI-199,SNI-199,,,IDR,"Rp161.326,20",161326.2,,14666,,,161326.2
6594027,SNI20220321-575,21/3/2022,Print,SNI20220321-575,5676,SNI-567,,,IDR,"Rp179.827,68",179827.68,,16348,,,179827.68
6594036,SNI20220321-576,21/3/2022,Print,SNI20220321-576,360,SNI-508,,,IDR,"Rp1.176.479,22",1176479.22,,106955,,,1176479.22
6594028,SNI20220321-577,21/3/2022,Print,SNI20220321-577,178566,SNI-608,,,IDR,"Rp98.114,04",98114.04,,8922,,,98114.04
6594029,SNI20220321-578,21/3/2022,Print,SNI20220321-578,SNI-649,SNI-649,,,IDR,"Rp934.033,00",934033,,84912,,,934033
6594030,SNI20220321-579,21/3/2022,Print,SNI20220321-579,SNI-757,SNI-757,,,IDR,"Rp10.790.711,78",10790711.78,,980974,,,10790711.78
6594031,SNI20220321-580,21/3/2022,Print,SNI20220321-580,SNI-384,SNI-384,,,IDR,"Rp8.660.542,02",8660542.02,,787323,,,8660542.02
6594032,SNI20220321-584,21/3/2022,Print,SNI20220321-584,SNI-687,SNI-687,,,IDR,"Rp36.206,54",36206.54,,3293,,,36206.54
6594033,SNI20220321-586,21/3/2022,Print,SNI20220321-586,117295,SNI-500,,,IDR,"Rp1.334.935,76",1334935.76,,121361,,,1334935.76
6594034,SNI20220321-587,21/3/2022,Print,SNI20220321-587,SNI-148,SNI-148,,,IDR,"Rp2.745.702,49",2745702.49,,249611,,,2745702.49
6594037,SNI20220322-644,22/3/2022,Print,SNI20220322-644,175484,SNI-580,,,IDR,"Rp179.843,36",179843.36,,16347,,,179843.36
6594302,SNI20220322-645,22/3/2022,Print,SNI20220322-645,189644,SNI-012,,,IDR,"Rp53.412,00",53412,,4856,,,53412
6594303,SNI20220322-646,22/3/2022,Print,SNI20220322-646,17470,SNI-038,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6594304,SNI20220322-647,22/3/2022,Print,SNI20220322-647,SNI-048,SNI-048,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6594305,SNI20220322-648,22/3/2022,Print,SNI20220322-648,SNI-049,SNI-049,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6594306,SNI20220322-649,22/3/2022,Print,SNI20220322-649,119200,SNI-050,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6594307,SNI20220322-650,22/3/2022,Print,SNI20220322-650,119200,SNI-051,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6594308,SNI20220322-651,22/3/2022,Print,SNI20220322-651,SNI-052,SNI-052,,,IDR,"Rp53.412,00",53412,,4856,,,53412
6594309,SNI20220322-652,22/3/2022,Print,SNI20220322-652,50287,SNI-053,,,IDR,"Rp35.608,00",35608,,3237,,,35608
