cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6592533,SNI20220418-453,18/4/2022,Print,SNI20220418-453,SNI-172,SNI-172,,,IDR,"Rp394.604,91",394604.91,,39105,,,394604.91
6592751,SNI20220418-454,18/4/2022,Print,SNI20220418-454,SNI-935,SNI-935,,,IDR,"Rp727.465,12",727465.12,,72096,,,727465.12
6592752,SNI20220418-455,18/4/2022,Print,SNI20220418-455,SNI-953,SNI-953,,,IDR,"Rp90.729,84",90729.84,,8990,,,90729.84
6592534,SNI20220418-456,18/4/2022,Print,SNI20220418-456,SNI-189,SNI-189,,,IDR,"Rp105.650,43",105650.43,,10469,,,105650.43
6592535,SNI20220418-457,18/4/2022,Print,SNI20220418-457,SNI-548,SNI-548,,,IDR,"Rp478.665,30",478665.3,,47436,,,478665.3
6592753,SNI20220419-510,19/4/2022,Print,SNI20220419-510,131746,SNI-228,,,IDR,"Rp516.693,06",516693.06,,51196,,,516693.06
6592536,SNI20220419-511,19/4/2022,Print,SNI20220419-511,SNI-476,SNI-476,,,IDR,"Rp134.212,74",134212.74,,13300,,,134212.74
6592754,SNI20220419-512,19/4/2022,Print,SNI20220419-512,SNI-225,SNI-225,,,IDR,"Rp362.040,58",362040.58,,35876,,,362040.58
6592755,SNI20220419-513,19/4/2022,Print,SNI20220419-513,5746,SNI-229,,,IDR,"Rp850.966,32",850966.32,,84328,,,850966.32
6592537,SNI20220419-514,19/4/2022,Print,SNI20220419-514,SNI-142,SNI-142,,,IDR,"Rp7.366.335,03",7366335.03,,729996,,,7366335.03
6592538,SNI20220419-515,19/4/2022,Print,SNI20220419-515,28255,SNI-392,,,IDR,"Rp22.866.481,55",22866481.55,,2266050,,,22866481.55
6592539,SNI20220419-516,19/4/2022,Print,SNI20220419-516,6841,SNI-164,,,IDR,"Rp22.213.151,79",22213151.79,,2201304,,,22213151.79
6592540,SNI20220419-517,19/4/2022,Print,SNI20220419-517,SNI-549,SNI-549,,,IDR,"Rp1.111.446,44",1111446.44,,110143,,,1111446.44
6592541,SNI20220419-518,19/4/2022,Print,SNI20220419-518,SNI-078,SNI-078,,,IDR,"Rp11.542.131,07",11542131.07,,1143818,,,11542131.07
6592542,SNI20220419-519,19/4/2022,Print,SNI20220419-519,165973,SNI-864,,,IDR,"Rp13.445.052,21",13445052.21,,1332393,,,13445052.21
6592543,SNI20220419-520,19/4/2022,Print,SNI20220419-520,SNI-169,SNI-169,,,IDR,"Rp44.644.082,88",44644082.88,,4424188,,,44644082.88
6592544,SNI20220419-521,19/4/2022,Print,SNI20220419-521,166726,SNI-371,,,IDR,"Rp3.484.417,38",3484417.38,,345304,,,3484417.38
6592545,SNI20220419-522,19/4/2022,Print,SNI20220419-522,SNI-078,SNI-078,,,IDR,"Rp295.695,37",295695.37,,29304,,,295695.37
6592756,SNI20220419-523,19/4/2022,Print,SNI20220419-523,SNI-529,SNI-529,,,IDR,"Rp97.071,62",97071.62,,9617,,,97071.62
6592805,SNI20220419-524,19/4/2022,Print,SNI20220419-524,SNI-524,SNI-524,,,IDR,"Rp62.121,00",62121,,6155,,,62121
6592757,SNI20220419-525,19/4/2022,Print,SNI20220419-525,SNI-006,SNI-006,,,IDR,"Rp184.500,05",184500.05,,18284,,,184500.05
6592546,SNI20220419-526,19/4/2022,Print,SNI20220419-526,JBR-606,SNI-092,,,IDR,"Rp135.403,19",135403.19,,13417,,,135403.19
