cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6593942,SNI20220316-374,16/3/2022,Print,SNI20220316-374,SNI-067,SNI-067,,,IDR,"Rp646.322,32",646322.32,,58757,,,646322.32
6593943,SNI20220316-375,16/3/2022,Print,SNI20220316-375,JBG-824,SNI-340,,,IDR,"Rp726.492,16",726492.16,,66045,,,726492.16
6593944,SNI20220316-376,16/3/2022,Print,SNI20220316-376,114511,SNI-156,,,IDR,"Rp263.482,62",263482.62,,23952,,,263482.62
6593945,SNI20220316-377,16/3/2022,Print,SNI20220316-377,SNI-333,SNI-333,,,IDR,"Rp1.027.876,50",1027876.5,,93445,,,1027876.5
6593946,SNI20220316-378,16/3/2022,Print,SNI20220316-378,SNI-327,SNI-327,,,IDR,"Rp3.464.343,21",3464343.21,,314944,,,3464343.21
6593947,SNI20220316-379,16/3/2022,Print,SNI20220316-379,SNI-487,SNI-487,,,IDR,"Rp151.695,93",151695.93,,13789,,,151695.93
6593948,SNI20220316-380,16/3/2022,Print,SNI20220316-380,SNI-326,SNI-326,,,IDR,"Rp34.899,82",34899.82,,3173,,,34899.82
6593949,SNI20220316-381,16/3/2022,Print,SNI20220316-381,8929,SNI-346,,,IDR,"Rp127.434,78",127434.78,,11585,,,127434.78
6593950,SNI20220316-382,16/3/2022,Print,SNI20220316-382,138116,SNI-356,,,IDR,"Rp423.595,90",423595.9,,38508,,,423595.9
6593951,SNI20220316-383,16/3/2022,Print,SNI20220316-383,SNI-357,SNI-357,,,IDR,"Rp284.013,64",284013.64,,25821,,,284013.64
6593952,SNI20220316-384,16/3/2022,Print,SNI20220316-384,SNI-359,SNI-359,,,IDR,"Rp489.576,55",489576.55,,44507,,,489576.55
6594278,SNI20220317-385,17/3/2022,Print,SNI20220317-385,SNI-402,SNI-402,,,IDR,"Rp213.649,00",213649,,19423,,,213649
6594279,SNI20220317-386,17/3/2022,Print,SNI20220317-386,22559,SNI-417,,,IDR,"Rp106.824,00",106824,,9711,,,106824
6594280,SNI20220317-387,17/3/2022,Print,SNI20220317-387,15177,SNI-404,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6594281,SNI20220317-388,17/3/2022,Print,SNI20220317-388,13396,SNI-407,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6594282,SNI20220317-389,17/3/2022,Print,SNI20220317-389,2457,SNI-410,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6594283,SNI20220317-390,17/3/2022,Print,SNI20220317-390,SNI-062,SNI-062,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6594284,SNI20220317-391,17/3/2022,Print,SNI20220317-391,51672,SNI-614,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6594285,SNI20220317-392,17/3/2022,Print,SNI20220317-392,SNI-049,SNI-049,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6594286,SNI20220317-393,17/3/2022,Print,SNI20220317-393,SNI-327,SNI-327,,,IDR,"Rp106.824,00",106824,,9711,,,106824
6594287,SNI20220317-394,17/3/2022,Print,SNI20220317-394,SNI-339,SNI-339,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6594288,SNI20220317-395,17/3/2022,Print,SNI20220317-395,114511,SNI-156,,,IDR,"Rp35.608,00",35608,,3237,,,35608
