cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6557086,SNI20220113-317,13/1/2022,Print,SNI20220113-317,SNI-199,SNI-199,,,IDR,"Rp133.191,49",133191.49,,12107,,,133191.49
6589420,SNI20220113-318,13/1/2022,Print,SNI20220113-318,138116,SNI-356,,,IDR,"Rp715.244,13",715244.13,,65019,,,715244.13
6557088,SNI20220113-319,13/1/2022,Print,SNI20220113-319,SNI-358,SNI-358,,,IDR,"Rp314.725,63",314725.63,,28607,,,314725.63
6557089,SNI20220113-320,13/1/2022,Print,SNI20220113-320,SNI-745,SNI-745,,,IDR,"Rp224.804,45",224804.45,,20434,,,224804.45
6589421,SNI20220113-321,13/1/2022,Print,SNI20220113-321,SNI-377,SNI-733,,,IDR,"Rp445.070,30",445070.3,,40461,,,445070.3
6557091,SNI20220113-322,13/1/2022,Print,SNI20220113-322,SNI-591,SNI-591,,,IDR,"Rp397.584,82",397584.82,,36145,,,397584.82
6557334,SNI20220113-323,13/1/2022,Print,SNI20220113-323,SNI-600,SNI-600,,,IDR,"Rp205.032,25",205032.25,,18640,,,205032.25
6557092,SNI20220113-324,13/1/2022,Print,SNI20220113-324,41194,SNI-588,,,IDR,"Rp572.745,98",572745.98,,52068,,,572745.98
6557445,SNI20220113-371,13/1/2022,Print,SNI20220113-371,SNI-569,SNI-569,,,IDR,"Rp5.009.783,00",5009783,,455433,,,5009783
6557446,SNI20220113-372,13/1/2022,Print,SNI20220113-372,SNI-570,SNI-570,,,IDR,"Rp10.591.610,00",10591610,,962874,,,10591610
6557447,SNI20220113-373,13/1/2022,Print,SNI20220113-373,SNI-571,SNI-571,,,IDR,"Rp2.976.750,00",2976750,,270613,,,2976750
6557448,SNI20220113-374,13/1/2022,Print,SNI20220113-374,SNI-572,SNI-572,,,IDR,"Rp2.362.500,00",2362500,,214772,,,2362500
6557449,SNI20220113-375,13/1/2022,Print,SNI20220113-375,SNI-568,SNI-568,,,IDR,"Rp5.467.813,00",5467813,,497072,,,5467813
6557335,SNI20220114-376,14/1/2022,Print,SNI20220114-376,179149,SNI-033,,,IDR,"Rp140.045,01",140045.01,,12732,,,140045.01
6557450,SNI20220114-377,14/1/2022,Print,SNI20220114-377,160472,SNI-124,,,IDR,"Rp75.624,00",75624,,6876,,,75624
6557336,SNI20220114-378,14/1/2022,Print,SNI20220114-378,10410,SNI-274,,,IDR,"Rp241.216,97",241216.97,,21929,,,241216.97
6557451,SNI20220114-379,14/1/2022,Print,SNI20220114-379,SNI-494,SNI-494,,,IDR,"Rp112.377,00",112377,,10216,,,112377
6557093,SNI20220114-380,14/1/2022,Print,SNI20220114-380,5475,SNI-556,,,IDR,"Rp467.625,47",467625.47,,42512,,,467625.47
6557337,SNI20220114-381,14/1/2022,Print,SNI20220114-381,137942,SNI-493,,,IDR,"Rp719.309,74",719309.74,,65392,,,719309.74
6557094,SNI20220114-382,14/1/2022,Print,SNI20220114-382,6844,SNI-276,,,IDR,"Rp359.688,76",359688.76,,32698,,,359688.76
