cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6592605,SNI20220425-815,25/4/2022,Print,SNI20220425-815,12787,SNI-794,,,IDR,"Rp1.111.446,44",1111446.44,,110143,,,1111446.44
6592606,SNI20220425-816,25/4/2022,Print,SNI20220425-816,178566,SNI-608,,,IDR,"Rp235.167,30",235167.3,,23303,,,235167.3
6592783,SNI20220425-817,25/4/2022,Print,SNI20220425-817,SNI-475,SNI-475,,,IDR,"Rp453.649,20",453649.2,,44950,,,453649.2
6592607,SNI20220425-818,25/4/2022,Print,SNI20220425-818,13130,SNI-508,,,IDR,"Rp1.034.823,02",1034823.02,,102547,,,1034823.02
6592608,SNI20220425-819,25/4/2022,Print,SNI20220425-819,5162,SNI-902,,,IDR,"Rp408.326,81",408326.81,,40460,,,408326.81
6592784,SNI20220425-820,25/4/2022,Print,SNI20220425-820,SNI-029,SNI-029,,,IDR,"Rp740.739,00",740739,,73408,,,740739
6592609,SNI20220425-821,25/4/2022,Print,SNI20220425-821,7188,SNI-031,,,IDR,"Rp9.146.594,62",9146594.62,,906422,,,9146594.62
6592610,SNI20220425-822,25/4/2022,Print,SNI20220425-822,GRK-020,SNI-497,,,IDR,"Rp399.073,14",399073.14,,39546,,,399073.14
6592611,SNI20220425-823,25/4/2022,Print,SNI20220425-823,5020,SNI-251,,,IDR,"Rp21.777.598,62",21777598.62,,2158140,,,21777598.62
6592612,SNI20220425-824,25/4/2022,Print,SNI20220425-824,SNI-426,SNI-426,,,IDR,"Rp11.001.345,19",11001345.19,,1090224,,,11001345.19
6592613,SNI20220425-825,25/4/2022,Print,SNI20220425-825,SNI-169,SNI-169,,,IDR,"Rp26.133.121,23",26133121.23,,2589769,,,26133121.23
6592785,SNI20220425-826,25/4/2022,Print,SNI20220425-826,SNI-223,SNI-223,,,IDR,"Rp349.050,61",349050.61,,34588,,,349050.61
6592786,SNI20220425-827,25/4/2022,Print,SNI20220425-827,135240,SNI-216,,,IDR,"Rp195.943,89",195943.89,,19416,,,195943.89
6592787,SNI20220425-828,25/4/2022,Print,SNI20220425-828,SNI-499,SNI-499,,,IDR,"Rp1.398.227,56",1398227.56,,138563,,,1398227.56
6592788,SNI20220425-829,25/4/2022,Print,SNI20220425-829,SNI-212,SNI-212,,,IDR,"Rp79.285,49",79285.49,,7856,,,79285.49
6592614,SNI20220425-830,25/4/2022,Print,SNI20220425-830,SNI-222,SNI-222,,,IDR,"Rp517.963,37",517963.37,,51326,,,517963.37
6592615,SNI20220425-831,25/4/2022,Print,SNI20220425-831,SNI-444,SNI-444,,,IDR,"Rp589.806,23",589806.23,,58446,,,589806.23
6592616,SNI20220425-832,25/4/2022,Print,SNI20220425-832,SNI-362,SNI-362,,,IDR,"Rp3.112.048,62",3112048.62,,308399,,,3112048.62
6592618,SNI20220425-833,25/4/2022,Print,SNI20220425-833,SNI-927,SNI-927,,,IDR,"Rp17.764.172,63",17764172.63,,1760413,,,17764172.63
6592617,SNI20220425-834,25/4/2022,Print,SNI20220425-834,48478,SNI-557,,,IDR,"Rp2.432.433,16",2432433.16,,241051,,,2432433.16
6592619,SNI20220412-198,26/4/2022,Print,SNI20220412-198,SNI-173,SNI-173,,,IDR,"Rp1.778.314,50",1778314.5,,176229,,,1778314.5
6592789,SNI20220426-914,26/4/2022,Print,SNI20220426-914,SNI-908,SNI-908,,,IDR,"Rp623.170,46",623170.46,,61751,,,623170.46
