cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6693288,,22/2/2022,Print,SNI20220222-703,SNI-476,SNI20220222-703,,,IDR,"Rp134.050,12",134050.12,,12186,,,134050.12
6693289,,22/2/2022,Print,SNI20220222-704,SNI-226,SNI20220222-704,,,IDR,"Rp361.284,96",361284.96,,32846,,,361284.96
6693290,,22/2/2022,Print,SNI20220222-705,SNI-865,SNI20220222-705,,,IDR,"Rp697.451,07",697451.07,,63405,,,697451.07
6693291,,22/2/2022,Print,SNI20220222-706,SNI-141,SNI20220222-706,,,IDR,"Rp1.147.788,91",1147788.91,,104345,,,1147788.91
6693292,,22/2/2022,Print,SNI20220222-707,SNI-424,SNI20220222-707,,,IDR,"Rp10.790.710,88",10790710.88,,980973,,,10790710.88
6693293,,22/2/2022,Print,SNI20220222-708,SNI-691,SNI20220222-708,,,IDR,"Rp224.806,67",224806.67,,20438,,,224806.67
6693294,,22/2/2022,Print,SNI20220222-709,SNI-229,SNI20220222-709,,,IDR,"Rp626.612,49",626612.49,,56967,,,626612.49
6693295,,22/2/2022,Print,SNI20220222-710,SNI-707,SNI20220222-710,,,IDR,"Rp89.913,14",89913.14,,8174,,,89913.14
6693296,,22/2/2022,Print,SNI20220222-711,SNI-714,SNI20220222-711,,,IDR,"Rp179.843,94",179843.94,,16349,,,179843.94
6693297,,22/2/2022,Print,SNI20220222-712,SNI-164,SNI20220222-712,,,IDR,"Rp21.581.419,74",21581419.74,,1961944,,,21581419.74
6693298,,22/2/2022,Print,SNI20220222-713,SNI-453,SNI20220222-713,,,IDR,"Rp3.226.979,25",3226979.25,,293362,,,3226979.25
6693299,,22/2/2022,Print,SNI20220222-714,SNI-425,SNI20220222-714,,,IDR,"Rp1.338.059,11",1338059.11,,121642,,,1338059.11
6693300,,22/2/2022,Print,SNI20220222-715,SNI-005,SNI20220222-715,,,IDR,"Rp172.251,00",172251,,15660,,,172251
6693301,,22/2/2022,Print,SNI20220222-716,SNI-008,SNI20220222-716,,,IDR,"Rp57.242,00",57242,,5204,,,57242
6693302,,22/2/2022,Print,SNI20220222-717,SNI-906,SNI20220222-717,,,IDR,"Rp238.708,62",238708.62,,21703,,,238708.62
6693303,,22/2/2022,Print,SNI20220222-718,SNI-258,SNI20220222-718,,,IDR,"Rp173.316,88",173316.88,,15756,,,173316.88
6693304,,22/2/2022,Print,SNI20220222-719,SNI-548,SNI20220222-719,,,IDR,"Rp228.796,09",228796.09,,20800,,,228796.09
6693305,,22/2/2022,Print,SNI20220222-720,SNI-320,SNI20220222-720,,,IDR,"Rp4.360.781,65",4360781.65,,396434,,,4360781.65
6693306,,22/2/2022,Print,SNI20220222-721,SNI-465,SNI20220222-721,,,IDR,"Rp37.680.702,49",37680702.49,,3425517,,,37680702.49
6693307,,23/2/2022,Print,SNI20220223-772,SNI-488,SNI20220223-772,,,IDR,"Rp21.581.421,75",21581421.75,,1961946,,,21581421.75
6693308,,23/2/2022,Print,SNI20220223-773,SNI-424,SNI20220223-773,,,IDR,"Rp10.790.710,88",10790710.88,,980973,,,10790710.88
6693309,,23/2/2022,Print,SNI20220223-774,SNI-323,SNI20220223-774,,,IDR,"Rp224.782,83",224782.83,,20435,,,224782.83
