cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6594004,SNI20220318-471,18/3/2022,Print,SNI20220318-471,11146,SNI-058,,,IDR,"Rp2.984.859,55",2984859.55,,271351,,,2984859.55
6594005,SNI20220318-472,18/3/2022,Print,SNI20220318-472,135240,SNI-216,,,IDR,"Rp153.871,03",153871.03,,13987,,,153871.03
6594006,SNI20220318-473,18/3/2022,Print,SNI20220318-473,SNI-499,SNI-499,,,IDR,"Rp583.585,03",583585.03,,53052,,,583585.03
6594007,SNI20220318-474,18/3/2022,Print,SNI20220318-474,SNI-215,SNI-215,,,IDR,"Rp538.056,85",538056.85,,48915,,,538056.85
6594008,SNI20220318-475,18/3/2022,Print,SNI20220318-475,SNI-212,SNI-212,,,IDR,"Rp142.256,71",142256.71,,12934,,,142256.71
6594009,SNI20220318-476,18/3/2022,Print,SNI20220318-476,129225,SNI-206,,,IDR,"Rp1.751.993,10",1751993.1,,159273,,,1751993.1
6594010,SNI20220318-477,18/3/2022,Print,SNI20220318-477,SNI-222,SNI-222,,,IDR,"Rp335.531,88",335531.88,,30501,,,335531.88
6594011,SNI20220319-516,19/3/2022,Print,SNI20220319-516,SNI-129,SNI-129,,,IDR,"Rp21.581.423,56",21581423.56,,1961948,,,21581423.56
6594012,SNI20220319-517,19/3/2022,Print,SNI20220319-517,17030,SNI-439,,,IDR,"Rp21.581.423,56",21581423.56,,1961948,,,21581423.56
6594013,SNI20220319-518,19/3/2022,Print,SNI20220319-518,SNI-109,SNI-109,,,IDR,"Rp246.666,68",246666.68,,22427,,,246666.68
6594014,SNI20220319-519,19/3/2022,Print,SNI20220319-519,1051,SNI-470,,,IDR,"Rp109.262,21",109262.21,,9933,,,109262.21
6594015,SNI20220319-520,19/3/2022,Print,SNI20220319-520,SNI-537,SNI-537,,,IDR,"Rp179.827,68",179827.68,,16348,,,179827.68
6594016,SNI20220319-521,19/3/2022,Print,SNI20220319-521,1051,SNI-536,,,IDR,"Rp359.653,40",359653.4,,32696,,,359653.4
6594017,SNI20220319-522,19/3/2022,Print,SNI20220319-522,SNI-444,SNI-444,,,IDR,"Rp754.814,47",754814.47,,68620,,,754814.47
6594018,SNI20220319-523,19/3/2022,Print,SNI20220319-523,7400,SNI-217,,,IDR,"Rp577.728,13",577728.13,,52522,,,577728.13
6594019,SNI20220319-524,19/3/2022,Print,SNI20220319-524,SNI-108,SNI-108,,,IDR,"Rp137.277,12",137277.12,,12480,,,137277.12
6594020,SNI20220319-525,19/3/2022,Print,SNI20220319-525,SNI-112,SNI-112,,,IDR,"Rp218.942,98",218942.98,,19904,,,218942.98
6594021,SNI20220319-526,19/3/2022,Print,SNI20220319-526,189643,SNI-578,,,IDR,"Rp76.016,18",76016.18,,6910,,,76016.18
6594299,SNI20220319-567,19/3/2022,Print,SNI20220319-567,SNI-568,SNI-568,,,IDR,"Rp1.420.380,00",1420380,,129125,,,1420380
6594300,SNI20220319-568,19/3/2022,Print,SNI20220319-568,SNI-570,SNI-570,,,IDR,"Rp5.449.833,00",5449833,,495441,,,5449833
6594022,SNI20220321-569,21/3/2022,Print,SNI20220321-569,110921,SNI-934,,,IDR,"Rp15.978.921,61",15978921.61,,1452630,,,15978921.61
6594023,SNI20220321-570,21/3/2022,Print,SNI20220321-570,131116,SNI-235,,,IDR,"Rp17.894.181,27",17894181.27,,1626741,,,17894181.27
