cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6593787,SNI20220309-169,9/3/2022,Print,SNI20220309-169,SNI-680,SNI-680,,,IDR,"Rp136.249,86",136249.86,,12387,,,136249.86
6593788,SNI20220309-170,9/3/2022,Print,SNI20220309-170,109863,SNI-425,,,IDR,"Rp2.749.626,74",2749626.74,,249967,,,2749626.74
6593789,SNI20220309-171,9/3/2022,Print,SNI20220309-171,SNI-009,SNI-009,,,IDR,"Rp89.921,18",89921.18,,8173,,,89921.18
6593790,SNI20220309-172,9/3/2022,Print,SNI20220309-172,SNI-893,SNI-893,,,IDR,"Rp88.130,75",88130.75,,8015,,,88130.75
6593791,SNI20220309-173,9/3/2022,Print,SNI20220309-173,8987,SNI-166,,,IDR,"Rp2.180.389,06",2180389.06,,198216,,,2180389.06
6593792,SNI20220309-174,9/3/2022,Print,SNI20220309-174,SNI-026,SNI-026,,,IDR,"Rp500.482,94",500482.94,,45497,,,500482.94
6593793,SNI20220309-175,9/3/2022,Print,SNI20220309-175,93966,SNI-486,,,IDR,"Rp257.297,71",257297.71,,23389,,,257297.71
6593794,SNI20220309-176,9/3/2022,Print,SNI20220309-176,5481,SNI-293,,,IDR,"Rp402.586,21",402586.21,,36599,,,402586.21
6593795,SNI20220309-177,9/3/2022,Print,SNI20220309-177,SNI-029,SNI-029,,,IDR,"Rp353.013,00",353013,,32092,,,353013
6593796,SNI20220309-178,9/3/2022,Print,SNI20220309-178,SNI-306,SNI-306,,,IDR,"Rp4.606.137,30",4606137.3,,418739,,,4606137.3
6593797,SNI20220309-179,9/3/2022,Print,SNI20220309-179,130473,SNI-264,,,IDR,"Rp543.612,68",543612.68,,49419,,,543612.68
6593798,SNI20220309-180,9/3/2022,Print,SNI20220309-180,JBG-824,SNI-340,,,IDR,"Rp296.296,51",296296.51,,26936,,,296296.51
6593799,SNI20220309-181,9/3/2022,Print,SNI20220309-181,140681,SNI-153,,,IDR,"Rp1.845.179,71",1845179.71,,167744,,,1845179.71
6593800,SNI20220309-182,9/3/2022,Print,SNI20220309-182,SNI-020,SNI-020,,,IDR,"Rp134.960,69",134960.69,,12269,,,134960.69
6593801,SNI20220309-183,9/3/2022,Print,SNI20220309-183,52913,SNI-091,,,IDR,"Rp2.834.505,64",2834505.64,,257680,,,2834505.64
6593802,SNI20220309-184,9/3/2022,Print,SNI20220309-184,112703,SNI-291,,,IDR,"Rp160.742,97",160742.97,,14613,,,160742.97
6593803,SNI20220309-185,9/3/2022,Print,SNI20220309-185,SNI-343,SNI-343,,,IDR,"Rp2.402.838,54",2402838.54,,218441,,,2402838.54
6593804,SNI20220309-186,9/3/2022,Print,SNI20220309-186,18796,SNI-298,,,IDR,"Rp540.523,96",540523.96,,49139,,,540523.96
6593805,SNI20220309-187,9/3/2022,Print,SNI20220309-187,111256,SNI-381,,,IDR,"Rp196.127,83",196127.83,,17830,,,196127.83
6593806,SNI20220309-188,9/3/2022,Print,SNI20220309-188,SNI-426,SNI-426,,,IDR,"Rp10.846.333,33",10846333.33,,986028,,,10846333.33
6593807,SNI20220309-189,9/3/2022,Print,SNI20220309-189,SNI-487,SNI-487,,,IDR,"Rp482.895,53",482895.53,,43896,,,482895.53
6593808,SNI20220309-190,9/3/2022,Print,SNI20220309-190,8929,SNI-346,,,IDR,"Rp283.527,54",283527.54,,25773,,,283527.54
