cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6693075,,9/2/2022,Print,SNI20220209-147,SNI-291,SNI20220209-147,,,IDR,"Rp202.772,88",202772.88,,18433,,,202772.88
6693076,,9/2/2022,Print,SNI20220209-148,SNI-206,SNI20220209-148,,,IDR,"Rp222.535,35",222535.35,,20231,,,222535.35
6693077,,9/2/2022,Print,SNI20220209-149,SNI-613,SNI20220209-149,,,IDR,"Rp3.964.751,13",3964751.13,,360431,,,3964751.13
6693078,,9/2/2022,Print,SNI20220209-150,SNI-199,SNI20220209-150,,,IDR,"Rp197.641,71",197641.71,,17968,,,197641.71
6693079,,9/2/2022,Print,SNI20220209-151,SNI-497,SNI20220209-151,,,IDR,"Rp190.437,86",190437.86,,17313,,,190437.86
6693080,,9/2/2022,Print,SNI20220209-152,SNI-549,SNI20220209-152,,,IDR,"Rp10.790.708,85",10790708.85,,980971,,,10790708.85
6693081,,9/2/2022,Print,SNI20220209-153,SNI-131,SNI20220209-153,,,IDR,"Rp1.101.319,02",1101319.02,,100119,,,1101319.02
6693082,,9/2/2022,Print,SNI20220209-154,SNI-425,SNI20220209-154,,,IDR,"Rp2.432.278,97",2432278.97,,221116,,,2432278.97
6693083,,9/2/2022,Print,SNI20220209-155,SNI-362,SNI20220209-155,,,IDR,"Rp454.448,98",454448.98,,41314,,,454448.98
6693084,,9/2/2022,Print,SNI20220209-156,SNI-088,SNI20220209-156,,,IDR,"Rp2.670.419,07",2670419.07,,242767,,,2670419.07
6693085,,9/2/2022,Print,SNI20220209-157,SNI-098,SNI20220209-157,,,IDR,"Rp121.093,40",121093.4,,11009,,,121093.4
6693086,,9/2/2022,Print,SNI20220209-158,SNI-089,SNI20220209-158,,,IDR,"Rp646.263,38",646263.38,,58746,,,646263.38
6693087,,9/2/2022,Print,SNI20220209-159,SNI-190,SNI20220209-159,,,IDR,"Rp1.291.030,25",1291030.25,,117367,,,1291030.25
6693088,,9/2/2022,Print,SNI20220209-160,SNI-854,SNI20220209-160,,,IDR,"Rp449.565,64",449565.64,,40870,,,449565.64
6693089,,9/2/2022,Print,SNI20220209-161,SNI-371,SNI20220209-161,,,IDR,"Rp10.790.709,87",10790709.87,,980972,,,10790709.87
6693090,,9/2/2022,Print,SNI20220209-162,SNI-757,SNI20220209-162,,,IDR,"Rp10.790.711,86",10790711.86,,980974,,,10790711.86
6693091,,9/2/2022,Print,SNI20220209-163,SNI-285,SNI20220209-163,,,IDR,"Rp1.118.294,40",1118294.4,,101664,,,1118294.4
6693092,,9/2/2022,Print,SNI20220209-164,SNI-848,SNI20220209-164,,,IDR,"Rp674.348,46",674348.46,,61305,,,674348.46
6693093,,9/2/2022,Print,SNI20220209-165,SNI-833,SNI20220209-165,,,IDR,"Rp356.055,97",356055.97,,32369,,,356055.97
6693094,,9/2/2022,Print,SNI20220209-166,SNI-169,SNI20220209-166,,,IDR,"Rp64.744.271,17",64744271.17,,5885844,,,64744271.17
6693115,,10/2/2022,Print,SNI20220210-167,SNI-488,SNI20220210-167,,,IDR,"Rp21.581.422,74",21581422.74,,1961947,,,21581422.74
6693095,,10/2/2022,Print,SNI20220210-168,SNI-078,SNI20220210-168,,,IDR,"Rp10.790.710,87",10790710.87,,980973,,,10790710.87
