cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6556928,SNI20220108-103,8/1/2022,Print,SNI20220108-103,SNI-540,SNI-540,,,IDR,"Rp224.806,49",224806.49,,20438,,,224806.49
6557437,SNI20220108-104,8/1/2022,Print,SNI20220108-104,SNI-569,SNI-569,,,IDR,"Rp7.107.993,00",7107993,,646181,,,7107993
6557438,SNI20220108-105,8/1/2022,Print,SNI20220108-105,SNI-570,SNI-570,,,IDR,"Rp11.559.338,00",11559338,,1050848,,,11559338
6557439,SNI20220108-106,8/1/2022,Print,SNI20220108-106,SNI-571,SNI-571,,,IDR,"Rp3.732.750,00",3732750,,339339,,,3732750
6557440,SNI20220108-107,8/1/2022,Print,SNI20220108-107,SNI-572,SNI-572,,,IDR,"Rp3.638.250,00",3638250,,330748,,,3638250
6557441,SNI20220108-108,8/1/2022,Print,SNI20220108-108,SNI-568,SNI-568,,,IDR,"Rp7.948.689,00",7948689,,722603,,,7948689
6557311,SNI20220108-99,8/1/2022,Print,SNI20220108-99,SNI-208,SNI-208,,,IDR,"Rp314.698,44",314698.44,,28609,,,314698.44
6557312,SNI20220110-109,10/1/2022,Print,SNI20220110-109,SNI-254,SNI-254,,,IDR,"Rp651.313,28",651313.28,,59211,,,651313.28
6557313,SNI20220110-110,10/1/2022,Print,SNI20220110-110,118836,SNI-566,,,IDR,"Rp49.310,65",49310.65,,4483,,,49310.65
6557314,SNI20220110-111,10/1/2022,Print,SNI20220110-111,SNI-475,SNI-475,,,IDR,"Rp224.783,62",224783.62,,20435,,,224783.62
6589321,SNI20220110-112,10/1/2022,Print,SNI20220110-112,109863,SNI-425,,,IDR,"Rp2.598.115,65",2598115.65,,236195,,,2598115.65
6589371,SNI20220110-113,10/1/2022,Print,SNI20220110-113,SNI-108,SNI-108,,,IDR,"Rp182.366,86",182366.86,,16579,,,182366.86
6557442,SNI20220110-114,10/1/2022,Print,SNI20220110-114,178566,SNI-608,,,IDR,"Rp114.973,00",114973,,10452,,,114973
6557443,SNI20220110-115,10/1/2022,Print,SNI20220110-115,SNI-685,SNI-685,,,IDR,"Rp61.561,00",61561,,5597,,,61561
6589413,SNI20220110-116,10/1/2022,Print,SNI20220110-116,JBR-329,SNI-263,,,IDR,"Rp739.316,08",739316.08,,67211,,,739316.08
6556932,SNI20220110-117,10/1/2022,Print,SNI20220110-117,SNI-029,SNI-029,,,IDR,"Rp237.248,81",237248.81,,21568,,,237248.81
6589414,SNI20220110-118,10/1/2022,Print,SNI20220110-118,130473,SNI-264,,,IDR,"Rp566.477,25",566477.25,,51498,,,566477.25
6556934,SNI20220110-119,10/1/2022,Print,SNI20220110-119,SNI-265,SNI-265,,,IDR,"Rp129.970,00",129970,,11816,,,129970
6556935,SNI20220110-120,10/1/2022,Print,SNI20220110-120,124693,SNI-266,,,IDR,"Rp170.144,44",170144.44,,15468,,,170144.44
6589322,SNI20220110-121,10/1/2022,Print,SNI20220110-121,52913,SNI-091,,,IDR,"Rp2.834.507,64",2834507.64,,257682,,,2834507.64
