cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6557315,SNI20220110-122,10/1/2022,Print,SNI20220110-122,SNI-522,SNI-522,,,IDR,"Rp138.678,55",138678.55,,12607,,,138678.55
6556937,SNI20220110-123,10/1/2022,Print,SNI20220110-123,SNI-169,SNI-169,,,IDR,"Rp6.474.426,23",6474426.23,,588583,,,6474426.23
6557316,SNI20220111-124,11/1/2022,Print,SNI20220111-124,7172,SNI-226,,,IDR,"Rp194.600,58",194600.58,,17690,,,194600.58
6556938,SNI20220111-125,11/1/2022,Print,SNI20220111-125,SNI-680,SNI-680,,,IDR,"Rp361.097,79",361097.79,,32828,,,361097.79
6557317,SNI20220111-126,11/1/2022,Print,SNI20220111-126,18142,SNI-479,,,IDR,"Rp266.382,90",266382.9,,24219,,,266382.9
6557318,SNI20220111-127,11/1/2022,Print,SNI20220111-127,131746,SNI-228,,,IDR,"Rp179.827,68",179827.68,,16348,,,179827.68
6556939,SNI20220111-128,11/1/2022,Print,SNI20220111-128,SNI-062,SNI-062,,,IDR,"Rp187.810,36",187810.36,,17074,,,187810.36
6557319,SNI20220111-129,11/1/2022,Print,SNI20220111-129,22559,SNI-417,,,IDR,"Rp168.939,67",168939.67,,15358,,,168939.67
6557320,SNI20220111-130,11/1/2022,Print,SNI20220111-130,12700,SNI-405,,,IDR,"Rp60.945,35",60945.35,,5540,,,60945.35
6557321,SNI20220111-131,11/1/2022,Print,SNI20220111-131,SNI-618,SNI-618,,,IDR,"Rp60.945,36",60945.36,,5541,,,60945.36
6557444,SNI20220111-132,11/1/2022,Print,SNI20220111-132,SNI-414,SNI-414,,,IDR,"Rp105.318,00",105318,,9575,,,105318
6556940,SNI20220111-133,11/1/2022,Print,SNI20220111-133,SNI-400,SNI-400,,,IDR,"Rp354.939,44",354939.44,,32267,,,354939.44
6556941,SNI20220111-134,11/1/2022,Print,SNI20220111-134,SNI-401,SNI-401,,,IDR,"Rp269.765,58",269765.58,,24523,,,269765.58
6556942,SNI20220111-135,11/1/2022,Print,SNI20220111-135,51672,SNI-614,,,IDR,"Rp1.061.411,27",1061411.27,,96494,,,1061411.27
6557322,SNI20220111-136,11/1/2022,Print,SNI20220111-136,1108,SNI-229,,,IDR,"Rp542.688,58",542688.58,,49336,,,542688.58
6589323,SNI20220111-137,11/1/2022,Print,SNI20220111-137,SNI-078,SNI-078,,,IDR,"Rp10.029.797,30",10029797.3,,911798,,,10029797.3
6589415,SNI20220111-138,11/1/2022,Print,SNI20220111-138,SNI-079,SNI-079,,,IDR,"Rp1.493.510,60",1493510.6,,135777,,,1493510.6
6589416,SNI20220111-139,11/1/2022,Print,SNI20220111-139,KDR-500,SNI-075,,,IDR,"Rp3.083.692,66",3083692.66,,280334,,,3083692.66
6556946,SNI20220111-140,11/1/2022,Print,SNI20220111-140,SNI-498,SNI-498,,,IDR,"Rp1.574.540,41",1574540.41,,143142,,,1574540.41
6557323,SNI20220111-141,11/1/2022,Print,SNI20220111-141,JBR-434,SNI-363,,,IDR,"Rp181.659,84",181659.84,,16512,,,181659.84
