cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6594310,SNI20220322-653,22/3/2022,Print,SNI20220322-653,15041,SNI-054,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6594311,SNI20220322-654,22/3/2022,Print,SNI20220322-654,SNI-062,SNI-062,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6594312,SNI20220322-655,22/3/2022,Print,SNI20220322-655,SNI-063,SNI-063,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6594038,SNI20220322-656,22/3/2022,Print,SNI20220322-656,SNI-927,SNI-927,,,IDR,"Rp2.424.029,81",2424029.81,,220366,,,2424029.81
6594039,SNI20220322-657,22/3/2022,Print,SNI20220322-657,SNI-006,SNI-006,,,IDR,"Rp204.733,97",204733.97,,18612,,,204733.97
6591908,SNI20220322-658,22/3/2022,Print,SNI20220322-658,SNI-524,SNI-524,,,IDR,"Rp35.608,90",35608.9,,3238,,,35608.9
6591909,SNI20220322-659,22/3/2022,Print,SNI20220322-659,SNI-930,SNI-930,,,IDR,"Rp89.022,25",89022.25,,8095,,,89022.25
6594040,SNI20220322-660,22/3/2022,Print,SNI20220322-660,SNI-005,SNI-005,,,IDR,"Rp419.098,17",419098.17,,38099,,,419098.17
6594041,SNI20220322-661,22/3/2022,Print,SNI20220322-661,SNI-067,SNI-067,,,IDR,"Rp2.202.636,31",2202636.31,,200237,,,2202636.31
6594042,SNI20220322-662,22/3/2022,Print,SNI20220322-662,52913,SNI-091,,,IDR,"Rp3.924.701,74",3924701.74,,356791,,,3924701.74
6594043,SNI20220322-663,22/3/2022,Print,SNI20220322-663,SNI-577,SNI-577,,,IDR,"Rp216.318,41",216318.41,,19665,,,216318.41
6594044,SNI20220322-664,22/3/2022,Print,SNI20220322-664,49023,SNI-865,,,IDR,"Rp562.815,55",562815.55,,51164,,,562815.55
6594045,SNI20220322-665,22/3/2022,Print,SNI20220322-665,125011,SNI-915,,,IDR,"Rp70.504,59",70504.59,,6411,,,70504.59
6594046,SNI20220322-666,22/3/2022,Print,SNI20220322-666,SNI-475,SNI-475,,,IDR,"Rp404.611,30",404611.3,,36783,,,404611.3
6594047,SNI20220322-667,22/3/2022,Print,SNI20220322-667,131746,SNI-228,,,IDR,"Rp224.784,60",224784.6,,20435,,,224784.6
6594048,SNI20220322-668,22/3/2022,Print,SNI20220322-668,1108,SNI-229,,,IDR,"Rp267.066,16",267066.16,,24279,,,267066.16
6594049,SNI20220322-669,22/3/2022,Print,SNI20220322-669,SNI-617,SNI-617,,,IDR,"Rp912.080,09",912080.09,,82920,,,912080.09
6594050,SNI20220322-670,22/3/2022,Print,SNI20220322-670,SNI-076,SNI-076,,,IDR,"Rp1.635.166,24",1635166.24,,148652,,,1635166.24
6594051,SNI20220322-671,22/3/2022,Print,SNI20220322-671,JBR-606,SNI-092,,,IDR,"Rp201.768,71",201768.71,,18343,,,201768.71
6594052,SNI20220322-672,22/3/2022,Print,SNI20220322-672,7172,SNI-226,,,IDR,"Rp259.680,22",259680.22,,23609,,,259680.22
6594053,SNI20220322-673,22/3/2022,Print,SNI20220322-673,SNI-869,SNI-869,,,IDR,"Rp3.872.468,32",3872468.32,,352041,,,3872468.32
6594054,SNI20220323-726,23/3/2022,Print,SNI20220323-726,KDR-500,SNI-317,,,IDR,"Rp24.365.581,53",24365581.53,,2215053,,,24365581.53
