cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6594055,SNI20220323-727,23/3/2022,Print,SNI20220323-727,166726,SNI-371,,,IDR,"Rp10.790.712,84",10790712.84,,980976,,,10790712.84
6594056,SNI20220323-728,23/3/2022,Print,SNI20220323-728,18796,SNI-298,,,IDR,"Rp617.161,96",617161.96,,56106,,,617161.96
6594057,SNI20220323-729,23/3/2022,Print,SNI20220323-729,93966,SNI-486,,,IDR,"Rp344.265,90",344265.9,,31298,,,344265.9
6594058,SNI20220323-730,23/3/2022,Print,SNI20220323-730,SNI-927,SNI-927,,,IDR,"Rp1.922.341,04",1922341.04,,174758,,,1922341.04
6594059,SNI20220323-731,23/3/2022,Print,SNI20220323-731,5481,SNI-293,,,IDR,"Rp792.981,53",792981.53,,72094,,,792981.53
6594060,SNI20220323-732,23/3/2022,Print,SNI20220323-732,SNI-343,SNI-343,,,IDR,"Rp2.087.140,71",2087140.71,,189739,,,2087140.71
6594061,SNI20220323-733,23/3/2022,Print,SNI20220323-733,112703,SNI-291,,,IDR,"Rp144.403,57",144403.57,,13128,,,144403.57
6594083,SNI20220323-734,23/3/2022,Print,SNI20220323-734,SNI-333,SNI-333,,,IDR,"Rp549.103,54",549103.54,,49918,,,549103.54
6594062,SNI20220323-735,23/3/2022,Print,SNI20220323-735,SNI-169,SNI-169,,,IDR,"Rp45.320.986,97",45320986.97,,4120090,,,45320986.97
6594063,SNI20220323-736,23/3/2022,Print,SNI20220323-736,SNI-169,SNI-169,,,IDR,"Rp5.651.314,63",5651314.63,,513756,,,5651314.63
6594064,SNI20220323-737,23/3/2022,Print,SNI20220323-737,SNI-919,SNI-919,,,IDR,"Rp21.581.420,44",21581420.44,,1961943,,,21581420.44
6594065,SNI20220323-738,23/3/2022,Print,SNI20220323-738,SNI-919,SNI-919,,,IDR,"Rp85.454.729,88",85454729.88,,7768611,,,85454729.88
6594066,SNI20220323-739,23/3/2022,Print,SNI20220323-739,17030,SNI-439,,,IDR,"Rp25.442.264,76",25442264.76,,2312933,,,25442264.76
6594081,SNI20220323-740,23/3/2022,Print,SNI20220323-740,SNI-420,SNI-420,,,IDR,"Rp11.178.107,77",11178107.77,,1016193,,,11178107.77
6594067,SNI20220323-741,23/3/2022,Print,SNI20220323-741,SNI-426,SNI-426,,,IDR,"Rp21.692.666,87",21692666.87,,1972060,,,21692666.87
6594068,SNI20220323-742,23/3/2022,Print,SNI20220323-742,SNI-652,SNI-652,,,IDR,"Rp9.753.746,60",9753746.6,,886705,,,9753746.6
6594082,SNI20220323-743,23/3/2022,Print,SNI20220323-743,119566,SNI-360,,,IDR,"Rp31.403.944,90",31403944.9,,2854904,,,31403944.9
6594084,SNI20220323-744,23/3/2022,Print,SNI20220323-744,SNI-936,SNI-936,,,IDR,"Rp16.186.067,14",16186067.14,,1471460,,,16186067.14
6594069,SNI20220323-745,23/3/2022,Print,SNI20220323-745,SNI-487,SNI-487,,,IDR,"Rp281.830,88",281830.88,,25620,,,281830.88
6594070,SNI20220323-746,23/3/2022,Print,SNI20220323-746,SNI-358,SNI-358,,,IDR,"Rp341.809,78",341809.78,,31073,,,341809.78
6594071,SNI20220323-747,23/3/2022,Print,SNI20220323-747,8929,SNI-346,,,IDR,"Rp453.649,34",453649.34,,41236,,,453649.34
6594072,SNI20220323-748,23/3/2022,Print,SNI20220323-748,SNI-344,SNI-344,,,IDR,"Rp672.791,40",672791.4,,61160,,,672791.4
