cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6693375,,26/2/2022,Print,SNI20220226-968,SNI-428,SNI20220226-968,,,IDR,"Rp3.237.213,36",3237213.36,,294292,,,3237213.36
6693376,,26/2/2022,Print,SNI20220226-969,SNI-641,SNI20220226-969,,,IDR,"Rp359.652,56",359652.56,,32696,,,359652.56
6693377,,26/2/2022,Print,SNI20220226-970,SNI-467,SNI20220226-970,,,IDR,"Rp2.202.640,09",2202640.09,,200240,,,2202640.09
6693378,,26/2/2022,Print,SNI20220226-971,SNI-439,SNI20220226-971,,,IDR,"Rp21.581.423,72",21581423.72,,1961948,,,21581423.72
6693379,,26/2/2022,Print,SNI20220226-972,SNI-536,SNI20220226-972,,,IDR,"Rp269.739,36",269739.36,,24522,,,269739.36
6693380,,26/2/2022,Print,SNI20220226-973,SNI-217,SNI20220226-973,,,IDR,"Rp347.911,44",347911.44,,31628,,,347911.44
6693381,,26/2/2022,Print,SNI20220226-974,SNI-537,SNI20220226-974,,,IDR,"Rp242.231,57",242231.57,,22022,,,242231.57
6593570,SNI20220301-1,1/3/2022,Print,SNI20220301-1,131746,SNI-228,,,IDR,"Rp269.741,52",269741.52,,24522,,,269741.52
6593577,SNI20220301-10,1/3/2022,Print,SNI20220301-10,98,SNI-224,,,IDR,"Rp45.187,53",45187.53,,4107,,,45187.53
6593578,SNI20220301-11,1/3/2022,Print,SNI20220301-11,SNI-304,SNI-304,,,IDR,"Rp1.054.099,39",1054099.39,,95828,,,1054099.39
6593579,SNI20220301-12,1/3/2022,Print,SNI20220301-12,SNI-534,SNI-534,,,IDR,"Rp715.707,30",715707.3,,65065,,,715707.3
6593580,SNI20220301-13,1/3/2022,Print,SNI20220301-13,50089,SNI-879,,,IDR,"Rp72.410,08",72410.08,,6583,,,72410.08
6593581,SNI20220301-14,1/3/2022,Print,SNI20220301-14,SNI-676,SNI-676,,,IDR,"Rp64.826,72",64826.72,,5894,,,64826.72
6593582,SNI20220301-15,1/3/2022,Print,SNI20220301-15,SNI-873,SNI-873,,,IDR,"Rp241.229,86",241229.86,,21931,,,241229.86
6593583,SNI20220301-16,1/3/2022,Print,SNI20220301-16,SNI-730,SNI-730,,,IDR,"Rp170.211,97",170211.97,,15472,,,170211.97
6593571,SNI20220301-2,1/3/2022,Print,SNI20220301-2,SNI-225,SNI-225,,,IDR,"Rp719.303,86",719303.86,,65392,,,719303.86
6593572,SNI20220301-3,1/3/2022,Print,SNI20220301-3,16178,SNI-185,,,IDR,"Rp445.069,33",445069.33,,40461,,,445069.33
6593573,SNI20220301-4,1/3/2022,Print,SNI20220301-4,6841,SNI-164,,,IDR,"Rp10.790.711,78",10790711.78,,980974,,,10790711.78
6593251,SNI20220301-5,1/3/2022,Print,SNI20220301-5,SNI-476,SNI-476,,,IDR,"Rp99.817,60",99817.6,,9073,,,99817.6
6591907,SNI20220301-6,1/3/2022,Print,SNI20220301-6,18142,SNI-479,,,IDR,"Rp220.158,00",220158,,20016,,,220158
6593574,SNI20220301-7,1/3/2022,Print,SNI20220301-7,6192,SNI-311,,,IDR,"Rp219.196,30",219196.3,,19928,,,219196.3
6593575,SNI20220301-8,1/3/2022,Print,SNI20220301-8,SNI-303,SNI-303,,,IDR,"Rp140.542,82",140542.82,,12776,,,140542.82
