cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6557417,SNI20220128-1113,28/1/2022,Print,SNI20220128-1113,7187,SNI-154,,,IDR,"Rp449.568,22",449568.22,,40870,,,449568.22
6557255,SNI20220128-1114,28/1/2022,Print,SNI20220128-1114,SNI-222,SNI-222,,,IDR,"Rp404.649,87",404649.87,,36786,,,404649.87
6589350,SNI20220128-1115,28/1/2022,Print,SNI20220128-1115,SNI-078,SNI-078,,,IDR,"Rp5.232.937,91",5232937.91,,475722,,,5232937.91
6557418,SNI20220128-1116,28/1/2022,Print,SNI20220128-1116,JBR-434,SNI-363,,,IDR,"Rp181.659,84",181659.84,,16512,,,181659.84
6557419,SNI20220129-1178,29/1/2022,Print,SNI20220129-1178,SNI-146,SNI-146,,,IDR,"Rp98.016,94",98016.94,,8911,,,98016.94
6589396,SNI20220129-1179,29/1/2022,Print,SNI20220129-1179,7516,SNI-035,,,IDR,"Rp724.768,02",724768.02,,65891,,,724768.02
6557420,SNI20220129-1180,29/1/2022,Print,SNI20220129-1180,8683,SNI-616,,,IDR,"Rp2.399.603,22",2399603.22,,218145,,,2399603.22
6557421,SNI20220129-1181,29/1/2022,Print,SNI20220129-1181,SNI-641,SNI-641,,,IDR,"Rp399.864,40",399864.4,,36353,,,399864.4
6557422,SNI20220129-1182,29/1/2022,Print,SNI20220129-1182,SNI-642,SNI-642,,,IDR,"Rp60.329,70",60329.7,,5484,,,60329.7
6557258,SNI20220129-1183,29/1/2022,Print,SNI20220129-1183,SNI-364,SNI-364,,,IDR,"Rp224.805,47",224805.47,,20436,,,224805.47
6557259,SNI20220131-1227,31/1/2022,Print,SNI20220131-1227,SNI-400,SNI-400,,,IDR,"Rp556.713,00",556713,,50607,,,556713
6557260,SNI20220131-1228,31/1/2022,Print,SNI20220131-1228,SNI-401,SNI-401,,,IDR,"Rp89.921,18",89921.18,,8173,,,89921.18
6557261,SNI20220131-1229,31/1/2022,Print,SNI20220131-1229,SNI-402,SNI-402,,,IDR,"Rp83.305,37",83305.37,,7575,,,83305.37
6557423,SNI20220131-1230,31/1/2022,Print,SNI20220131-1230,12700,SNI-405,,,IDR,"Rp50.950,14",50950.14,,4632,,,50950.14
6589351,SNI20220131-1231,31/1/2022,Print,SNI20220131-1231,109863,SNI-425,,,IDR,"Rp3.299.560,24",3299560.24,,299960,,,3299560.24
6557424,SNI20220131-1232,31/1/2022,Print,SNI20220131-1232,7187,SNI-154,,,IDR,"Rp224.784,60",224784.6,,20435,,,224784.6
6589352,SNI20220131-1233,31/1/2022,Print,SNI20220131-1233,SNI-663,SNI-663,,,IDR,"Rp3.270.587,06",3270587.06,,297327,,,3270587.06
6589471,SNI20220131-1234,31/1/2022,Print,SNI20220131-1234,SNI-079,SNI-079,,,IDR,"Rp247.400,82",247400.82,,22491,,,247400.82
6557425,SNI20220131-1235,31/1/2022,Print,SNI20220131-1235,5676,SNI-567,,,IDR,"Rp34.896,60",34896.6,,3174,,,34896.6
6557463,SNI20220131-1236,31/1/2022,Print,SNI20220131-1236,SNI-685,SNI-685,,,IDR,"Rp43.757,00",43757,,3978,,,43757
6557426,SNI20220131-1237,31/1/2022,Print,SNI20220131-1237,360,SNI-508,,,IDR,"Rp646.206,04",646206.04,,58747,,,646206.04
6557427,SNI20220131-1238,31/1/2022,Print,SNI20220131-1238,SNI-649,SNI-649,,,IDR,"Rp365.565,72",365565.72,,33234,,,365565.72
