cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6594221,SNI20220330-990,30/3/2022,Print,SNI20220330-990,SNI-345,SNI-345,,,IDR,"Rp1.012.445,48",1012445.48,,92041,,,1012445.48
6594222,SNI20220330-991,30/3/2022,Print,SNI20220330-991,SNI-325,SNI-325,,,IDR,"Rp257.628,58",257628.58,,23418,,,257628.58
6594185,SNI20220330-992,30/3/2022,Print,SNI20220330-992,164175,SNI-365,,,IDR,"Rp2.238.287,83",2238287.83,,203481,,,2238287.83
6594193,SNI20220330-993,30/3/2022,Print,SNI20220330-993,130473,SNI-264,,,IDR,"Rp421.724,20",421724.2,,38339,,,421724.2
6594194,SNI20220330-994,30/3/2022,Print,SNI20220330-994,SNI-029,SNI-029,,,IDR,"Rp608.383,74",608383.74,,55308,,,608383.74
6594195,SNI20220330-995,30/3/2022,Print,SNI20220330-995,SNI-303,SNI-303,,,IDR,"Rp143.877,31",143877.31,,13081,,,143877.31
6594196,SNI20220330-996,30/3/2022,Print,SNI20220330-996,SNI-908,SNI-908,,,IDR,"Rp1.439.066,22",1439066.22,,130826,,,1439066.22
6594197,SNI20220330-997,30/3/2022,Print,SNI20220330-997,SNI-919,SNI-919,,,IDR,"Rp31.631.740,29",31631740.29,,2875612,,,31631740.29
6594198,SNI20220330-998,30/3/2022,Print,SNI20220330-998,SNI-272,SNI-272,,,IDR,"Rp148.765,93",148765.93,,13525,,,148765.93
6594199,SNI20220330-999,30/3/2022,Print,SNI20220330-999,SNI-323,SNI-323,,,IDR,"Rp306.145,12",306145.12,,27831,,,306145.12
6594223,SNI20220331-1022,31/3/2022,Print,SNI20220331-1022,117295,SNI-500,,,IDR,"Rp756.464,11",756464.11,,68770,,,756464.11
6594224,SNI20220331-1023,31/3/2022,Print,SNI20220331-1023,SNI-615,SNI-615,,,IDR,"Rp607.298,95",607298.95,,55210,,,607298.95
6594225,SNI20220331-1024,31/3/2022,Print,SNI20220331-1024,26176,SNI-890,,,IDR,"Rp584.434,08",584434.08,,53131,,,584434.08
6594226,SNI20220331-1025,31/3/2022,Print,SNI20220331-1025,109863,SNI-425,,,IDR,"Rp1.731.343,30",1731343.3,,157394,,,1731343.3
6594227,SNI20220331-1026,31/3/2022,Print,SNI20220331-1026,7187,SNI-154,,,IDR,"Rp224.784,60",224784.6,,20435,,,224784.6
6594228,SNI20220331-1027,31/3/2022,Print,SNI20220331-1027,SNI-668,SNI-668,,,IDR,"Rp314.728,69",314728.69,,28613,,,314728.69
6594229,SNI20220331-1028,31/3/2022,Print,SNI20220331-1028,SNI-339,SNI-339,,,IDR,"Rp382.769,78",382769.78,,34799,,,382769.78
6594230,SNI20220331-1029,31/3/2022,Print,SNI20220331-1029,SNI-331,SNI-331,,,IDR,"Rp628.126,46",628126.46,,57103,,,628126.46
6594231,SNI20220331-1030,31/3/2022,Print,SNI20220331-1030,114511,SNI-156,,,IDR,"Rp309.028,62",309028.62,,28093,,,309028.62
6594232,SNI20220331-1031,31/3/2022,Print,SNI20220331-1031,JBG-824,SNI-340,,,IDR,"Rp1.393.454,50",1393454.5,,126676,,,1393454.5
6594233,SNI20220331-1032,31/3/2022,Print,SNI20220331-1032,131746,SNI-228,,,IDR,"Rp404.612,28",404612.28,,36783,,,404612.28
6594234,SNI20220331-1033,31/3/2022,Print,SNI20220331-1033,41194,SNI-588,,,IDR,"Rp269.766,58",269766.58,,24524,,,269766.58
