cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6557377,SNI20220121-691,21/1/2022,Print,SNI20220121-691,SNI-146,SNI-146,,,IDR,"Rp90.380,06",90380.06,,8216,,,90380.06
6557455,SNI20220121-692,21/1/2022,Print,SNI20220121-692,SNI-550,SNI-550,,,IDR,"Rp89.020,00",89020,,8094,,,89020
6557173,SNI20220121-693,21/1/2022,Print,SNI20220121-693,179149,SNI-033,,,IDR,"Rp237.230,14",237230.14,,21566,,,237230.14
6557378,SNI20220121-694,21/1/2022,Print,SNI20220121-694,160472,SNI-124,,,IDR,"Rp60.948,34",60948.34,,5542,,,60948.34
6589443,SNI20220121-695,21/1/2022,Print,SNI20220121-695,17030,SNI-277,,,IDR,"Rp1.338.703,42",1338703.42,,121702,,,1338703.42
6589357,SNI20220121-696,21/1/2022,Print,SNI20220121-696,12787,SNI-794,,,IDR,"Rp15.797.597,86",15797597.86,,1436142,,,15797597.86
6557379,SNI20220121-697,21/1/2022,Print,SNI20220121-697,131746,SNI-228,,,IDR,"Rp359.655,36",359655.36,,32696,,,359655.36
6557176,SNI20220121-698,21/1/2022,Print,SNI20220121-698,JBG-189,SNI-861,,,IDR,"Rp449.611,98",449611.98,,40875,,,449611.98
6589385,SNI20220121-699,21/1/2022,Print,SNI20220121-699,SNI-339,SNI-339,,,IDR,"Rp247.903,65",247903.65,,22538,,,247903.65
6589360,SNI20220121-700,21/1/2022,Print,SNI20220121-700,48478,SNI-557,,,IDR,"Rp2.611.710,92",2611710.92,,237432,,,2611710.92
6589386,SNI20220121-701,21/1/2022,Print,SNI20220121-701,SNI-257,SNI-257,,,IDR,"Rp180.753,13",180753.13,,16433,,,180753.13
6589340,SNI20220121-702,21/1/2022,Print,SNI20220121-702,SNI-586,SNI-586,,,IDR,"Rp5.717.136,80",5717136.8,,519737,,,5717136.8
6589387,SNI20220121-703,21/1/2022,Print,SNI20220121-703,52249,SNI-090,,,IDR,"Rp361.504,22",361504.22,,32861,,,361504.22
6589444,SNI20220121-704,21/1/2022,Print,SNI20220121-704,SNI-615,SNI-615,,,IDR,"Rp997.417,19",997417.19,,90677,,,997417.19
6589341,SNI20220121-705,21/1/2022,Print,SNI20220121-705,SNI-213,SNI-213,,,IDR,"Rp2.711.928,56",2711928.56,,246537,,,2711928.56
6589342,SNI20220121-706,21/1/2022,Print,SNI20220121-706,SNI-148,SNI-148,,,IDR,"Rp1.308.235,26",1308235.26,,118932,,,1308235.26
6557186,SNI20220122-707,22/1/2022,Print,SNI20220122-707,8700,SNI-328,,,IDR,"Rp7.553.497,10",7553497.1,,686680,,,7553497.1
6589445,SNI20220122-708,22/1/2022,Print,SNI20220122-708,SNI-617,SNI-617,,,IDR,"Rp422.265,09",422265.09,,38388,,,422265.09
6557380,SNI20220122-709,22/1/2022,Print,SNI20220122-709,SNI-433,SNI-433,,,IDR,"Rp314.703,34",314703.34,,28609,,,314703.34
6557188,SNI20220122-710,22/1/2022,Print,SNI20220122-710,SNI-494,SNI-494,,,IDR,"Rp89.921,18",89921.18,,8173,,,89921.18
