cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6693244,,17/2/2022,Print,SNI20220217-478,SNI-371,SNI20220217-478,,,IDR,"Rp10.790.711,86",10790711.86,,980974,,,10790711.86
6693245,,18/2/2022,Print,SNI20220218-518,SNI-175,SNI20220218-518,,,IDR,"Rp21.803.911,36",21803911.36,,1982173,,,21803911.36
6693246,,18/2/2022,Print,SNI20220218-519,SNI-714,SNI20220218-519,,,IDR,"Rp262.449,52",262449.52,,23862,,,262449.52
6693247,,18/2/2022,Print,SNI20220218-520,SNI-910,SNI20220218-520,,,IDR,"Rp168.493,80",168493.8,,15318,,,168493.8
6693248,,18/2/2022,Print,SNI20220218-521,SNI-575,SNI20220218-521,,,IDR,"Rp134.881,20",134881.2,,12260,,,134881.2
6693249,,18/2/2022,Print,SNI20220218-522,SNI-208,SNI20220218-522,,,IDR,"Rp224.782,83",224782.83,,20435,,,224782.83
6693250,,18/2/2022,Print,SNI20220218-523,SNI-558,SNI20220218-523,,,IDR,"Rp224.782,85",224782.85,,20435,,,224782.85
6693251,,18/2/2022,Print,SNI20220218-524,SNI-124,SNI20220218-524,,,IDR,"Rp81.479,90",81479.9,,7409,,,81479.9
6693252,,18/2/2022,Print,SNI20220218-525,SNI-861,SNI20220218-525,,,IDR,"Rp241.762,83",241762.83,,21980,,,241762.83
6693253,,18/2/2022,Print,SNI20220218-526,SNI-862,SNI20220218-526,,,IDR,"Rp44.960,73",44960.73,,4087,,,44960.73
6693254,,18/2/2022,Print,SNI20220218-527,SNI-171,SNI20220218-527,,,IDR,"Rp768.165,20",768165.2,,69834,,,768165.2
6693255,,18/2/2022,Print,SNI20220218-528,SNI-257,SNI20220218-528,,,IDR,"Rp234.174,53",234174.53,,21290,,,234174.53
6693256,,18/2/2022,Print,SNI20220218-529,SNI-500,SNI20220218-529,,,IDR,"Rp1.401.131,72",1401131.72,,127378,,,1401131.72
6693257,,18/2/2022,Print,SNI20220218-530,SNI-499,SNI20220218-530,,,IDR,"Rp174.832,36",174832.36,,15894,,,174832.36
6693258,,18/2/2022,Print,SNI20220218-531,SNI-223,SNI20220218-531,,,IDR,"Rp123.550,68",123550.68,,11233,,,123550.68
6693259,,18/2/2022,Print,SNI20220218-532,SNI-212,SNI20220218-532,,,IDR,"Rp128.905,54",128905.54,,11723,,,128905.54
6693260,,19/2/2022,Print,SNI20220219-579,SNI-146,SNI20220219-579,,,IDR,"Rp77.327,40",77327.4,,7032,,,77327.4
6693261,,19/2/2022,Print,SNI20220219-581,SNI-557,SNI20220219-581,,,IDR,"Rp1.139.590,18",1139590.18,,103601,,,1139590.18
6693262,,19/2/2022,Print,SNI20220219-582,SNI-578,SNI20220219-582,,,IDR,"Rp52.236,70",52236.7,,4750,,,52236.7
6693263,,19/2/2022,Print,SNI20220219-583,SNI-911,SNI20220219-583,,,IDR,"Rp166.434,16",166434.16,,15129,,,166434.16
6693264,,19/2/2022,Print,SNI20220219-584,SNI-488,SNI20220219-584,,,IDR,"Rp32.372.134,60",32372134.6,,2942921,,,32372134.6
6693265,,19/2/2022,Print,SNI20220219-585,SNI-848,SNI20220219-585,,,IDR,"Rp211.511,20",211511.2,,19228,,,211511.2
