cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6693332,,23/2/2022,Print,SNI20220223-797,SNI-006,SNI20220223-797,,,IDR,"Rp273.042,00",273042,,24822,,,273042
6693333,,23/2/2022,Print,SNI20220223-798,SNI-189,SNI20220223-798,,,IDR,"Rp1.131.286,22",1131286.22,,102846,,,1131286.22
6693334,,23/2/2022,Print,SNI20220223-799,SNI-171,SNI20220223-799,,,IDR,"Rp1.175.958,08",1175958.08,,106907,,,1175958.08
6693335,,24/2/2022,Print,SNI20220224-840,SNI-636,SNI20220224-840,,,IDR,"Rp286.806,22",286806.22,,26072,,,286806.22
6693336,,24/2/2022,Print,SNI20220224-841,SNI-736,SNI20220224-841,,,IDR,"Rp489.576,55",489576.55,,44507,,,489576.55
6693337,,24/2/2022,Print,SNI20220224-842,SNI-917,SNI20220224-842,,,IDR,"Rp450.493,95",450493.95,,40954,,,450493.95
6693338,,24/2/2022,Print,SNI20220224-843,SNI-915,SNI20220224-843,,,IDR,"Rp59.699,80",59699.8,,5428,,,59699.8
6693339,,24/2/2022,Print,SNI20220224-844,SNI-473,SNI20220224-844,,,IDR,"Rp586.727,57",586727.57,,53339,,,586727.57
6693340,,24/2/2022,Print,SNI20220224-845,SNI-050,SNI20220224-845,,,IDR,"Rp1.557.745,38",1557745.38,,141615,,,1557745.38
6693341,,24/2/2022,Print,SNI20220224-846,SNI-618,SNI20220224-846,,,IDR,"Rp50.943,10",50943.1,,4630,,,50943.1
6693342,,24/2/2022,Print,SNI20220224-847,SNI-408,SNI20220224-847,,,IDR,"Rp225.940,83",225940.83,,20540,,,225940.83
6693343,,24/2/2022,Print,SNI20220224-848,SNI-916,SNI20220224-848,,,IDR,"Rp209.940,42",209940.42,,19089,,,209940.42
6693344,,24/2/2022,Print,SNI20220224-849,SNI-402,SNI20220224-849,,,IDR,"Rp128.658,46",128658.46,,11696,,,128658.46
6693345,,24/2/2022,Print,SNI20220224-850,SNI-403,SNI20220224-850,,,IDR,"Rp2.803.938,69",2803938.69,,254904,,,2803938.69
6693346,,24/2/2022,Print,SNI20220224-851,SNI-614,SNI20220224-851,,,IDR,"Rp224.806,67",224806.67,,20438,,,224806.67
6693347,,24/2/2022,Print,SNI20220224-852,SNI-405,SNI20220224-852,,,IDR,"Rp77.080,10",77080.1,,7007,,,77080.1
6693348,,24/2/2022,Print,SNI20220224-853,SNI-414,SNI20220224-853,,,IDR,"Rp52.877,80",52877.8,,4807,,,52877.8
6693349,,24/2/2022,Print,SNI20220224-854,SNI-417,SNI20220224-854,,,IDR,"Rp183.055,85",183055.85,,16642,,,183055.85
6693350,,24/2/2022,Print,SNI20220224-855,SNI-326,SNI20220224-855,,,IDR,"Rp78.572,50",78572.5,,7144,,,78572.5
6693351,,24/2/2022,Print,SNI20220224-856,SNI-587,SNI20220224-856,,,IDR,"Rp367.072,23",367072.23,,33366,,,367072.23
6693352,,24/2/2022,Print,SNI20220224-857,SNI-487,SNI20220224-857,,,IDR,"Rp185.756,45",185756.45,,16887,,,185756.45
6693353,,24/2/2022,Print,SNI20220224-858,SNI-346,SNI20220224-858,,,IDR,"Rp168.508,41",168508.41,,15317,,,168508.41
