cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6592482,SNI20220413-236,13/4/2022,Print,SNI20220413-236,SNI-325,SNI-325,,,IDR,"Rp136.109,27",136109.27,,13487,,,136109.27
6592483,SNI20220413-237,13/4/2022,Print,SNI20220413-237,SNI-345,SNI-345,,,IDR,"Rp362.957,76",362957.76,,35967,,,362957.76
6592484,SNI20220413-238,13/4/2022,Print,SNI20220413-238,SNI-326,SNI-326,,,IDR,"Rp71.201,62",71201.62,,7058,,,71201.62
6592485,SNI20220413-239,13/4/2022,Print,SNI20220413-239,138116,SNI-356,,,IDR,"Rp605.649,49",605649.49,,60019,,,605649.49
6592486,SNI20220413-240,13/4/2022,Print,SNI20220413-240,8929,SNI-346,,,IDR,"Rp198.445,02",198445.02,,19664,,,198445.02
6592727,SNI20220413-241,13/4/2022,Print,SNI20220413-241,117295,SNI-500,,,IDR,"Rp538.827,71",538827.71,,53398,,,538827.71
6592487,SNI20220413-242,13/4/2022,Print,SNI20220413-242,SNI-548,SNI-548,,,IDR,"Rp6.986.289,14",6986289.14,,692336,,,6986289.14
6592728,SNI20220414-282,14/4/2022,Print,SNI20220414-282,SNI-401,SNI-401,,,IDR,"Rp226.825,62",226825.62,,22477,,,226825.62
6592489,SNI20220414-283,14/4/2022,Print,SNI20220414-283,SNI-062,SNI-062,,,IDR,"Rp537.812,40",537812.4,,53298,,,537812.4
6592490,SNI20220414-284,14/4/2022,Print,SNI20220414-284,SNI-140,SNI-140,,,IDR,"Rp14.373.217,69",14373217.69,,1424375,,,14373217.69
6592505,SNI20220414-285,14/4/2022,Print,SNI20220414-285,SNI-488,SNI-488,,,IDR,"Rp17.870.513,19",17870513.19,,1770953,,,17870513.19
6592491,SNI20220414-286,14/4/2022,Print,SNI20220414-286,SNI-668,SNI-668,,,IDR,"Rp1.043.506,26",1043506.26,,103411,,,1043506.26
6592729,SNI20220414-287,14/4/2022,Print,SNI20220414-287,SNI-331,SNI-331,,,IDR,"Rp676.112,22",676112.22,,67004,,,676112.22
6592492,SNI20220414-288,14/4/2022,Print,SNI20220414-288,JBG-824,SNI-340,,,IDR,"Rp940.769,44",940769.44,,93226,,,940769.44
6592730,SNI20220414-289,14/4/2022,Print,SNI20220414-289,114511,SNI-156,,,IDR,"Rp241.287,74",241287.74,,23911,,,241287.74
6592493,SNI20220414-290,14/4/2022,Print,SNI20220414-290,SNI-327,SNI-327,,,IDR,"Rp1.844.985,61",1844985.61,,182835,,,1844985.61
6592494,SNI20220414-291,14/4/2022,Print,SNI20220414-291,SNI-123,SNI-123,,,IDR,"Rp1.154.481,28",1154481.28,,114407,,,1154481.28
6592495,SNI20220414-292,14/4/2022,Print,SNI20220414-292,5475,SNI-556,,,IDR,"Rp401.889,02",401889.02,,39825,,,401889.02
6592731,SNI20220414-293,14/4/2022,Print,SNI20220414-293,13111,SNI-086,,,IDR,"Rp45.827,96",45827.96,,4541,,,45827.96
6592732,SNI20220414-294,14/4/2022,Print,SNI20220414-294,SNI-098,SNI-098,,,IDR,"Rp260.077,29",260077.29,,25773,,,260077.29
6592496,SNI20220414-295,14/4/2022,Print,SNI20220414-295,51672,SNI-089,,,IDR,"Rp181.478,36",181478.36,,17982,,,181478.36
6592497,SNI20220414-296,14/4/2022,Print,SNI20220414-296,SNI-362,SNI-362,,,IDR,"Rp203.601,71",203601.71,,20176,,,203601.71
