cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6693354,,24/2/2022,Print,SNI20220224-859,SNI-345,SNI20220224-859,,,IDR,"Rp734.179,84",734179.84,,66744,,,734179.84
6693355,,24/2/2022,Print,SNI20220224-860,SNI-325,SNI20220224-860,,,IDR,"Rp269.762,40",269762.4,,24520,,,269762.4
6693356,,24/2/2022,Print,SNI20220224-861,SNI-356,SNI20220224-861,,,IDR,"Rp685.755,34",685755.34,,62341,,,685755.34
6693357,,24/2/2022,Print,SNI20220224-862,SNI-357,SNI20220224-862,,,IDR,"Rp629.446,28",629446.28,,57214,,,629446.28
6693358,,24/2/2022,Print,SNI20220224-863,SNI-153,SNI20220224-863,,,IDR,"Rp2.714.639,89",2714639.89,,246785,,,2714639.89
6693359,,24/2/2022,Print,SNI20220224-864,SNI-459,SNI20220224-864,,,IDR,"Rp140.279.252,22",140279252.2,,12752660,,,140279252.2
6693360,,25/2/2022,Print,SNI20220225-905,SNI-151,SNI20220225-905,,,IDR,"Rp53.953.557,34",53953557.34,,4904868,,,53953557.34
6693361,,25/2/2022,Print,SNI20220225-906,SNI-033,SNI20220225-906,,,IDR,"Rp180.989,75",180989.75,,16454,,,180989.75
6693362,,25/2/2022,Print,SNI20220225-907,SNI-277,SNI20220225-907,,,IDR,"Rp876.601,92",876601.92,,79692,,,876601.92
6693363,,25/2/2022,Print,SNI20220225-908,SNI-493,SNI20220225-908,,,IDR,"Rp492.049,42",492049.42,,44732,,,492049.42
6693364,,25/2/2022,Print,SNI20220225-909,SNI-276,SNI20220225-909,,,IDR,"Rp205.260,03",205260.03,,18660,,,205260.03
6693365,,25/2/2022,Print,SNI20220225-910,SNI-913,SNI20220225-910,,,IDR,"Rp359.652,52",359652.52,,32696,,,359652.52
6693366,,25/2/2022,Print,SNI20220225-911,SNI-401,SNI20220225-911,,,IDR,"Rp224.806,67",224806.67,,20438,,,224806.67
6693367,,25/2/2022,Print,SNI20220225-912,SNI-900,SNI20220225-912,,,IDR,"Rp293.334,61",293334.61,,26669,,,293334.61
6693368,,25/2/2022,Print,SNI20220225-913,SNI-556,SNI20220225-913,,,IDR,"Rp416.907,23",416907.23,,37899,,,416907.23
6693369,,25/2/2022,Print,SNI20220225-914,SNI-383,SNI20220225-914,,,IDR,"Rp10.790.712,81",10790712.81,,980975,,,10790712.81
6693370,,25/2/2022,Print,SNI20220225-915,SNI-222,SNI20220225-915,,,IDR,"Rp404.647,61",404647.61,,36784,,,404647.61
6693371,,25/2/2022,Print,SNI20220225-916,SNI-802,SNI20220225-916,,,IDR,"Rp80.667,80",80667.8,,7334,,,80667.8
6693372,,25/2/2022,Print,SNI20220225-917,SNI-213,SNI20220225-917,,,IDR,"Rp173.406,85",173406.85,,15764,,,173406.85
6693373,,25/2/2022,Print,SNI20220225-918,SNI-499,SNI20220225-918,,,IDR,"Rp258.142,58",258142.58,,23471,,,258142.58
6693382,,26/2/2022,Print,SNI20220226-1019,SNI-569,SNI20220226-1019,,,IDR,"Rp4.584.726,56",4584726.56,,416792,,,4584726.56
6693374,,26/2/2022,Print,SNI20220226-967,SNI-793,SNI20220226-967,,,IDR,"Rp568.376,93",568376.93,,51671,,,568376.93
