cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6557356,SNI20220117-445,17/1/2022,Print,SNI20220117-445,360,SNI-508,,,IDR,"Rp775.729,06",775729.06,,70524,,,775729.06
6589328,SNI20220117-446,17/1/2022,Print,SNI20220117-446,SNI-068,SNI-068,,,IDR,"Rp3.364.741,84",3364741.84,,305885,,,3364741.84
6589329,SNI20220117-447,17/1/2022,Print,SNI20220117-447,SNI-158,SNI-168,,,IDR,"Rp4.989.493,92",4989493.92,,453591,,,4989493.92
6589429,SNI20220117-448,17/1/2022,Print,SNI20220117-448,10920,SNI-613,,,IDR,"Rp2.643.166,95",2643166.95,,240287,,,2643166.95
6589330,SNI20220117-449,17/1/2022,Print,SNI20220117-449,SNI-384,SNI-384,,,IDR,"Rp4.427.355,92",4427355.92,,402487,,,4427355.92
6557120,SNI20220117-450,17/1/2022,Print,SNI20220117-450,124693,SNI-266,,,IDR,"Rp134.882,27",134882.27,,12260,,,134882.27
6557357,SNI20220117-451,17/1/2022,Print,SNI20220117-451,SNI-025,SNI-025,,,IDR,"Rp76.398,45",76398.45,,6945,,,76398.45
6557358,SNI20220117-452,17/1/2022,Print,SNI20220117-452,SNI-834,SNI-834,,,IDR,"Rp241.218,97",241218.97,,21931,,,241218.97
6557359,SNI20220117-453,17/1/2022,Print,SNI20220117-453,SNI-003,SNI-003,,,IDR,"Rp52.878,45",52878.45,,4809,,,52878.45
6557121,SNI20220117-454,17/1/2022,Print,SNI20220117-454,SNI-265,SNI-265,,,IDR,"Rp113.655,16",113655.16,,10334,,,113655.16
6557122,SNI20220117-455,17/1/2022,Print,SNI20220117-455,SNI-029,SNI-029,,,IDR,"Rp528.008,88",528008.88,,48000,,,528008.88
6557123,SNI20220117-456,17/1/2022,Print,SNI20220117-456,111256,SNI-381,,,IDR,"Rp224.806,49",224806.49,,20438,,,224806.49
6557124,SNI20220117-457,17/1/2022,Print,SNI20220117-457,SNI-009,SNI-061,,,IDR,"Rp179.844,38",179844.38,,16349,,,179844.38
6589430,SNI20220117-458,17/1/2022,Print,SNI20220117-458,SNI-833,SNI-833,,,IDR,"Rp557.590,12",557590.12,,50690,,,557590.12
6589431,SNI20220117-459,17/1/2022,Print,SNI20220117-459,155055,SNI-220,,,IDR,"Rp1.965.389,44",1965389.44,,178673,,,1965389.44
6589379,SNI20220117-460,17/1/2022,Print,SNI20220117-460,1108,SNI-471,,,IDR,"Rp1.118.293,51",1118293.51,,101664,,,1118293.51
6589432,SNI20220117-461,17/1/2022,Print,SNI20220117-461,130473,SNI-264,,,IDR,"Rp588.277,52",588277.52,,53480,,,588277.52
6589331,SNI20220117-462,17/1/2022,Print,SNI20220117-462,SNI-122,SNI-122,,,IDR,"Rp2.180.388,11",2180388.11,,198216,,,2180388.11
6589433,SNI20220118-495,18/1/2022,Print,SNI20220118-495,SNI-067,SNI-067,,,IDR,"Rp2.848.959,63",2848959.63,,258995,,,2848959.63
6557360,SNI20220118-496,18/1/2022,Print,SNI20220118-496,131746,SNI-228,,,IDR,"Rp134.870,76",134870.76,,12261,,,134870.76
