cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6594289,SNI20220317-396,17/3/2022,Print,SNI20220317-396,140681,SNI-153,,,IDR,"Rp106.824,00",106824,,9711,,,106824
6594290,SNI20220317-397,17/3/2022,Print,SNI20220317-397,SNI-445,SNI-445,,,IDR,"Rp142.432,00",142432,,12948,,,142432
6594291,SNI20220317-398,17/3/2022,Print,SNI20220317-398,JBG-824,SNI-340,,,IDR,"Rp35.608,00",35608,,3237,,,35608
6593956,SNI20220317-399,17/3/2022,Print,SNI20220317-399,SNI-344,SNI-344,,,IDR,"Rp159.720,85",159720.85,,14521,,,159720.85
6593957,SNI20220317-400,17/3/2022,Print,SNI20220317-400,SNI-548,SNI-548,,,IDR,"Rp1.148.897,35",1148897.35,,104446,,,1148897.35
6593958,SNI20220317-401,17/3/2022,Print,SNI20220317-401,SNI-345,SNI-345,,,IDR,"Rp784.060,68",784060.68,,71279,,,784060.68
6593959,SNI20220317-402,17/3/2022,Print,SNI20220317-402,SNI-325,SNI-325,,,IDR,"Rp222.537,10",222537.1,,20231,,,222537.1
6593960,SNI20220317-403,17/3/2022,Print,SNI20220317-403,SNI-869,SNI-869,,,IDR,"Rp832.225,55",832225.55,,75655,,,832225.55
6593961,SNI20220317-404,17/3/2022,Print,SNI20220317-404,SNI-930,SNI-930,,,IDR,"Rp127.705,34",127705.34,,11612,,,127705.34
6593962,SNI20220317-405,17/3/2022,Print,SNI20220317-405,SNI-339,SNI-339,,,IDR,"Rp203.310,28",203310.28,,18484,,,203310.28
6593963,SNI20220317-406,17/3/2022,Print,SNI20220317-406,109212,SNI-312,,,IDR,"Rp3.024.551,07",3024551.07,,274959,,,3024551.07
6593964,SNI20220317-407,17/3/2022,Print,SNI20220317-407,110921,SNI-934,,,IDR,"Rp15.978.921,61",15978921.61,,1452630,,,15978921.61
6593965,SNI20220317-408,17/3/2022,Print,SNI20220317-408,SNI-445,SNI-445,,,IDR,"Rp1.047.620,31",1047620.31,,95239,,,1047620.31
6593966,SNI20220317-409,17/3/2022,Print,SNI20220317-409,22559,SNI-417,,,IDR,"Rp503.403,07",503403.07,,45764,,,503403.07
6593967,SNI20220317-410,17/3/2022,Print,SNI20220317-410,171942,SNI-574,,,IDR,"Rp551.359,43",551359.43,,50125,,,551359.43
6593968,SNI20220317-411,17/3/2022,Print,SNI20220317-411,15177,SNI-404,,,IDR,"Rp59.414,41",59414.41,,5401,,,59414.41
6593969,SNI20220317-412,17/3/2022,Print,SNI20220317-412,SNI-062,SNI-062,,,IDR,"Rp341.487,63",341487.63,,31044,,,341487.63
6593970,SNI20220317-413,17/3/2022,Print,SNI20220317-413,16178,SNI-185,,,IDR,"Rp3.862.246,43",3862246.43,,351113,,,3862246.43
6593971,SNI20220317-414,17/3/2022,Print,SNI20220317-414,7187,SNI-154,,,IDR,"Rp404.611,30",404611.3,,36783,,,404611.3
6593972,SNI20220317-415,17/3/2022,Print,SNI20220317-415,SNI-400,SNI-400,,,IDR,"Rp294.576,78",294576.78,,26781,,,294576.78
6593973,SNI20220317-416,17/3/2022,Print,SNI20220317-416,SNI-401,SNI-401,,,IDR,"Rp359.652,42",359652.42,,32696,,,359652.42
6593974,SNI20220317-417,17/3/2022,Print,SNI20220317-417,SNI-402,SNI-402,,,IDR,"Rp259.105,37",259105.37,,23555,,,259105.37
