cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6594162,SNI20220329-894,29/3/2022,Print,SNI20220329-894,48447,SNI-910,,,IDR,"Rp930.379,78",930379.78,,84580,,,930379.78
6594163,SNI20220329-895,29/3/2022,Print,SNI20220329-895,SNI-913,SNI-913,,,IDR,"Rp353.464,20",353464.2,,32132,,,353464.2
6594164,SNI20220329-896,29/3/2022,Print,SNI20220329-896,SNI-558,SNI-558,,,IDR,"Rp179.826,70",179826.7,,16348,,,179826.7
6594165,SNI20220329-897,29/3/2022,Print,SNI20220329-897,SNI-208,SNI-208,,,IDR,"Rp179.827,68",179827.68,,16348,,,179827.68
6594166,SNI20220329-898,29/3/2022,Print,SNI20220329-898,14505,SNI-242,,,IDR,"Rp494.524,16",494524.16,,44957,,,494524.16
6594167,SNI20220329-899,29/3/2022,Print,SNI20220329-899,JBR-707,SNI-894,,,IDR,"Rp688.189,27",688189.27,,62564,,,688189.27
6594168,SNI20220329-900,29/3/2022,Print,SNI20220329-900,SNI-359,SNI-359,,,IDR,"Rp578.593,93",578593.93,,52600,,,578593.93
6594169,SNI20220329-901,29/3/2022,Print,SNI20220329-901,19432,SNI-862,,,IDR,"Rp223.660,85",223660.85,,20333,,,223660.85
6594170,SNI20220329-902,29/3/2022,Print,SNI20220329-902,5475,SNI-556,,,IDR,"Rp1.094.707,06",1094707.06,,99520,,,1094707.06
6594171,SNI20220329-903,29/3/2022,Print,SNI20220329-903,6821,SNI-155,,,IDR,"Rp1.800.992,96",1800992.96,,163728,,,1800992.96
6594172,SNI20220329-904,29/3/2022,Print,SNI20220329-904,165973,SNI-864,,,IDR,"Rp19.027.060,47",19027060.47,,1729728,,,19027060.47
6594173,SNI20220329-905,29/3/2022,Print,SNI20220329-905,SNI-027,SNI-517,,,IDR,"Rp9.341.683,14",9341683.14,,849243,,,9341683.14
6594175,SNI20220329-906,29/3/2022,Print,SNI20220329-906,SNI-937,SNI-937,,,IDR,"Rp28.104.433,69",28104433.69,,2554950,,,28104433.69
6594174,SNI20220329-907,29/3/2022,Print,SNI20220329-907,SNI-522,SNI-522,,,IDR,"Rp84.580,78",84580.78,,7689,,,84580.78
6594200,SNI20220330-1000,30/3/2022,Print,SNI20220330-1000,149368,SNI-260,,,IDR,"Rp357.856,59",357856.59,,32533,,,357856.59
6594201,SNI20220330-1001,30/3/2022,Print,SNI20220330-1001,SNI-606,SNI-606,,,IDR,"Rp180.970,14",180970.14,,16453,,,180970.14
6594202,SNI20220330-1002,30/3/2022,Print,SNI20220330-1002,SNI-009,SNI-061,,,IDR,"Rp179.843,36",179843.36,,16347,,,179843.36
6594203,SNI20220330-1003,30/3/2022,Print,SNI20220330-1003,124693,SNI-266,,,IDR,"Rp222.729,76",222729.76,,20246,,,222729.76
6594204,SNI20220330-1004,30/3/2022,Print,SNI20220330-1004,SNI-067,SNI-067,,,IDR,"Rp1.739.537,99",1739537.99,,158139,,,1739537.99
6594205,SNI20220330-1005,30/3/2022,Print,SNI20220330-1005,SNI-026,SNI-026,,,IDR,"Rp591.190,74",591190.74,,53746,,,591190.74
6594206,SNI20220330-1006,30/3/2022,Print,SNI20220330-1006,SNI-396,SNI-396,,,IDR,"Rp17.354.133,01",17354133.01,,1577646,,,17354133.01
6594207,SNI20220330-1007,30/3/2022,Print,SNI20220330-1007,SNI-488,SNI-488,,,IDR,"Rp4.555.495,18",4555495.18,,414137,,,4555495.18
