cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6592447,SNI20220412-191,12/4/2022,Print,SNI20220412-191,122368,SNI-892,,,IDR,"Rp566.559,50",566559.5,,56144,,,566559.5
6592448,SNI20220412-192,12/4/2022,Print,SNI20220412-192,SNI-304,SNI-304,,,IDR,"Rp809.027,27",809027.27,,80171,,,809027.27
6592449,SNI20220412-193,12/4/2022,Print,SNI20220412-193,SNI-199,SNI-199,,,IDR,"Rp506.907,67",506907.67,,50234,,,506907.67
6592450,SNI20220412-194,12/4/2022,Print,SNI20220412-194,SNI-447,SNI-447,,,IDR,"Rp544.436,18",544436.18,,53952,,,544436.18
6592451,SNI20220412-195,12/4/2022,Print,SNI20220412-195,JBG-372,SNI-473,,,IDR,"Rp137.488,01",137488.01,,13624,,,137488.01
6592452,SNI20220412-196,12/4/2022,Print,SNI20220412-196,129225,SNI-206,,,IDR,"Rp226.848,45",226848.45,,22478,,,226848.45
6592453,SNI20220412-197,12/4/2022,Print,SNI20220412-197,109863,SNI-425,,,IDR,"Rp3.650.207,87",3650207.87,,361732,,,3650207.87
6592454,SNI20220412-199,12/4/2022,Print,SNI20220412-199,SNI-117,SNI-117,,,IDR,"Rp469.360,05",469360.05,,46513,,,469360.05
6592455,SNI20220412-200,12/4/2022,Print,SNI20220412-200,SNI-189,SNI-189,,,IDR,"Rp422.598,84",422598.84,,41879,,,422598.84
6592456,SNI20220412-201,12/4/2022,Print,SNI20220412-201,51672,SNI-233,,,IDR,"Rp173.754,67",173754.67,,17218,,,173754.67
6592457,SNI20220412-202,12/4/2022,Print,SNI20220412-202,SNI-520,SNI-520,,,IDR,"Rp167.001,25",167001.25,,16551,,,167001.25
6592458,SNI20220412-203,12/4/2022,Print,SNI20220412-203,SNI-765,SNI-765,,,IDR,"Rp4.969.262,40",4969262.4,,492450,,,4969262.4
6592459,SNI20220413-204,13/4/2022,Print,SNI20220413-204,SNI-362,SNI-362,,,IDR,"Rp1.778.315,50",1778315.5,,176230,,,1778315.5
6592460,SNI20220413-205,13/4/2022,Print,SNI20220413-205,6821,SNI-155,,,IDR,"Rp2.115.349,76",2115349.76,,209629,,,2115349.76
6592461,SNI20220413-206,13/4/2022,Print,SNI20220413-206,165973,SNI-864,,,IDR,"Rp8.421.138,19",8421138.19,,834526,,,8421138.19
6592462,SNI20220413-207,13/4/2022,Print,SNI20220413-207,165973,SNI-864,,,IDR,"Rp1.452.657,63",1452657.63,,143957,,,1452657.63
6592463,SNI20220413-208,13/4/2022,Print,SNI20220413-208,165973,SNI-864,,,IDR,"Rp30.192.921,11",30192921.11,,2992093,,,30192921.11
6592464,SNI20220413-209,13/4/2022,Print,SNI20220413-209,SNI-492,SNI-492,,,IDR,"Rp2.647.520,56",2647520.56,,262371,,,2647520.56
6592465,SNI20220413-210,13/4/2022,Print,SNI20220413-210,7188,SNI-031,,,IDR,"Rp4.355.522,72",4355522.72,,431631,,,4355522.72
6592466,SNI20220413-211,13/4/2022,Print,SNI20220413-211,7188,SNI-031,,,IDR,"Rp2.373.917,11",2373917.11,,235258,,,2373917.11
6592719,SNI20220413-212,13/4/2022,Print,SNI20220413-212,SNI-906,SNI-906,,,IDR,"Rp53.358,42",53358.42,,5286,,,53358.42
6592720,SNI20220413-213,13/4/2022,Print,SNI20220413-213,SNI-006,SNI-006,,,IDR,"Rp269.117,02",269117.02,,26668,,,269117.02
