cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6593647,SNI20220307-82,7/3/2022,Print,SNI20220307-82,2459,SNI-459,,,IDR,"Rp3.728.414,87",3728414.87,,338946,,,3728414.87
6593648,SNI20220307-83,7/3/2022,Print,SNI20220307-83,SNI-151,SNI-151,,,IDR,"Rp36.205.178,79",36205178.79,,3291381,,,36205178.79
6593649,SNI20220307-84,7/3/2022,Print,SNI20220307-84,360,SNI-508,,,IDR,"Rp634.210,90",634210.9,,57655,,,634210.9
6593650,SNI20220307-85,7/3/2022,Print,SNI20220307-85,5676,SNI-567,,,IDR,"Rp179.826,70",179826.7,,16348,,,179826.7
6593651,SNI20220307-86,7/3/2022,Print,SNI20220307-86,14505,SNI-242,,,IDR,"Rp361.503,20",361503.2,,32859,,,361503.2
6593652,SNI20220307-87,7/3/2022,Print,SNI20220307-87,SNI-649,SNI-649,,,IDR,"Rp770.178,00",770178,,70017,,,770178
6593653,SNI20220307-88,7/3/2022,Print,SNI20220307-88,SNI-475,SNI-475,,,IDR,"Rp449.568,22",449568.22,,40870,,,449568.22
6593654,SNI20220307-89,7/3/2022,Print,SNI20220307-89,122368,SNI-892,,,IDR,"Rp1.014.580,63",1014580.63,,92234,,,1014580.63
6593655,SNI20220307-90,7/3/2022,Print,SNI20220307-90,JBR-434,SNI-363,,,IDR,"Rp272.490,77",272490.77,,24770,,,272490.77
6593656,SNI20220307-91,7/3/2022,Print,SNI20220307-91,SNI-306,SNI-306,,,IDR,"Rp5.395.354,36",5395354.36,,490485,,,5395354.36
6593657,SNI20220307-92,7/3/2022,Print,SNI20220307-92,SNI-919,SNI-919,,,IDR,"Rp43.162.846,11",43162846.11,,3923895,,,43162846.11
6593658,SNI20220307-93,7/3/2022,Print,SNI20220307-93,117295,SNI-500,,,IDR,"Rp1.646.419,95",1646419.95,,149676,,,1646419.95
6593659,SNI20220307-94,7/3/2022,Print,SNI20220307-94,SNI-923,SNI-923,,,IDR,"Rp7.055.314,49",7055314.49,,641391,,,7055314.49
6593665,SNI20220308-100,8/3/2022,Print,SNI20220308-100,SNI-908,SNI-908,,,IDR,"Rp697.825,36",697825.36,,63440,,,697825.36
6593666,SNI20220308-101,8/3/2022,Print,SNI20220308-101,15478,SNI-607,,,IDR,"Rp181.623,34",181623.34,,16510,,,181623.34
6593667,SNI20220308-102,8/3/2022,Print,SNI20220308-102,6198,SNI-926,,,IDR,"Rp538.310,76",538310.76,,48936,,,538310.76
6593668,SNI20220308-103,8/3/2022,Print,SNI20220308-103,SNI-454,SNI-454,,,IDR,"Rp1.913.799,00",1913799,,173983,,,1913799
6593669,SNI20220308-104,8/3/2022,Print,SNI20220308-104,52249,SNI-090,,,IDR,"Rp272.490,77",272490.77,,24770,,,272490.77
6593772,SNI20220308-105,8/3/2022,Print,SNI20220308-105,SNI-347,SNI-535,,,IDR,"Rp674.415,48",674415.48,,61310,,,674415.48
6593773,SNI20220308-106,8/3/2022,Print,SNI20220308-106,SNI-258,SNI-258,,,IDR,"Rp296.296,21",296296.21,,26938,,,296296.21
6593774,SNI20220308-107,8/3/2022,Print,SNI20220308-107,SNI-005,SNI-005,,,IDR,"Rp52.877,44",52877.44,,4807,,,52877.44
6593775,SNI20220308-108,8/3/2022,Print,SNI20220308-108,SNI-896,SNI-896,,,IDR,"Rp104.291,31",104291.31,,9480,,,104291.31
