cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6589450,SNI20220125-895,25/1/2022,Print,SNI20220125-895,119200,SNI-050,,,IDR,"Rp890.139,65",890139.65,,80923,,,890139.65
6557207,SNI20220125-896,25/1/2022,Print,SNI20220125-896,SNI-396,SNI-396,,,IDR,"Rp210.037,08",210037.08,,19094,,,210037.08
6557402,SNI20220125-897,25/1/2022,Print,SNI20220125-897,SNI-225,SNI-225,,,IDR,"Rp1.184.226,26",1184226.26,,107660,,,1184226.26
6589451,SNI20220125-898,25/1/2022,Print,SNI20220125-898,16868,SNI-451,,,IDR,"Rp979.160,89",979160.89,,89015,,,979160.89
6557403,SNI20220125-899,25/1/2022,Print,SNI20220125-899,SNI-199,SNI-199,,,IDR,"Rp188.213,69",188213.69,,17111,,,188213.69
6589452,SNI20220125-900,25/1/2022,Print,SNI20220125-900,KDR-500,SNI-075,,,IDR,"Rp2.643.166,99",2643166.99,,240288,,,2643166.99
6589453,SNI20220125-901,25/1/2022,Print,SNI20220125-901,SNI-076,SNI-076,,,IDR,"Rp633.947,29",633947.29,,57632,,,633947.29
6589454,SNI20220125-902,25/1/2022,Print,SNI20220125-902,SNI-027,SNI-848,,,IDR,"Rp272.681,95",272681.95,,24791,,,272681.95
6557404,SNI20220125-903,25/1/2022,Print,SNI20220125-903,9173,SNI-868,,,IDR,"Rp649.275,85",649275.85,,59026,,,649275.85
6557405,SNI20220125-904,25/1/2022,Print,SNI20220125-904,SNI-005,SNI-005,,,IDR,"Rp104.687,74",104687.74,,9517,,,104687.74
6589455,SNI20220125-905,25/1/2022,Print,SNI20220125-905,JBR-606,SNI-092,,,IDR,"Rp207.915,36",207915.36,,18901,,,207915.36
6557406,SNI20220125-906,25/1/2022,Print,SNI20220125-906,SNI-258,SNI-258,,,IDR,"Rp181.660,85",181660.85,,16514,,,181660.85
6557407,SNI20220125-907,25/1/2022,Print,SNI20220125-907,SNI-869,SNI-869,,,IDR,"Rp312.033,90",312033.9,,28368,,,312033.9
6589346,SNI20220125-908,25/1/2022,Print,SNI20220125-908,52913,SNI-091,,,IDR,"Rp3.146.962,43",3146962.43,,286088,,,3146962.43
6557408,SNI20220125-909,25/1/2022,Print,SNI20220125-909,SNI-285,SNI-285,,,IDR,"Rp449.565,28",449565.28,,40870,,,449565.28
6589456,SNI20220126-958,26/1/2022,Print,SNI20220126-958,SNI-343,SNI-343,,,IDR,"Rp1.793.230,63",1793230.63,,163022,,,1793230.63
6589347,SNI20220126-959,26/1/2022,Print,SNI20220126-959,5838,SNI-165,,,IDR,"Rp8.173.194,63",8173194.63,,743017,,,8173194.63
6557216,SNI20220126-960,26/1/2022,Print,SNI20220126-960,112703,SNI-291,,,IDR,"Rp185.323,23",185323.23,,16846,,,185323.23
6557217,SNI20220126-961,26/1/2022,Print,SNI20220126-961,93966,SNI-486,,,IDR,"Rp213.411,79",213411.79,,19401,,,213411.79
6589389,SNI20220126-962,26/1/2022,Print,SNI20220126-962,6841,SNI-659,,,IDR,"Rp554.098,90",554098.9,,50366,,,554098.9
