cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6593881,SNI20220312-307,12/3/2022,Print,SNI20220312-307,SNI-223,SNI-223,,,IDR,"Rp291.930,46",291930.46,,26538,,,291930.46
6593882,SNI20220312-308,12/3/2022,Print,SNI20220312-308,7400,SNI-217,,,IDR,"Rp444.661,59",444661.59,,40420,,,444661.59
6594267,SNI20220312-309,12/3/2022,Print,SNI20220312-309,SNI-569,SNI-569,,,IDR,"Rp5.215.580,00",5215580,,474142,,,5215580
6594268,SNI20220312-310,12/3/2022,Print,SNI20220312-310,SNI-568,SNI-568,,,IDR,"Rp3.451.437,00",3451437,,313766,,,3451437
6593883,SNI20220314-311,14/3/2022,Print,SNI20220314-311,SNI-254,SNI-254,,,IDR,"Rp414.561,19",414561.19,,37687,,,414561.19
6593884,SNI20220314-312,14/3/2022,Print,SNI20220314-312,5676,SNI-567,,,IDR,"Rp134.870,76",134870.76,,12261,,,134870.76
6593885,SNI20220314-313,14/3/2022,Print,SNI20220314-313,25703,SNI-714,,,IDR,"Rp108.342,23",108342.23,,9851,,,108342.23
6593886,SNI20220314-314,14/3/2022,Print,SNI20220314-314,SNI-323,SNI-323,,,IDR,"Rp314.696,48",314696.48,,28609,,,314696.48
6593887,SNI20220314-315,14/3/2022,Print,SNI20220314-315,9626,SNI-859,,,IDR,"Rp2.635.978,34",2635978.34,,239634,,,2635978.34
6593888,SNI20220314-316,14/3/2022,Print,SNI20220314-316,SNI-475,SNI-475,,,IDR,"Rp224.784,60",224784.6,,20435,,,224784.6
6593889,SNI20220314-317,14/3/2022,Print,SNI20220314-317,SNI-649,SNI-649,,,IDR,"Rp400.028,32",400028.32,,36366,,,400028.32
6593890,SNI20220314-318,14/3/2022,Print,SNI20220314-318,KDR-500,SNI-075,,,IDR,"Rp1.762.108,68",1762108.68,,160190,,,1762108.68
6593891,SNI20220314-319,14/3/2022,Print,SNI20220314-319,48478,SNI-557,,,IDR,"Rp2.103.858,97",2103858.97,,191264,,,2103858.97
6593892,SNI20220314-320,14/3/2022,Print,SNI20220314-320,26176,SNI-929,,,IDR,"Rp113.649,24",113649.24,,10332,,,113649.24
6593893,SNI20220315-321,15/3/2022,Print,SNI20220315-321,8597,SNI-073,,,IDR,"Rp10.901.953,95",10901953.95,,991082,,,10901953.95
6593894,SNI20220315-322,15/3/2022,Print,SNI20220315-322,SNI-078,SNI-078,,,IDR,"Rp12.517.222,41",12517222.41,,1137927,,,12517222.41
6593895,SNI20220315-323,15/3/2022,Print,SNI20220315-323,KDR-500,SNI-075,,,IDR,"Rp2.202.637,31",2202637.31,,200238,,,2202637.31
6593896,SNI20220315-324,15/3/2022,Print,SNI20220315-324,48478,SNI-557,,,IDR,"Rp1.651.154,21",1651154.21,,150105,,,1651154.21
6593897,SNI20220315-325,15/3/2022,Print,SNI20220315-325,132820,SNI-584,,,IDR,"Rp3.289.485,34",3289485.34,,299042,,,3289485.34
6593898,SNI20220315-326,15/3/2022,Print,SNI20220315-326,17030,SNI-439,,,IDR,"Rp21.581.423,56",21581423.56,,1961948,,,21581423.56
6593899,SNI20220315-327,15/3/2022,Print,SNI20220315-327,SNI-919,SNI-919,,,IDR,"Rp38.485.285,19",38485285.19,,3498662,,,38485285.19
6593900,SNI20220315-328,15/3/2022,Print,SNI20220315-328,SNI-549,SNI-549,,,IDR,"Rp1.744.313,64",1744313.64,,158575,,,1744313.64
