cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6592620,SNI20220426-915,26/4/2022,Print,SNI20220426-915,SNI-303,SNI-303,,,IDR,"Rp451.808,49",451808.49,,44771,,,451808.49
6592794,SNI20220426-916,26/4/2022,Print,SNI20220426-916,15478,SNI-607,,,IDR,"Rp675.071,32",675071.32,,66899,,,675071.32
6592621,SNI20220426-917,26/4/2022,Print,SNI20220426-917,SNI-304,SNI-304,,,IDR,"Rp1.451.231,02",1451231.02,,143808,,,1451231.02
6592622,SNI20220426-918,26/4/2022,Print,SNI20220426-918,109863,SNI-425,,,IDR,"Rp889.157,75",889157.75,,88115,,,889157.75
6592790,SNI20220426-919,26/4/2022,Print,SNI20220426-919,18142,SNI-479,,,IDR,"Rp139.936,56",139936.56,,13866,,,139936.56
6592791,SNI20220426-920,26/4/2022,Print,SNI20220426-920,5746,SNI-229,,,IDR,"Rp1.085.694,70",1085694.7,,107591,,,1085694.7
6592792,SNI20220426-921,26/4/2022,Print,SNI20220426-921,7172,SNI-226,,,IDR,"Rp1.058.213,88",1058213.88,,104864,,,1058213.88
6592793,SNI20220426-922,26/4/2022,Print,SNI20220426-922,131746,SNI-228,,,IDR,"Rp234.225,52",234225.52,,23208,,,234225.52
6592623,SNI20220426-923,26/4/2022,Print,SNI20220426-923,JBR-707,SNI-894,,,IDR,"Rp286.508,20",286508.2,,28392,,,286508.2
6592624,SNI20220426-924,26/4/2022,Print,SNI20220426-924,125702,SNI-662,,,IDR,"Rp19.476.281,70",19476281.7,,1930084,,,19476281.7
6592625,SNI20220426-925,26/4/2022,Print,SNI20220426-925,SNI-660,SNI-660,,,IDR,"Rp21.777.600,56",21777600.56,,2158141,,,21777600.56
6592626,SNI20220426-926,26/4/2022,Print,SNI20220426-926,SNI-678,SNI-678,,,IDR,"Rp5.720.702,02",5720702.02,,566919,,,5720702.02
6592627,SNI20220426-927,26/4/2022,Print,SNI20220426-927,5249,SNI-224,,,IDR,"Rp240.961,77",240961.77,,23879,,,240961.77
6592634,SNI20220426-928,26/4/2022,Print,SNI20220426-928,SNI-333,SNI-333,,,IDR,"Rp681.912,26",681912.26,,67577,,,681912.26
6592637,SNI20220427-1034,27/4/2022,Print,SNI20220427-1034,SNI-258,SNI-258,,,IDR,"Rp589.806,20",589806.2,,58444,,,589806.2
6592638,SNI20220427-1035,27/4/2022,Print,SNI20220427-1035,SNI-005,SNI-005,,,IDR,"Rp540.702,50",540702.5,,53583,,,540702.5
6592811,SNI20220427-1036,27/4/2022,Print,SNI20220427-1036,SNI-522,SNI-522,,,IDR,"Rp141.351,00",141351,,14007,,,141351
6592639,SNI20220427-1037,27/4/2022,Print,SNI20220427-1037,JBR-606,SNI-092,,,IDR,"Rp302.871,90",302871.9,,30015,,,302871.9
6592640,SNI20220427-1038,27/4/2022,Print,SNI20220427-1038,SNI-008,SNI-008,,,IDR,"Rp147.987,04",147987.04,,14666,,,147987.04
6592641,SNI20220427-1039,27/4/2022,Print,SNI20220427-1039,SNI-896,SNI-896,,,IDR,"Rp288.482,98",288482.98,,28583,,,288482.98
6592636,SNI20220427-1040,27/4/2022,Print,SNI20220427-1040,165973,SNI-864,,,IDR,"Rp18.619.568,84",18619568.84,,1845182,,,18619568.84
6592800,SNI20220427-1041,27/4/2022,Print,SNI20220427-1041,SNI-029,SNI-029,,,IDR,"Rp426.678,20",426678.2,,42283,,,426678.2
